,target
66,104.425
132,119.88
222,153.728
31,198.308
84,172.668
291,197.228
211,189.322
298,182.683
412,110.133
244,163.829
386,111.006
351,184.762
5,152.067
45,104.086
296,110.217
155,144.299
367,125.308
399,175.983
16,122.406
394,109.806
131,177.483
304,109.639
3,160.128
18,146.673
325,153.822
60,172.962
204,184.703
248,143.91
63,165.907
110,165.109
349,120.936
198,108.468
29,164.539
406,135.146
210,135.75
208,169.571
26,190.395
7,112.256
321,106.778
297,186.589
108,189.532
101,142.499
250,106.291
398,156.706
118,131.535
114,156.505
137,192.452
374,134.413
283,177.545
332,181.977
379,196.886
312,114.305
342,118.834
152,200.446
384,126.206
109,182.212
181,128.469
194,180.127
388,192.598
168,159.24
83,176.437
407,123.665
377,117.009
74,163.818
203,184.046
119,195.998
223,194.533
335,195.241
402,113.681
234,137.441
354,145.811
334,155.409
172,123.261
327,137.604
305,168.381
36,175.617
139,159.136
311,133.44
177,189.858
424,138.088
227,161.711
59,116.104
111,154.421
420,190.173
199,175.928
6,182.763
307,165.112
404,197.414
158,199.512
150,188.221
10,133.317
286,128.06
103,179.855
81,125.777
284,189.035
266,172.415
167,132.516
400,150.51
238,143.505
246,170.382
192,104.865
371,170.712
89,167.082
220,116.082
163,188.765
196,145.621
147,99.9422
2,195.912
92,183.179
69,132.367
228,153.972
123,105.715
96,176.492
143,173.518
323,180.641
346,182.734
97,168.829
261,194.867
68,144.055
23,119.661
37,108.663
144,133.65
122,133.296
265,156.324
202,184.564
182,128.66
67,118.668
245,167.242
356,169.726
247,166.705
397,196.282
338,181.433
225,164.476
125,182.599
146,132.445
378,156.89
86,176.236
358,152.847
219,138.241
396,170.291
360,114.457
231,201.481
277,180.87
322,130.992
183,126.828
253,140.065
302,177.122
401,162.202
301,146.678
129,164.424
38,147.866
11,165.167
320,141.661
185,183.329
289,137.897
271,128.925
112,174.614
179,117.178
383,153.079
355,166.99
287,119.351
278,140.256
117,149.458
393,100.465
405,179.509
410,133.498
381,182.197
233,112.794
387,171.113
365,187.386
164,108.265
136,157.797
197,113.691
258,105.725
232,184.764
115,161.517
120,179.035
224,135.797
395,181.756
285,130.752
127,161.925
352,136.3
107,130.149
316,142.448
133,108.978
310,180.291
44,181.631
392,188.257
65,125.081
85,111.38
242,169.267
186,155.758
159,118.453
12,179.086
35,144.228
28,111.431
170,104.414
142,106.987
340,203.537
290,137.239
221,160.601
95,132.494
51,125.071
240,138.543
318,161.55
324,192.729
178,168.681
41,123.587
331,113.509
206,161.529
282,117.709
254,199.371
353,152.877
4,129.205
256,196.951
382,136.966
100,115.433
226,173.147
364,142.101
213,116.917
171,100.908
98,97.2381
292,155.467
215,134.009
61,159.922
47,110.162
32,135.926
267,166.906
200,127.882
380,145.611
27,160.49
333,160.311
230,170.931
260,118.069
288,118.188
162,134.742
362,189.159
138,161.508
62,158.574
135,189.27
128,199.935
8,107.73
326,108.313
64,187.657
300,175.4
14,177.993
156,148.868
40,131.137
391,156.919
370,157.871
216,132.049
279,114.694
369,168.161
337,162.672
236,175.17
207,121.232
212,161.606
295,190.859
389,129.107
251,165.933
416,146.338
390,108.432
303,130.684
269,168.05
201,132.37
161,114.705
43,183.671
217,164.353
190,167.107
309,175.235
259,193.717
105,175.966
53,183.305
1,93.2342
411,155.683
49,157.708
80,115.308
205,174.246
34,124.335
263,115.047
366,164.133
91,198.741
339,190.83
52,195.007
345,122.074
264,163.917
241,175.812
13,147.089
315,139.363
88,148.846
273,116.98
166,141.101
328,189.67
419,191.437
134,118.112
306,190.057
409,175.084
319,163.087
243,109.763
54,173.702
363,201.992
50,189.274
174,107.347
189,145.057
423,173.509
187,102.201
169,168.719
58,160.21
48,102.015
344,176.728
235,127.137
252,147.682
21,199.155
313,169.063
160,146.088
276,157.486
191,116.272
385,194.629
293,107.938
343,128.653
257,179.27
308,145.43
149,183.195
130,133.531
151,100.247
359,152.698
99,175.082
372,139.64
87,103.021
330,173.18
214,112.176
121,149.696
425,140.661
20,135.695
188,144.645
71,132.857
106,135.762
270,159.293
348,162.002
102,100.037
