,feature,importance
0,Close_x,0.616966
2,Low_x,0.194695
1,High_x,0.139049
3,Open_x,0.0137353
27,day,0.00668501
31,dayofyear,0.00584995
32,weekofyear,0.00422933
50,current_day_pillar_minus_earthly_cos,0.00122486
4,Volume_x,0.00075652
15,current_wuxi_month,0.000751684
6,current_day_pillar,0.000728782
44,current_day_pillar_earthly_cos,0.000719025
29,dayofweek,0.000657277
7,current_day_pillar_minus,0.000599563
142,cs_base_hour_minus_current_day,0.000575241
130,cs_base_hour_current_day,0.000538571
46,current_day_pillar_minus_earthly,0.00053808
154,cs_base_year_current_day,0.000463318
138,cs_base_day_current_month,0.000426405
136,cs_base_day_current_day,0.000404745
5,current_hour_pillar,0.00037742
42,current_day_pillar_heavenly_cos,0.0003668
39,current_day_pillar_heavenly,0.000341178
26,month,0.000340681
14,current_wuxi_day,0.000335706
148,cs_base_month_current_day,0.000332342
48,current_day_pillar_minus_heavenly_cos,0.000309173
49,current_day_pillar_minus_earthly_sin,0.000307667
132,cs_base_hour_current_month,0.000303675
160,cs_base_month_minus_current_day,0.000296035
16,current_wuxi_year,0.000267979
33,current_hour_pillar_heavenly,0.000262276
58,current_month_pillar_earthly,0.000253969
47,current_day_pillar_minus_heavenly_sin,0.000251192
164,cs_base_month_minus_current_month_minus,0.000246394
40,current_day_pillar_earthly,0.000238444
57,current_month_pillar_heavenly,0.000225884
150,cs_base_month_current_month,0.000224653
134,cs_base_hour_current_month_minus,0.000222717
9,current_month_pillar,0.000222063
43,current_day_pillar_earthly_sin,0.000220018
144,cs_base_hour_minus_current_month,0.000210852
45,current_day_pillar_minus_heavenly,0.000210424
61,current_month_pillar_earthly_sin,0.000193167
54,current_hour_pillar_minus_heavenly_cos,0.000191603
8,current_hour_pillar_minus,0.000175102
152,cs_base_month_current_month_minus,0.000169189
12,current_month_pillar_minus,0.000165263
76,current_month_pillar_minus_earthly,0.000160313
162,cs_base_month_minus_current_month,0.000159508
41,current_day_pillar_heavenly_sin,0.000145842
146,cs_base_hour_minus_current_month_minus,0.000141314
77,current_month_pillar_minus_heavenly_sin,0.000137587
13,current_wuxi_hour,0.000135265
140,cs_base_day_current_month_minus,0.00012968
55,current_hour_pillar_minus_earthly_sin,0.000125106
158,cs_base_year_current_month_minus,0.000123813
30,quarter,0.000123424
35,current_hour_pillar_heavenly_sin,0.000119705
62,current_month_pillar_earthly_cos,0.000119453
73,current_year_pillar_minus_earthly_sin,0.000119439
66,current_year_pillar_heavenly_cos,0.000115528
59,current_month_pillar_heavenly_sin,0.000111718
75,current_month_pillar_minus_heavenly,0.000103696
80,current_month_pillar_minus_earthly_cos,0.000100093
156,cs_base_year_current_month,9.99273e-05
53,current_hour_pillar_minus_heavenly_sin,9.38668e-05
79,current_month_pillar_minus_earthly_sin,8.73965e-05
60,current_month_pillar_heavenly_cos,8.38544e-05
52,current_hour_pillar_minus_earthly,7.14374e-05
51,current_hour_pillar_minus_heavenly,6.44247e-05
36,current_hour_pillar_heavenly_cos,6.23257e-05
78,current_month_pillar_minus_heavenly_cos,4.90463e-05
69,current_year_pillar_minus_heavenly,3.99211e-05
163,cs_base_month_minus_current_year,2.66998e-05
161,cs_base_month_minus_current_hour_minus,2.4966e-05
145,cs_base_hour_minus_current_year,2.44009e-05
56,current_hour_pillar_minus_earthly_cos,2.24148e-05
155,cs_base_year_current_hour_minus,2.12323e-05
67,current_year_pillar_earthly_sin,2.12193e-05
139,cs_base_day_current_year,1.98124e-05
72,current_year_pillar_minus_heavenly_cos,1.92531e-05
157,cs_base_year_current_year,1.74458e-05
70,current_year_pillar_minus_earthly,1.7172e-05
63,current_year_pillar_heavenly,1.55292e-05
10,current_year_pillar,1.32907e-05
149,cs_base_month_current_hour_minus,1.03095e-05
65,current_year_pillar_heavenly_sin,9.01205e-06
71,current_year_pillar_minus_heavenly_sin,8.19289e-06
