,target
1055,20650.5
110,28202.1
879,20156.5
42,28779.4
746,23739.1
970,18814.8
204,27100.8
1405,18013.2
52,29071.6
545,28990.9
68,29810.7
949,16557.3
907,19044.3
796,21404.9
183,26042.7
137,28106.4
132,28371.3
80,29209.8
1278,17082.1
105,27308.5
1198,18079
541,28833.8
780,22467.3
480,26389.5
165,26515.5
248,28322.1
307,23085.8
446,24787.2
788,18415.1
334,23829.7
97,27114.9
984,19741.1
737,23086.5
1422,20286.8
886,20003.4
998,21651
102,26965.3
434,24242.9
74,29549.8
1383,17430.2
1005,21958.4
1402,17369.1
302,23527.2
1333,18425
1302,16224.1
1261,16155.6
762,24579.6
733,23102.3
388,24595.3
235,27508.1
1284,16863.1
267,26786.7
305,23175.1
1338,18112.6
117,28542.6
1249,15703.5
673,24192.2
249,28087.9
1532,23578.8
1107,19415.7
71,29963.3
94,27288.1
898,19968.4
33,28816.3
799,22232
1131,19184.2
448,24586.6
445,24918.8
771,24327.7
716,23852.2
939,15165.6
1177,17640.4
1481,19064.3
1200,17454.2
77,29699.1
84,28550.2
1033,19248
82,29003.2
457,26227
974,19596.2
676,24663.5
1486,19584.1
1105,18916.4
436,24119.1
770,24792.8
644,26391.6
1050,20485.2
1206,17525.1
1230,16646.4
1438,20953.3
404,25551.6
1343,18335.3
989,20991.6
1229,16788.6
104,27789.3
609,28882.5
881,19689.2
688,26136
1004,22072.2
826,19898.8
987,20793.1
62,29936.3
281,26893.2
852,21559.6
778,22761.7
1043,19784.7
238,27800.5
223,26893.7
145,26120.8
1441,19846.9
373,25727.4
1385,17511.1
118,28875.6
1160,17885.6
250,28561
1489,19778.8
1246,16212
946,15339.5
9,26902.1
449,24107.4
1151,18450
708,25650.1
255,28883
593,29468
389,24458.1
1013,21113.8
1537,22849.8
557,28698.8
1327,18821.2
1030,19925.7
460,26381.7
723,23996.9
1424,20804.1
144,25997
501,28496.9
1146,18484
739,23397.7
1427,20760.2
868,20751.2
731,22744.9
539,29385.6
177,26222.4
1491,20066.2
697,25099.7
1222,16505
1435,20567.5
1237,16244.6
1301,16385.9
1539,20127.7
7,26298.3
914,18566
667,25033.2
1234,16190
357,24344.1
783,20765.9
735,23223.8
329,23980.6
1511,23787.9
1545,21057
1150,18456.9
258,27985.3
932,16587.7
1211,16646.1
372,26210.2
1277,17093.5
1328,18477
142,26151.3
525,30644.7
1315,18537.8
232,26645.4
1287,16618.3
1466,19700.5
440,24386.8
531,29452.6
1239,15865.9
226,26391.3
1063,19894.6
228,26217
1319,19376.5
1517,24369.7
212,26571.5
885,20045.8
79,30081.6
148,25281.3
814,19869.3
1243,14961.2
968,19518.3
671,24221.5
1190,17664.1
555,28674.8
963,17297.9
133,28466.5
1140,17623.3
933,16612.9
1312,18578.3
823,19633.7
408,25422.1
368,25373.1
507,29447.8
1262,16247.5
504,29642.3
1372,17305
347,23995.9
386,24883.1
0,25064.4
1027,20603.2
360,24643.9
894,19773
828,20602.5
1458,19560.4
475,26506.8
1320,19553.6
57,28775.2
637,26426.6
1346,18072.9
1080,19115.9
1009,21283.5
172,27124.6
450,24460
125,28431.8
38,28812.2
530,28980.2
857,22419
713,24685.5
90,27657.2
1495,20790
181,25954.8
875,20562.9
1041,19915.7
786,20553.8
414,24589.7
251,28638.2
69,30129.9
803,22080.5
131,28765.4
300,21696.1
1052,20344.5
326,23613.8
1510,23034
1145,18130.7
499,28276.8
341,22952.2
832,20470.1
364,24550
495,27692.3
1525,24740.6
338,24399.9
421,24725.6
164,26523.2
28,27900.8
516,29113.5
193,26848.5
1472,20090.5
1404,17660
945,15827.2
1403,17422.1
169,27159.1
167,26681.4
652,25693.9
173,26790.2
518,29319.5
1251,15566.2
1217,16374.5
912,18930.4
491,27147.1
953,17619.7
73,29805.8
1292,16723.9
587,28412.3
750,24218
657,26028.3
842,21531.7
234,27687.8
732,22971.3
1353,17799.6
1265,16725.9
934,16914.6
108,27227.2
568,28952.8
890,20040.9
947,16161.1
1540,20264.5
884,20201.9
1304,16828.9
850,21075
734,23193.6
717,23475.3
454,25713
264,26312.6
75,29605
444,24786.1
395,24890.7
176,26435.7
1042,19567.7
1350,17769.1
1083,18595.8
1085,18216.9
595,28966
61,29986.4
872,20890.2
1342,18430.4
1449,19230
278,27609.2
36,28757.4
662,26320.9
1394,17692
1117,18952.3
977,19450.7
738,23112
191,26503.9
919,17855.1
456,26301.5
675,24500.4
760,23802.3
1395,17651.5
728,23420.8
412,25007.6
825,19380.3
616,28072.9
114,28186
417,24313.5
1471,20098.3
969,19441.2
604,28558.6
1477,19688.3
89,27787.6
848,21308.2
1179,17732.5
1476,19760.3
753,24952.3
498,27908.2
11,27090.8
396,25244
284,26129.9
1066,19948.7
690,26126.9
1268,16536.8
1446,19663.7
689,26017.5
851,21163.9
159,25615.5
895,19657
1226,16624.8
257,28795.9
335,23797.5
1450,19151
1039,19591.4
515,29307.5
1015,20987.7
768,24355.7
1356,17471.7
761,24573.3
1134,19075.2
521,30173.6
22,27990.2
356,23776.9
1311,18475.9
340,22930.1
431,23459.1
473,26728.5
217,26889.6
911,18847.1
1242,15308.7
1011,21190.4
1503,22620.3
93,27353.9
1008,21298.7
1070,19762.2
1092,19404.3
696,25154.3
1384,17569.6
996,21577.6
153,26231.5
1099,19218.3
1339,17941.8
1544,21466.3
789,20087.5
580,28231
703,24996.1
1298,16600.5
487,26343.1
559,28497.2
1119,19075.3
801,22039.6
512,28283.7
633,26315.3
1142,17845.9
1380,17174.1
790,21501.2
116,28621.4
740,23274.8
1081,18746.9
830,20120.7
119,28855.1
656,25879
1468,19752.5
635,26235.8
369,26339.2
268,27493.7
655,25539.5
935,16511.3
822,20002
866,20844.7
46,28807.4
1330,18079.6
991,21331.5
876,20905.9
773,23520
1546,21395.1
4,26462.3
1003,21842.3
1341,17915.6
263,26449.1
1220,16792.2
1412,21133.7
443,24754.4
1002,22069.7
1077,19450.6
837,21123.9
1382,17109.1
304,23484.3
1210,16830.3
313,24300.3
149,25302.3
1148,18382.1
574,28557.1
50,29466.3
1336,18176.3
726,23954.6
833,20112.1
1115,19413.8
1166,17373
470,26341.5
971,19450.2
653,25415.7
399,25347.3
511,28550.8
320,23893.4
19,27642.8
684,24962.6
35,28772.1
902,19954.4
827,19950.2
1387,17641
407,25281.2
920,17860.3
537,28773.2
758,23807
1062,19840.3
1199,17832.8
245,28543.5
1127,19517.4
784,20627.7
489,26314.6
154,26270
961,17660.9
853,21008.3
625,27489.8
685,25331
569,28941.5
1469,19720.7
17,27577
127,28554.9
1519,23783.5
927,17740.1
980,19160.5
1526,24771.1
190,26521.8
1139,17950.8
992,21436.1
1508,23477.9
1290,16931.5
606,28489
180,26041.9
301,22663.5
496,27548.5
1331,18403
1295,17139.2
1457,19742.5
517,29288.7
1069,19867.6
476,26304.6
157,25680.3
1195,17203.3
16,27569.2
1072,19627.2
1522,23462.7
546,28885.3
658,26090.4
1397,17444.3
1019,20423.8
1296,17095
959,17424.4
1452,19603.1
283,26778.6
797,21685
225,26444.7
26,28497.6
437,24649.7
1502,21814.4
229,26498.4
37,28633.2
749,24383.3
1045,20309.1
469,26894.7
1318,19073.7
1518,24231.3
687,25787.2
1421,20318.8
639,26179.4
1334,18476.8
1218,16228.8
1158,17930.6
1289,16541.4
1406,18258.6
800,21996.8
160,25703.5
956,18045.7
1186,17406.4
821,20793.4
1310,18207.1
877,20670
913,18761.7
152,26291.8
1416,23099.8
509,29391.3
1135,18773.6
1250,15485.1
1494,20217.3
103,27578.6
586,28458.4
1368,17021.3
1143,18212.2
53,29113.4
151,25734.2
403,25113.8
1509,23341.6
207,27688.6
1460,20414.1
1122,19365.1
1358,18293.4
8,26830.3
1014,20812.2
1386,17391
1060,19617.9
452,24886.1
253,28885.1
896,19503.2
1348,17716.5
880,20165.8
1456,19746.3
623,27996.3
345,22961.5
1326,18827.3
262,27160.6
150,25495.5
472,26532.6
640,26283.4
1531,23483.3
