,time,date,stock_code_x,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,stock_code_y,uuid,last_modified_date
0,2025-06-03 10:18:29.313547+08:00,2025-06-03 10:18:29.313547+08:00,HSI,丁巳,癸卯,戊申,壬戌,丙申,乙巳,庚子,辛卯,甲申,癸辰,庚申,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,5782973149774763305,2025-06-02 02:18:32.044742+08:00
1,2025-06-04 10:18:29.313547+08:00,2025-06-04 10:18:29.313547+08:00,HSI,己巳,甲辰,己酉,甲戌,丙申,乙巳,庚子,辛卯,丙申,甲巳,庚申,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,6084797493963197851,2025-06-02 02:18:32.044742+08:00
2,2025-06-05 10:18:29.313547+08:00,2025-06-05 10:18:29.313547+08:00,HSI,辛巳,乙巳,庚戌,丙戌,丙申,乙巳,庚子,辛卯,戊申,乙午,庚申,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,9001562589747949344,2025-06-02 02:18:32.044742+08:00
3,2025-06-06 10:18:29.313547+08:00,2025-06-06 10:18:29.313547+08:00,HSI,癸巳,丙午,辛丑,戊子,壬午,庚申,乙丑,丁亥,庚申,丙未,壬午,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,7184454323282257515,2025-06-02 02:18:32.044742+08:00
4,2025-06-09 10:18:29.313547+08:00,2025-06-09 10:18:29.313547+08:00,HSI,己巳,己酉,甲辰,甲子,壬午,庚申,乙丑,丁亥,丙申,己戌,丁午,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,16663300805857446902,2025-06-02 02:18:32.044742+08:00
5,2025-06-10 10:18:29.313547+08:00,2025-06-10 10:18:29.313547+08:00,HSI,辛巳,庚戌,乙巳,丙子,壬午,庚申,乙丑,丁亥,戊申,庚亥,丁午,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,18030039743549483210,2025-06-02 02:18:32.044742+08:00
6,2025-06-11 10:18:29.313547+08:00,2025-06-11 10:18:29.313547+08:00,HSI,癸巳,辛亥,丙午,戊子,壬午,庚申,乙丑,丁亥,庚申,辛子,丁午,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,7623719980832349611,2025-06-02 02:18:32.044742+08:00
7,2025-06-12 10:18:29.313547+08:00,2025-06-12 10:18:29.313547+08:00,HSI,乙巳,壬子,丁未,庚子,壬午,庚申,乙丑,丁亥,壬申,壬丑,戊午,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,1288763589768886675,2025-06-02 02:18:32.044742+08:00
8,2025-06-13 10:18:29.313547+08:00,2025-06-13 10:18:29.313547+08:00,HSI,丁巳,癸丑,戊申,壬子,壬午,庚申,乙丑,丁亥,甲申,癸寅,戊午,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,11542697484281491257,2025-06-02 02:18:32.044742+08:00
9,2025-06-16 10:18:29.313547+08:00,2025-06-16 10:18:29.313547+08:00,HSI,癸巳,丙辰,辛亥,戊子,壬午,庚申,乙丑,丁亥,庚申,丙巳,癸午,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,14915030721465982283,2025-06-02 02:18:32.044742+08:00
