,time,date,stock_code_x,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,stock_code_y,uuid,last_modified_date,year,month,day,hour,dayofweek,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,dayofyear,weekofyear,current_hour_pillar_heavenly,current_hour_pillar_earthly,current_hour_pillar_heavenly_sin,current_hour_pillar_heavenly_cos,current_hour_pillar_earthly_sin,current_hour_pillar_earthly_cos,current_day_pillar_heavenly,current_day_pillar_earthly,current_day_pillar_heavenly_sin,current_day_pillar_heavenly_cos,current_day_pillar_earthly_sin,current_day_pillar_earthly_cos,current_day_pillar_minus_heavenly,current_day_pillar_minus_earthly,current_day_pillar_minus_heavenly_sin,current_day_pillar_minus_heavenly_cos,current_day_pillar_minus_earthly_sin,current_day_pillar_minus_earthly_cos,current_hour_pillar_minus_heavenly,current_hour_pillar_minus_earthly,current_hour_pillar_minus_heavenly_sin,current_hour_pillar_minus_heavenly_cos,current_hour_pillar_minus_earthly_sin,current_hour_pillar_minus_earthly_cos,current_month_pillar_heavenly,current_month_pillar_earthly,current_month_pillar_heavenly_sin,current_month_pillar_heavenly_cos,current_month_pillar_earthly_sin,current_month_pillar_earthly_cos,current_year_pillar_heavenly,current_year_pillar_earthly,current_year_pillar_heavenly_sin,current_year_pillar_heavenly_cos,current_year_pillar_earthly_sin,current_year_pillar_earthly_cos,current_year_pillar_minus_heavenly,current_year_pillar_minus_earthly,current_year_pillar_minus_heavenly_sin,current_year_pillar_minus_heavenly_cos,current_year_pillar_minus_earthly_sin,current_year_pillar_minus_earthly_cos,current_month_pillar_minus_heavenly,current_month_pillar_minus_earthly,current_month_pillar_minus_heavenly_sin,current_month_pillar_minus_heavenly_cos,current_month_pillar_minus_earthly_sin,current_month_pillar_minus_earthly_cos,base_year_pillar_heavenly,base_year_pillar_earthly,base_year_pillar_heavenly_sin,base_year_pillar_heavenly_cos,base_year_pillar_earthly_sin,base_year_pillar_earthly_cos,base_month_pillar_heavenly,base_month_pillar_earthly,base_month_pillar_heavenly_sin,base_month_pillar_heavenly_cos,base_month_pillar_earthly_sin,base_month_pillar_earthly_cos,base_day_pillar_heavenly,base_day_pillar_earthly,base_day_pillar_heavenly_sin,base_day_pillar_heavenly_cos,base_day_pillar_earthly_sin,base_day_pillar_earthly_cos,base_hour_pillar_heavenly,base_hour_pillar_earthly,base_hour_pillar_heavenly_sin,base_hour_pillar_heavenly_cos,base_hour_pillar_earthly_sin,base_hour_pillar_earthly_cos,base_month_pillar_minus_heavenly,base_month_pillar_minus_earthly,base_month_pillar_minus_heavenly_sin,base_month_pillar_minus_heavenly_cos,base_month_pillar_minus_earthly_sin,base_month_pillar_minus_earthly_cos,base_hour_pillar_minus_heavenly,base_hour_pillar_minus_earthly,base_hour_pillar_minus_heavenly_sin,base_hour_pillar_minus_heavenly_cos,base_hour_pillar_minus_earthly_sin,base_hour_pillar_minus_earthly_cos,base_year_pillar_minus_heavenly,base_year_pillar_minus_earthly,base_year_pillar_minus_heavenly_sin,base_year_pillar_minus_heavenly_cos,base_year_pillar_minus_earthly_sin,base_year_pillar_minus_earthly_cos,base_day_pillar_minus_heavenly,base_day_pillar_minus_earthly,base_day_pillar_minus_heavenly_sin,base_day_pillar_minus_heavenly_cos,base_day_pillar_minus_earthly_sin,base_day_pillar_minus_earthly_cos,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus,Open_x,High_x,Low_x,Close_x,Volume_x,Dividends_x,Stock Splits_x
0,2024-01-19 09:00:00+08:00,2024-01-19 09:00:00+08:00,0,12,18,0,30,12,9,13,30,12,44,94,25,0,1,0,1,1,0,1,1,0,856,0,2024,1,19,9,4,1,False,False,False,False,False,False,19,3,2,5,0.587785,0.809017,0.5,-0.866025,3,2,-0.951057,0.309017,1.22465e-16,-1,0,0,0.951057,-0.309017,0.5,0.866025,5,4,-0.587785,-0.809017,0,1,2,0,0.587785,0.809017,0.5,0.866025,6,2,0.587785,-0.809017,1.22465e-16,-1,8,1,-0.587785,0.809017,-0.5,0.866025,5,2,-0.587785,-0.809017,1.22465e-16,-1,0,0,0.951057,0.309017,-0.866025,-0.5,1,0,1.22465e-16,-1,-0.5,0.866025,0,1,0.951057,0.309017,0,1,1,0,-0.587785,-0.809017,0.866025,0.5,1,0,0,1,1.22465e-16,-1,0,0,0.587785,0.809017,-0.5,-0.866025,1,0,-0.951057,-0.309017,1,6.12323e-17,1,0,-0.951057,-0.309017,0.5,-0.866025,10,4,3,1,3,4,8,2,7,11,2,2,3,10,5,9,10,10,2,8,6,1,7,8,8,2,7,11,2,2,5,3,4,0,3,3,0,0,0,0,0,0,0
1,2024-01-19 10:00:00+08:00,2024-01-19 10:00:00+08:00,0,12,18,0,30,12,9,13,30,19,44,94,25,0,1,0,1,1,0,1,1,0,745,0,2024,1,19,10,4,1,False,False,False,False,False,False,19,3,2,5,0.587785,0.809017,0.5,-0.866025,3,2,-0.951057,0.309017,1.22465e-16,-1,0,0,0.951057,-0.309017,0.5,0.866025,5,4,-0.587785,-0.809017,0,1,2,0,0.587785,0.809017,0.5,0.866025,6,2,0.587785,-0.809017,1.22465e-16,-1,8,1,-0.587785,0.809017,-0.5,0.866025,5,2,-0.587785,-0.809017,1.22465e-16,-1,0,0,0.951057,0.309017,-0.866025,-0.5,1,0,1.22465e-16,-1,-0.5,0.866025,0,1,0.951057,0.309017,0,1,1,0,-0.587785,-0.809017,0.866025,0.5,1,0,0,1,1.22465e-16,-1,0,0,0.587785,0.809017,-0.5,-0.866025,1,0,-0.951057,-0.309017,1,6.12323e-17,1,0,-0.951057,-0.309017,0.5,-0.866025,10,4,3,1,3,4,8,2,7,11,2,2,3,10,5,9,10,10,2,8,6,1,7,8,8,2,7,11,2,2,5,3,4,0,3,3,0,0,0,0,0,0,0
2,2024-01-19 11:00:00+08:00,2024-01-19 11:00:00+08:00,0,5,5,23,53,12,9,13,30,5,45,94,25,0,1,0,1,1,0,1,1,0,739,0,2024,1,19,11,4,1,False,False,False,False,False,False,19,3,1,2,0.951057,0.309017,1.22465e-16,-1,0,11,0.951057,-0.309017,-1,-1.83697e-16,3,10,-0.951057,0.309017,0.866025,-0.5,9,0,-0.951057,-0.309017,0.5,0.866025,2,0,0.587785,0.809017,0.5,0.866025,6,2,0.587785,-0.809017,1.22465e-16,-1,8,1,-0.587785,0.809017,-0.5,0.866025,5,2,-0.587785,-0.809017,1.22465e-16,-1,0,0,0.951057,0.309017,-0.866025,-0.5,1,0,1.22465e-16,-1,-0.5,0.866025,0,1,0.951057,0.309017,0,1,1,0,-0.587785,-0.809017,0.866025,0.5,1,0,0,1,1.22465e-16,-1,0,0,0.587785,0.809017,-0.5,-0.866025,1,0,-0.951057,-0.309017,1,6.12323e-17,1,0,-0.951057,-0.309017,0.5,-0.866025,4,2,1,1,3,4,2,3,11,11,2,2,8,6,9,9,10,10,8,10,1,1,7,8,2,3,11,11,2,2,3,7,0,0,3,3,0,0,0,0,0,0,0
3,2024-01-19 12:00:00+08:00,2024-01-19 12:00:00+08:00,0,5,5,23,53,12,9,13,30,46,9,94,25,0,1,0,1,1,0,1,1,0,292,0,2024,1,19,12,4,1,False,False,False,False,False,False,19,3,1,2,0.951057,0.309017,1.22465e-16,-1,0,11,0.951057,-0.309017,-1,-1.83697e-16,3,10,-0.951057,0.309017,0.866025,-0.5,9,0,-0.951057,-0.309017,0.5,0.866025,2,0,0.587785,0.809017,0.5,0.866025,6,2,0.587785,-0.809017,1.22465e-16,-1,8,1,-0.587785,0.809017,-0.5,0.866025,5,2,-0.587785,-0.809017,1.22465e-16,-1,0,0,0.951057,0.309017,-0.866025,-0.5,1,0,1.22465e-16,-1,-0.5,0.866025,0,1,0.951057,0.309017,0,1,1,0,-0.587785,-0.809017,0.866025,0.5,1,0,0,1,1.22465e-16,-1,0,0,0.587785,0.809017,-0.5,-0.866025,1,0,-0.951057,-0.309017,1,6.12323e-17,1,0,-0.951057,-0.309017,0.5,-0.866025,4,2,1,1,3,4,2,3,11,11,2,2,8,6,9,9,10,10,8,10,1,1,7,8,2,3,11,11,2,2,3,7,0,0,3,3,0,0,0,0,0,0,0
4,2024-01-19 13:00:00+08:00,2024-01-19 13:00:00+08:00,0,3,5,23,20,12,9,13,30,3,9,94,25,0,1,0,1,1,0,1,1,0,942,0,2024,1,19,13,4,1,False,False,False,False,False,False,19,3,0,7,0.951057,-0.309017,-0.5,-0.866025,0,11,0.951057,-0.309017,-1,-1.83697e-16,3,10,-0.951057,0.309017,0.866025,-0.5,3,5,-0.951057,0.309017,0.866025,0.5,2,0,0.587785,0.809017,0.5,0.866025,6,2,0.587785,-0.809017,1.22465e-16,-1,8,1,-0.587785,0.809017,-0.5,0.866025,5,2,-0.587785,-0.809017,1.22465e-16,-1,0,0,0.951057,0.309017,-0.866025,-0.5,1,0,1.22465e-16,-1,-0.5,0.866025,0,1,0.951057,0.309017,0,1,1,0,-0.587785,-0.809017,0.866025,0.5,1,0,0,1,1.22465e-16,-1,0,0,0.587785,0.809017,-0.5,-0.866025,1,0,-0.951057,-0.309017,1,6.12323e-17,1,0,-0.951057,-0.309017,0.5,-0.866025,0,2,6,1,3,4,9,3,10,11,2,2,9,6,2,9,10,10,0,10,3,1,7,8,9,3,10,11,2,2,1,7,8,0,3,3,0,0,0,0,0,0,0
5,2024-01-19 14:00:00+08:00,2024-01-19 14:00:00+08:00,0,3,5,23,20,12,9,13,30,39,9,94,25,0,1,0,1,1,0,1,1,0,572,0,2024,1,19,14,4,1,False,False,False,False,False,False,19,3,0,7,0.951057,-0.309017,-0.5,-0.866025,0,11,0.951057,-0.309017,-1,-1.83697e-16,3,10,-0.951057,0.309017,0.866025,-0.5,3,5,-0.951057,0.309017,0.866025,0.5,2,0,0.587785,0.809017,0.5,0.866025,6,2,0.587785,-0.809017,1.22465e-16,-1,8,1,-0.587785,0.809017,-0.5,0.866025,5,2,-0.587785,-0.809017,1.22465e-16,-1,0,0,0.951057,0.309017,-0.866025,-0.5,1,0,1.22465e-16,-1,-0.5,0.866025,0,1,0.951057,0.309017,0,1,1,0,-0.587785,-0.809017,0.866025,0.5,1,0,0,1,1.22465e-16,-1,0,0,0.587785,0.809017,-0.5,-0.866025,1,0,-0.951057,-0.309017,1,6.12323e-17,1,0,-0.951057,-0.309017,0.5,-0.866025,0,2,6,1,3,4,9,3,10,11,2,2,9,6,2,9,10,10,0,10,3,1,7,8,9,3,10,11,2,2,1,7,8,0,3,3,0,0,0,0,0,0,0
6,2024-01-19 15:00:00+08:00,2024-01-19 15:00:00+08:00,0,34,5,23,49,12,9,13,30,35,11,94,25,0,1,0,1,1,0,1,1,0,178,0,2024,1,19,15,4,1,False,False,False,False,False,False,19,3,6,8,0.587785,-0.809017,-0.866025,-0.5,0,11,0.951057,-0.309017,-1,-1.83697e-16,3,10,-0.951057,0.309017,0.866025,-0.5,8,3,-0.587785,0.809017,1,6.12323e-17,2,0,0.587785,0.809017,0.5,0.866025,6,2,0.587785,-0.809017,1.22465e-16,-1,8,1,-0.587785,0.809017,-0.5,0.866025,5,2,-0.587785,-0.809017,1.22465e-16,-1,0,0,0.951057,0.309017,-0.866025,-0.5,1,0,1.22465e-16,-1,-0.5,0.866025,0,1,0.951057,0.309017,0,1,1,0,-0.587785,-0.809017,0.866025,0.5,1,0,0,1,1.22465e-16,-1,0,0,0.587785,0.809017,-0.5,-0.866025,1,0,-0.951057,-0.309017,1,6.12323e-17,1,0,-0.951057,-0.309017,0.5,-0.866025,8,2,7,1,3,4,5,3,4,11,2,2,5,6,8,9,10,10,4,10,5,1,7,8,5,3,4,11,2,2,6,7,2,0,3,3,0,0,0,0,0,0,0
7,2024-01-19 16:00:00+08:00,2024-01-19 16:00:00+08:00,0,34,5,23,49,12,9,13,30,11,11,94,25,0,1,0,1,1,0,1,1,0,174,0,2024,1,19,16,4,1,False,False,False,False,False,False,19,3,6,8,0.587785,-0.809017,-0.866025,-0.5,0,11,0.951057,-0.309017,-1,-1.83697e-16,3,10,-0.951057,0.309017,0.866025,-0.5,8,3,-0.587785,0.809017,1,6.12323e-17,2,0,0.587785,0.809017,0.5,0.866025,6,2,0.587785,-0.809017,1.22465e-16,-1,8,1,-0.587785,0.809017,-0.5,0.866025,5,2,-0.587785,-0.809017,1.22465e-16,-1,0,0,0.951057,0.309017,-0.866025,-0.5,1,0,1.22465e-16,-1,-0.5,0.866025,0,1,0.951057,0.309017,0,1,1,0,-0.587785,-0.809017,0.866025,0.5,1,0,0,1,1.22465e-16,-1,0,0,0.587785,0.809017,-0.5,-0.866025,1,0,-0.951057,-0.309017,1,6.12323e-17,1,0,-0.951057,-0.309017,0.5,-0.866025,8,2,7,1,3,4,5,3,4,11,2,2,5,6,8,9,10,10,4,10,5,1,7,8,5,3,4,11,2,2,6,7,2,0,3,3,0,0,0,0,0,0,0
8,2024-01-22 09:00:00+08:00,2024-01-22 09:00:00+08:00,0,47,17,32,9,35,14,9,13,49,31,46,25,0,1,0,1,1,0,1,1,0,241,0,2024,1,22,9,0,1,False,False,False,False,False,False,22,4,9,5,-0.951057,-0.309017,0.5,-0.866025,2,11,0.587785,0.809017,-1,-1.83697e-16,5,5,-0.587785,-0.809017,0.866025,0.5,1,7,0.951057,0.309017,-0.866025,0.5,5,10,-0.587785,-0.809017,0.866025,-0.5,8,3,-0.587785,0.809017,1,6.12323e-17,6,7,0.587785,-0.809017,-0.866025,0.5,2,1,0.587785,0.809017,-0.5,0.866025,0,0,0.951057,0.309017,-0.866025,-0.5,1,0,1.22465e-16,-1,-0.5,0.866025,0,1,0.951057,0.309017,0,1,1,0,-0.587785,-0.809017,0.866025,0.5,1,0,0,1,1.22465e-16,-1,0,0,0.587785,0.809017,-0.5,-0.866025,1,0,-0.951057,-0.309017,1,6.12323e-17,1,0,-0.951057,-0.309017,0.5,-0.866025,10,2,9,11,6,5,8,3,1,0,4,6,3,6,1,0,8,3,2,10,11,9,5,7,8,3,1,0,4,6,5,7,11,9,2,10,0,0,0,0,0,0,0
9,2024-01-22 10:00:00+08:00,2024-01-22 10:00:00+08:00,0,47,17,32,9,35,14,9,13,35,31,46,25,0,1,0,1,1,0,1,1,0,37,0,2024,1,22,10,0,1,False,False,False,False,False,False,22,4,9,5,-0.951057,-0.309017,0.5,-0.866025,2,11,0.587785,0.809017,-1,-1.83697e-16,5,5,-0.587785,-0.809017,0.866025,0.5,1,7,0.951057,0.309017,-0.866025,0.5,5,10,-0.587785,-0.809017,0.866025,-0.5,8,3,-0.587785,0.809017,1,6.12323e-17,6,7,0.587785,-0.809017,-0.866025,0.5,2,1,0.587785,0.809017,-0.5,0.866025,0,0,0.951057,0.309017,-0.866025,-0.5,1,0,1.22465e-16,-1,-0.5,0.866025,0,1,0.951057,0.309017,0,1,1,0,-0.587785,-0.809017,0.866025,0.5,1,0,0,1,1.22465e-16,-1,0,0,0.587785,0.809017,-0.5,-0.866025,1,0,-0.951057,-0.309017,1,6.12323e-17,1,0,-0.951057,-0.309017,0.5,-0.866025,10,2,9,11,6,5,8,3,1,0,4,6,3,6,1,0,8,3,2,10,11,9,5,7,8,3,1,0,4,6,5,7,11,9,2,10,0,0,0,0,0,0,0
