,time,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus
0,1546390800000000,6,6,1,4,9,1,7,2,9,10,0,9,2,4,0,6,9,0,3,3,1,8,7,1,2,7,11,5,1,11,9,5,9,7,1,9
1,1546398000000000,1,10,6,4,9,1,6,4,2,10,0,9,4,7,4,6,9,0,8,2,3,8,7,1,7,3,7,5,1,11,4,6,5,7,1,9
2,1546405200000000,7,10,7,4,9,1,1,4,8,10,0,9,7,7,10,6,9,0,9,2,5,8,7,1,0,3,6,5,1,11,0,6,3,7,1,9
3,1546412400000000,3,10,11,4,9,1,3,4,0,10,0,9,1,7,11,6,9,0,6,2,9,8,7,1,4,3,1,5,1,11,7,6,1,7,1,9
4,1546419600000000,2,10,10,4,9,1,5,4,4,10,0,9,6,7,7,6,9,0,5,2,2,8,7,1,8,3,3,5,1,11,2,6,6,7,1,9
5,1546426800000000,0,10,4,4,9,1,9,4,10,10,0,9,0,7,6,6,9,0,0,2,8,8,7,1,9,3,5,5,1,11,8,6,7,7,1,9
6,1546434000000000,4,10,0,4,9,1,2,4,11,10,0,9,3,7,1,6,9,0,2,2,0,8,7,1,6,3,9,5,1,11,5,6,11,7,1,9
7,1546441200000000,5,7,8,4,9,1,8,8,7,10,0,9,8,10,3,6,9,0,4,5,4,8,7,1,5,6,2,5,1,11,3,3,10,7,1,9
8,1546477200000000,6,7,1,4,9,1,7,8,9,10,0,9,2,10,0,6,9,0,3,5,1,8,7,1,2,6,11,5,1,11,9,3,9,7,1,9
9,1546484400000000,1,4,6,4,9,1,6,10,2,10,0,9,4,6,4,6,9,0,8,8,3,8,7,1,7,5,7,5,1,11,4,7,5,7,1,9
10,1546491600000000,7,4,7,4,9,1,1,10,8,10,0,9,7,6,10,6,9,0,9,8,5,8,7,1,0,5,6,5,1,11,0,7,3,7,1,9
11,1546498800000000,3,4,11,4,9,1,3,10,0,10,0,9,1,6,11,6,9,0,6,8,9,8,7,1,4,5,1,5,1,11,7,7,1,7,1,9
12,1546506000000000,2,4,10,4,9,1,5,10,4,10,0,9,6,6,7,6,9,0,5,8,2,8,7,1,8,5,3,5,1,11,2,7,6,7,1,9
13,1546513200000000,0,4,4,4,9,1,9,10,10,10,0,9,0,6,6,6,9,0,0,8,8,8,7,1,9,5,5,5,1,11,8,7,7,7,1,9
14,1546520400000000,4,4,0,4,9,1,2,10,11,10,0,9,3,6,1,6,9,0,2,8,0,8,7,1,6,5,9,5,1,11,5,7,11,7,1,9
15,1546527600000000,5,11,8,4,9,1,8,0,7,10,0,9,8,11,3,6,9,0,4,9,4,8,7,1,5,1,2,5,1,11,3,1,10,7,1,9
16,1546563600000000,6,11,1,4,9,1,7,0,9,10,0,9,2,11,0,6,9,0,3,9,1,8,7,1,2,1,11,5,1,11,9,1,9,7,1,9
17,1546570800000000,1,0,6,4,9,1,6,11,2,10,0,9,4,1,4,6,9,0,8,0,3,8,7,1,7,9,7,5,1,11,4,11,5,7,1,9
18,1546578000000000,7,0,7,4,9,1,1,11,8,10,0,9,7,1,10,6,9,0,9,0,5,8,7,1,0,9,6,5,1,11,0,11,3,7,1,9
19,1546585200000000,3,0,11,4,9,1,3,11,0,10,0,9,1,1,11,6,9,0,6,0,9,8,7,1,4,9,1,5,1,11,7,11,1,7,1,9
20,1546592400000000,2,0,10,4,9,1,5,11,4,10,0,9,6,1,7,6,9,0,5,0,2,8,7,1,8,9,3,5,1,11,2,11,6,7,1,9
