,time,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus
8206,1666062000000000,1,9,6,1,6,8,6,1,2,9,5,7,4,9,4,0,2,3,8,11,3,1,4,4,7,0,7,11,2,2,4,0,5,9,8,10
5805,1631264400000000,2,7,0,3,0,10,5,8,11,5,9,4,6,10,1,8,1,7,5,5,0,6,0,2,8,6,9,10,8,3,2,3,11,2,9,6
7747,1659531600000000,4,4,0,1,6,8,2,10,11,9,5,7,3,6,1,0,2,3,2,8,0,1,4,4,6,5,9,11,2,2,5,7,11,9,8,10
11422,1712638800000000,7,2,10,0,0,3,1,6,4,11,9,5,7,5,7,1,1,8,9,10,2,0,0,6,0,8,3,9,8,10,0,4,6,11,9,2
11224,1709564400000000,5,0,9,8,0,1,8,11,1,7,9,9,8,1,9,3,1,0,4,0,11,4,0,1,5,9,0,2,8,11,3,11,0,10,9,9
2546,1584615600000000,0,7,8,4,5,5,9,8,7,10,6,3,0,10,3,6,8,2,0,5,4,8,5,7,9,6,2,5,5,4,8,3,10,7,2,8
1941,1575594000000000,6,11,7,10,8,9,7,0,8,4,3,1,2,11,10,7,6,9,3,9,5,2,2,11,2,1,6,3,3,0,9,1,3,6,5,0
7726,1659337200000000,3,11,11,1,6,8,3,0,0,9,5,7,1,11,11,0,2,3,6,9,9,1,4,4,4,1,1,11,2,2,7,1,1,9,8,10
9621,1686567600000000,0,0,8,2,2,6,9,11,7,6,4,2,0,1,3,5,4,4,0,0,4,10,8,3,9,9,2,8,7,7,8,11,10,4,3,5
6162,1636628400000000,0,10,8,6,0,0,9,4,7,2,9,11,0,7,3,4,1,1,0,2,4,3,0,0,9,3,2,7,8,9,8,6,10,5,9,11
11089,1707325200000000,9,10,2,10,3,3,0,4,6,4,8,5,9,7,5,7,5,8,7,2,10,2,6,6,1,3,8,3,4,10,1,6,4,6,6,2
3060,1592197200000000,7,0,7,2,3,11,1,11,8,6,8,0,7,1,10,5,5,11,9,0,5,10,6,9,0,9,6,8,4,1,0,11,3,4,6,1
9990,1691665200000000,0,4,8,5,2,11,9,10,7,3,4,0,0,6,3,2,4,11,0,8,4,7,8,9,9,5,2,4,7,1,8,7,10,8,3,1
6496,1641438000000000,1,1,11,11,0,2,6,9,0,0,9,6,4,0,11,11,1,5,8,1,9,9,0,10,7,11,1,1,8,8,4,9,1,1,9,4
9695,1687532400000000,5,11,9,3,2,10,8,0,1,5,4,4,8,11,9,8,4,7,4,9,11,6,8,2,5,1,0,10,7,3,3,1,0,2,3,6
9932,1690945200000000,1,9,11,1,2,4,6,1,0,9,4,10,4,9,11,0,4,6,8,11,9,1,8,8,7,0,1,11,7,5,4,0,1,9,3,7
12462,1726736400000000,2,11,10,3,7,0,5,0,4,5,1,11,6,11,7,8,7,1,5,9,2,6,9,0,8,1,3,10,0,9,2,1,6,2,0,11
12157,1722394800000000,1,6,6,1,7,8,6,2,2,9,1,7,4,4,4,0,7,3,8,3,3,1,9,4,7,7,7,11,0,2,4,5,5,9,0,10
591,1556154000000000,6,0,1,9,4,10,7,11,9,1,2,4,2,1,0,9,3,7,3,0,1,11,3,2,2,9,11,0,6,3,9,11,9,0,4,6
7920,1661929200000000,3,9,11,6,6,2,3,1,0,2,5,6,1,9,11,4,2,5,6,11,9,3,4,10,4,0,1,7,2,8,7,0,1,5,8,4
3305,1595559600000000,1,9,6,1,3,8,6,1,2,9,8,7,4,9,4,0,5,3,8,11,3,1,6,4,7,0,7,11,4,2,4,0,5,9,6,10
2856,1589331600000000,6,0,7,8,5,1,7,11,8,7,6,9,2,1,10,3,8,0,3,0,5,4,5,1,2,9,6,2,5,11,9,11,3,10,2,9
1041,1563246000000000,1,8,11,9,8,7,6,7,0,1,3,8,4,3,11,9,6,10,8,4,9,11,2,5,7,2,1,0,3,6,4,10,1,0,5,3
6634,1643274000000000,2,9,10,0,9,6,5,1,4,11,0,2,6,9,7,1,9,4,5,11,2,0,7,3,8,0,3,9,1,7,2,0,6,11,1,5
4879,1618412400000000,5,8,8,0,9,6,8,7,7,11,0,2,8,3,3,1,9,4,4,4,4,0,7,3,5,2,2,9,1,7,3,10,10,11,1,5
2517,1584342000000000,3,3,4,4,5,5,3,5,10,10,6,3,1,8,6,6,8,2,6,6,8,8,5,7,4,10,5,5,5,4,7,2,7,7,2,8
2221,1580288400000000,2,1,0,0,5,3,5,9,11,11,6,5,6,0,1,1,8,8,5,1,0,0,5,6,8,11,9,9,5,10,2,9,11,11,2,2
7443,1655312400000000,9,7,2,2,6,11,0,8,6,6,5,0,9,10,5,5,2,11,7,5,10,10,4,9,1,6,8,8,2,1,1,3,4,4,8,1
8979,1677157200000000,4,4,0,8,3,7,2,10,11,7,8,8,3,6,1,3,5,10,2,8,0,4,6,5,6,5,9,2,4,6,5,7,11,10,6,3
3680,1600750800000000,7,9,7,3,3,0,1,1,8,5,8,11,7,9,10,8,5,1,9,11,5,6,6,0,0,0,6,10,4,9,0,0,3,2,6,11
12359,1725015600000000,0,8,4,6,7,2,9,7,10,2,1,6,0,3,6,4,7,5,0,4,8,3,9,10,9,2,5,7,0,8,8,10,7,5,0,4
6847,1646665200000000,5,5,9,4,8,5,8,3,1,10,3,3,8,2,9,6,6,2,4,7,11,8,2,7,5,4,0,5,3,4,3,8,0,7,5,8
10286,1695891600000000,2,0,0,7,2,8,5,11,11,8,4,7,6,1,1,10,4,3,5,0,0,5,8,4,8,9,9,6,7,2,2,11,11,3,3,10
10017,1692097200000000,0,5,8,5,2,11,9,3,7,3,4,0,0,2,3,2,4,11,0,7,4,7,8,9,9,4,2,4,7,1,8,8,10,8,3,1
3485,1598007600000000,0,6,4,5,3,4,9,2,10,3,8,10,0,4,6,2,5,6,0,3,8,7,6,8,9,7,5,4,4,5,8,5,7,8,6,7
960,1562122800000000,1,0,11,3,8,10,6,11,0,5,3,4,4,1,11,8,6,7,8,0,9,6,2,2,7,9,1,10,3,3,4,11,1,2,5,6
3107,1592816400000000,2,6,10,3,3,0,5,2,4,5,8,11,6,4,7,8,5,1,5,3,2,6,6,0,8,7,3,10,4,9,2,5,6,2,6,11
13621,1747789200000000,6,10,1,5,6,4,7,4,9,3,5,10,2,7,0,2,2,6,3,2,1,7,4,8,2,3,11,4,2,5,9,6,9,8,8,7
11305,1710738000000000,7,5,10,4,0,5,1,3,4,10,9,3,7,2,7,6,1,2,9,7,2,8,0,7,0,4,3,5,8,4,0,8,6,7,9,8
6851,1646715600000000,7,6,10,4,8,5,1,2,4,10,3,3,7,4,7,6,6,2,9,3,2,8,2,7,0,7,3,5,3,4,0,5,6,7,5,8
883,1560942000000000,0,10,8,2,8,6,9,4,7,6,3,2,0,7,3,5,6,4,0,2,4,10,2,3,9,3,2,8,3,7,8,6,10,4,5,5
12736,1734332400000000,3,8,11,7,7,9,3,7,0,8,1,1,1,3,11,10,7,9,6,4,9,5,9,11,4,2,1,6,0,0,7,10,1,3,0,0
10688,1701673200000000,3,6,4,10,2,9,3,2,10,4,4,1,1,4,6,7,4,9,6,3,8,2,8,11,4,7,5,3,7,0,7,5,7,6,3,0
10084,1692925200000000,6,4,7,6,2,0,7,10,8,2,4,11,2,6,10,4,4,1,3,8,5,3,8,0,2,5,6,7,7,9,9,7,3,5,3,11
3938,1604595600000000,9,11,2,11,3,5,0,0,6,0,8,3,9,11,5,11,5,2,7,9,10,9,6,7,1,1,8,1,4,4,1,1,4,1,6,8
11519,1713920400000000,6,2,7,9,0,7,7,6,8,1,9,8,2,5,10,9,1,10,3,10,5,11,0,5,2,8,6,0,8,6,9,4,3,0,9,3
12318,1724634000000000,6,1,1,6,7,2,7,9,9,2,1,6,2,0,0,4,7,5,3,1,1,3,9,10,2,11,11,7,0,8,9,9,9,5,0,4
11822,1717549200000000,6,7,7,5,0,11,7,8,8,3,9,0,2,10,10,2,1,11,3,5,5,7,0,9,2,6,6,4,8,1,9,3,3,8,9,1
4442,1611824400000000,2,4,0,0,5,3,5,10,11,11,6,5,6,6,1,1,8,8,5,8,0,0,5,6,8,5,9,9,5,10,2,7,11,11,2,2
11321,1710896400000000,6,9,7,4,0,5,7,1,8,10,9,3,2,9,10,6,1,2,3,11,5,8,0,7,2,0,6,5,8,4,9,0,3,7,9,8
6608,1643022000000000,0,0,4,0,9,6,9,11,10,11,0,2,0,1,6,1,9,4,0,0,8,0,7,3,9,9,5,9,1,7,8,11,7,11,1,5
4412,1611543600000000,1,7,11,0,5,3,6,8,0,11,6,5,4,10,11,1,8,8,8,5,9,0,5,6,7,6,1,9,5,10,4,3,1,11,2,2
3608,1599714000000000,7,9,7,3,3,0,1,1,8,5,8,11,7,9,10,8,5,1,9,11,5,6,6,0,0,0,6,10,4,9,0,0,3,2,6,11
12728,1734080400000000,2,10,10,7,7,9,5,4,4,8,1,1,6,7,7,10,7,9,5,2,2,5,9,11,8,3,3,6,0,0,2,6,6,3,0,0
10923,1705050000000000,2,10,0,11,2,2,5,4,11,0,4,6,6,7,1,11,4,5,5,2,0,9,8,10,8,3,9,1,7,8,2,6,11,1,3,4
2450,1583341200000000,9,9,5,8,5,1,0,1,3,7,6,9,9,9,2,3,8,0,7,11,7,4,5,1,1,0,4,2,5,11,1,0,8,10,2,9
13116,1740416400000000,9,11,2,8,6,7,0,0,6,7,5,8,9,11,5,3,2,10,7,9,10,4,4,5,1,1,8,2,2,6,1,1,4,10,8,3
9880,1690268400000000,3,6,4,1,2,4,3,2,10,9,4,10,1,4,6,0,4,6,6,3,8,1,8,8,4,7,5,11,7,5,7,5,7,9,3,7
10472,1698735600000000,3,11,4,11,2,2,3,0,10,0,4,6,1,11,6,11,4,5,6,9,8,9,8,10,4,1,5,1,7,8,7,1,7,1,3,4
2995,1591232400000000,6,10,7,5,5,11,7,4,8,3,6,0,2,7,10,2,8,11,3,2,5,7,5,9,2,3,6,4,5,1,9,6,3,8,2,1
11850,1718067600000000,6,2,1,2,7,11,7,6,9,6,1,0,2,5,0,5,7,11,3,10,1,10,9,9,2,8,11,8,0,1,9,4,9,4,0,1
7779,1660021200000000,7,3,7,5,6,4,1,5,8,3,5,10,7,8,10,2,2,6,9,6,5,7,4,8,0,10,6,4,2,5,0,2,3,8,8,7
1160,1564966800000000,6,1,7,1,8,4,7,9,8,9,3,10,2,0,10,0,6,6,3,1,5,1,2,8,2,11,6,11,3,5,9,9,3,9,5,7
4663,1615215600000000,5,0,8,4,9,1,8,11,7,10,0,9,8,1,3,6,9,0,4,0,4,8,7,1,5,9,2,5,1,11,3,11,10,7,1,9
8361,1668128400000000,6,0,1,6,6,2,7,11,9,2,5,6,2,1,0,4,2,5,3,0,1,3,4,10,2,9,11,7,2,8,9,11,9,5,8,4
10976,1705906800000000,3,7,11,0,3,6,3,8,0,11,8,2,1,10,11,1,5,4,6,5,9,0,6,3,4,6,1,9,4,7,7,3,1,11,6,5
11335,1711018800000000,0,6,8,2,0,6,9,2,7,6,9,2,0,4,3,5,1,4,0,3,4,10,0,3,9,7,2,8,8,7,8,5,10,4,9,5
2154,1579064400000000,7,5,10,11,8,2,1,3,4,0,3,6,7,2,7,11,6,5,9,7,2,9,2,10,0,4,3,1,3,8,0,8,6,1,5,4
11134,1708347600000000,4,0,2,8,0,1,2,11,6,7,9,9,3,1,5,3,1,0,2,0,10,4,0,1,6,9,8,2,8,11,5,11,4,10,9,9
3919,1604415600000000,5,6,8,11,3,5,8,2,7,0,8,3,8,4,3,11,5,2,4,3,4,9,6,7,5,7,2,1,4,4,3,5,10,1,6,8
4123,1607072400000000,2,5,10,10,3,3,5,3,4,4,8,5,6,2,7,7,5,8,5,7,2,2,6,6,8,4,3,3,4,10,2,8,6,6,6,2
10815,1703235600000000,2,8,0,4,2,5,5,7,11,10,4,3,6,3,1,6,4,2,5,4,0,8,8,7,8,2,9,5,7,4,2,10,11,7,3,8
2742,1587538800000000,3,1,4,9,5,7,3,9,10,1,6,8,1,0,6,9,8,10,6,1,8,11,5,5,4,11,5,0,5,6,7,9,7,0,2,3
8192,1665745200000000,0,4,4,1,6,8,9,10,10,9,5,7,0,6,6,0,2,3,0,8,8,1,4,4,9,5,5,11,2,2,8,7,7,9,8,10
8928,1676509200000000,6,8,1,10,3,3,7,7,9,4,8,5,2,3,0,7,5,8,3,4,1,2,6,6,2,2,11,3,4,10,9,10,9,6,6,2
12176,1722574800000000,7,11,7,1,7,8,1,0,8,9,1,7,7,11,10,0,7,3,9,9,5,1,9,4,0,1,6,11,0,2,0,1,3,9,0,10
10768,1702616400000000,7,1,10,7,2,8,1,9,4,8,4,7,7,0,7,10,4,3,9,1,2,5,8,4,0,11,3,6,7,2,0,9,6,3,3,10
4688,1615460400000000,0,3,4,4,9,1,9,5,10,10,0,9,0,8,6,6,9,0,0,6,8,8,7,1,9,10,5,5,1,11,8,2,7,7,1,9
7757,1659625200000000,5,10,8,1,6,8,8,4,7,9,5,7,8,7,3,0,2,3,4,2,4,1,4,4,5,3,2,11,2,2,3,6,10,9,8,10
10830,1703732400000000,1,6,11,4,2,5,6,2,0,10,4,3,4,4,11,6,4,2,8,3,9,8,8,7,7,7,1,5,7,4,4,5,1,7,3,8
8606,1671512400000000,7,1,7,7,6,9,1,9,8,8,5,1,7,0,10,10,2,9,9,1,5,5,4,11,0,11,6,6,2,0,0,9,3,3,8,0
1147,1564657200000000,0,3,8,1,8,4,9,5,7,9,3,10,0,8,3,0,6,6,0,6,4,1,2,8,9,10,2,11,3,5,8,2,10,9,5,7
6639,1643331600000000,6,8,1,0,9,6,7,7,9,11,0,2,2,3,0,1,9,4,3,4,1,0,7,3,2,2,11,9,1,7,9,10,9,11,1,5
10628,1700744400000000,4,7,2,10,2,9,2,8,6,4,4,1,3,10,5,7,4,9,2,5,10,2,8,11,6,6,8,3,7,0,5,3,4,6,3,0
7598,1657594800000000,1,8,6,9,6,10,6,7,2,1,5,4,4,3,4,9,2,7,8,4,3,11,4,2,7,2,7,0,2,3,4,10,5,0,8,6
6537,1641992400000000,4,0,2,11,0,2,2,11,6,0,9,6,3,1,5,11,1,5,2,0,10,9,0,10,6,9,8,1,8,8,5,11,4,1,9,4
11715,1716879600000000,3,9,4,5,0,11,3,1,10,3,9,0,1,9,6,2,1,11,6,11,8,7,0,9,4,0,5,4,8,1,7,0,7,8,9,1
7316,1653490800000000,5,4,9,5,8,11,8,10,1,3,3,0,8,6,9,2,6,11,4,8,11,7,2,9,5,5,0,4,3,1,3,7,0,8,5,1
1886,1574874000000000,9,8,5,10,8,9,0,7,3,4,3,1,9,3,2,7,6,9,7,4,7,2,2,11,1,2,4,3,3,0,1,10,8,6,5,0
623,1556758800000000,6,6,1,9,4,10,7,2,9,1,2,4,2,4,0,9,3,7,3,3,1,11,3,2,2,7,11,0,6,3,9,5,9,0,4,6
1339,1567184400000000,9,7,5,6,8,0,0,8,3,2,3,11,9,10,2,4,6,1,7,5,7,3,2,0,1,6,4,7,3,9,1,3,8,5,5,11
13530,1746550800000000,9,7,2,8,6,7,0,8,6,7,5,8,9,10,5,3,2,10,7,5,10,4,4,5,1,6,8,2,2,6,1,3,4,10,8,3
12606,1732554000000000,9,2,2,10,7,3,0,6,6,4,1,5,9,5,5,7,7,8,7,10,10,2,9,6,1,8,8,3,0,10,1,4,4,6,0,2
12975,1738558800000000,7,2,7,0,6,6,1,6,8,11,5,2,7,5,10,1,2,4,9,10,5,0,4,3,0,8,6,9,2,7,0,4,3,11,8,5
3851,1603342800000000,7,11,7,1,3,8,1,0,8,9,8,7,7,11,10,0,5,3,9,9,5,1,6,4,0,1,6,11,4,2,0,1,3,9,6,10
11497,1713524400000000,0,0,8,0,0,3,9,11,7,11,9,5,0,1,3,1,1,8,0,0,4,0,0,6,9,9,2,9,8,10,8,11,10,11,9,2
7188,1651669200000000,4,5,2,9,8,7,2,3,6,1,3,8,3,2,5,9,6,10,2,7,10,11,2,5,6,4,8,0,3,6,5,8,4,0,5,3
1501,1569481200000000,3,8,4,7,8,8,3,7,10,8,3,7,1,3,6,10,6,3,6,4,8,5,2,4,4,2,5,6,3,2,7,10,7,3,5,10
11619,1715310000000000,1,11,11,8,0,1,6,0,0,7,9,9,4,11,11,3,1,0,8,9,9,4,0,1,7,1,1,2,8,11,4,1,1,10,9,9
7127,1650646800000000,9,2,5,9,8,7,0,6,3,1,3,8,9,5,2,9,6,10,7,10,7,11,2,5,1,8,4,0,3,6,1,4,8,0,5,3
7247,1652670000000000,1,5,11,8,8,1,6,3,0,7,3,9,4,2,11,3,6,0,8,7,9,4,2,1,7,4,1,2,3,11,4,8,1,10,5,9
3021,1591635600000000,9,9,2,2,3,11,0,1,6,6,8,0,9,9,5,5,5,11,7,11,10,10,6,9,1,0,8,8,4,1,1,0,4,4,6,1
3546,1598943600000000,3,1,11,6,3,2,3,9,0,2,8,6,1,0,11,4,5,5,6,1,9,3,6,10,4,11,1,7,4,8,7,9,1,5,6,4
10108,1693314000000000,4,1,2,6,2,0,2,9,6,2,4,11,3,0,5,4,4,1,2,1,10,3,8,0,6,11,8,7,7,9,5,9,4,5,3,11
10608,1700557200000000,2,1,0,6,2,0,5,9,11,2,4,11,6,0,1,4,4,1,5,1,0,3,8,0,8,11,9,7,7,9,2,9,11,5,3,11
4706,1615806000000000,0,11,4,4,9,1,9,0,10,10,0,9,0,11,6,6,9,0,0,9,8,8,7,1,9,1,5,5,1,11,8,1,7,7,1,9
8388,1668560400000000,6,3,1,6,6,2,7,5,9,2,5,6,2,8,0,4,2,5,3,6,1,3,4,10,2,10,11,7,2,8,9,2,9,5,8,4
5967,1633683600000000,2,0,0,1,0,4,5,11,11,9,9,10,6,1,1,0,1,6,5,0,0,1,0,8,8,9,9,11,8,5,2,11,11,9,9,7
6556,1642172400000000,5,0,9,11,0,2,8,11,1,0,9,6,8,1,9,11,1,5,4,0,11,9,0,10,5,9,0,1,8,8,3,11,0,1,9,4
11250,1709816400000000,4,3,2,4,0,5,2,5,6,10,9,3,3,8,5,6,1,2,2,6,10,8,0,7,6,10,8,5,8,4,5,2,4,7,9,8
12023,1720501200000000,7,11,7,9,7,10,1,0,8,1,1,4,7,11,10,9,7,7,9,9,5,11,9,2,0,1,6,0,0,3,0,1,3,0,0,6
12779,1734922800000000,1,7,6,4,7,1,6,8,2,10,1,9,4,10,4,6,7,0,8,5,3,8,9,1,7,6,7,5,0,11,4,3,5,7,0,9
12435,1726218000000000,2,9,10,3,7,0,5,1,4,5,1,11,6,9,7,8,7,1,5,11,2,6,9,0,8,0,3,10,0,9,2,0,6,2,0,11
8083,1664269200000000,2,1,10,7,6,9,5,9,4,8,5,1,6,0,7,10,2,9,5,1,2,5,4,11,8,11,3,6,2,0,2,9,6,3,8,0
3980,1605178800000000,0,1,4,6,3,2,9,9,10,2,8,6,0,0,6,4,5,5,0,1,8,3,6,10,9,11,5,7,4,8,8,9,7,5,6,4
7649,1658242800000000,5,1,8,9,6,10,8,9,7,1,5,4,8,0,3,9,2,7,4,1,4,11,4,2,5,11,2,0,2,3,3,9,10,0,8,6
3576,1599224400000000,4,11,0,6,3,2,2,0,11,2,8,6,3,11,1,4,5,5,2,9,0,3,6,10,6,1,9,7,4,8,5,1,11,5,6,4
9857,1689865200000000,5,0,9,9,2,7,8,11,1,1,4,8,8,1,9,9,4,10,4,0,11,11,8,5,5,9,0,0,7,6,3,11,0,0,3,3
6729,1645016400000000,4,4,2,10,8,9,2,10,6,4,3,1,3,6,5,7,6,9,2,8,10,2,2,11,6,5,8,3,3,0,5,7,4,6,5,0
11560,1714474800000000,0,4,8,9,0,7,9,10,7,1,9,8,0,6,3,9,1,10,0,8,4,11,0,5,9,5,2,0,8,6,8,7,10,0,9,3
5814,1631523600000000,2,4,0,3,0,10,5,10,11,5,9,4,6,6,1,8,1,7,5,8,0,6,0,2,8,5,9,10,8,3,2,7,11,2,9,6
12222,1723186800000000,3,5,11,5,7,4,3,3,0,3,1,10,1,2,11,2,7,6,6,7,9,7,9,8,4,4,1,4,0,5,7,8,1,8,0,7
10576,1700067600000000,9,10,5,6,2,0,0,4,3,2,4,11,9,7,2,4,4,1,7,2,7,3,8,0,1,3,4,7,7,9,1,6,8,5,3,11
5035,1620615600000000,1,3,6,8,9,7,6,5,2,7,0,8,4,8,4,3,9,10,8,6,3,4,7,5,7,10,7,2,1,6,4,2,5,10,1,3
5070,1620954000000000,6,1,1,8,9,7,7,9,9,7,0,8,2,0,0,3,9,10,3,1,1,4,7,5,2,11,11,2,1,6,9,9,9,10,1,3
