,time,Open,High,Low,Close,Volume,stock_code,ric_code,uuid,last_modified_date,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus
10,2019-01-03 13:00:00+08:00,25023,25058,24876,25031,8735345,HSI,^HSI,9042068838811482604,2025-06-04 01:04:53.595743+08:00,癸未,乙卯,庚申,戊子,己卯,癸丑,戊申,甲戌,癸未,乙寅,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
11,2019-01-03 15:00:00+08:00,25032,25092,24993,25057,4263207,HSI,^HSI,353638278481273488,2025-06-04 01:04:53.595743+08:00,甲申,乙卯,庚申,己丑,己卯,癸丑,戊申,甲戌,甲申,乙卯,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
12,2019-01-03 17:00:00+08:00,25055,25081,25000,25033,3658819,HSI,^HSI,7746012813366323297,2025-06-04 01:04:53.595743+08:00,乙酉,乙卯,庚申,庚寅,己卯,癸丑,戊申,甲戌,乙酉,乙卯,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
13,2019-01-03 19:00:00+08:00,25035,25112,24964,25094,2821806,HSI,^HSI,2878278254158313600,2025-06-04 01:04:53.595743+08:00,丙戌,乙卯,庚申,辛卯,己卯,癸丑,戊申,甲戌,丙戌,乙辰,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
14,2019-01-03 21:00:00+08:00,25097,25177,25094,25119,5211132,HSI,^HSI,11897290471635992499,2025-06-04 01:04:53.595743+08:00,丁亥,乙卯,庚申,壬辰,己卯,癸丑,戊申,甲戌,丁亥,乙辰,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
15,2019-01-03 23:00:00+08:00,25118,25153,25005,25110,4885653,HSI,^HSI,10753778794430752378,2025-06-04 01:04:53.595743+08:00,庚子,辛丑,丙午,乙巳,己卯,癸丑,戊申,甲戌,庚子,丙子,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
16,2019-01-04 09:00:00+08:00,24920,25412,24893,25410,2974615,HSI,^HSI,7631801896096644962,2025-06-04 01:04:53.595743+08:00,癸巳,辛丑,丙午,戊戌,己卯,癸丑,戊申,甲戌,癸巳,辛寅,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
17,2019-01-04 11:00:00+08:00,25410,25466,25357,25416,4489656,HSI,^HSI,3350130106423331163,2025-06-04 01:04:53.595743+08:00,甲午,丙辰,辛酉,己亥,己卯,癸丑,戊申,甲戌,甲午,辛卯,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
18,2019-01-04 13:00:00+08:00,25410,25564,25373,25551,8989949,HSI,^HSI,16545948654753258438,2025-06-04 01:04:53.595743+08:00,乙未,丙辰,辛酉,庚子,己卯,癸丑,戊申,甲戌,乙未,丙卯,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
19,2019-01-04 15:00:00+08:00,25552,25659,25535,25601,5982784,HSI,^HSI,11773300568803493857,2025-06-04 01:04:53.595743+08:00,丙申,丙辰,辛酉,辛丑,己卯,癸丑,戊申,甲戌,丙申,丙辰,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
20,2019-01-04 17:00:00+08:00,25600,25767,25588,25666,9696781,HSI,^HSI,6812925360373268047,2025-06-04 01:04:53.595743+08:00,丁酉,丙辰,辛酉,壬寅,己卯,癸丑,戊申,甲戌,丁酉,丙辰,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
21,2019-01-04 19:00:00+08:00,25667,25715,25635,25657,9459102,HSI,^HSI,15865441990464992747,2025-06-04 01:04:53.595743+08:00,戊戌,丙辰,辛酉,癸卯,己卯,癸丑,戊申,甲戌,戊戌,丙巳,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
22,2019-01-04 21:00:00+08:00,25655,25729,25594,25721,2462364,HSI,^HSI,9594736686623681511,2025-06-04 01:04:53.595743+08:00,己亥,丙辰,辛酉,甲辰,己卯,癸丑,戊申,甲戌,己亥,丙巳,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
23,2019-01-04 23:00:00+08:00,25720,25981,25679,25949,8581349,HSI,^HSI,9864672773535822538,2025-06-04 01:04:53.595743+08:00,壬子,壬寅,丁未,丁巳,己卯,癸丑,戊申,甲戌,壬子,丁丑,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
24,2019-01-07 09:00:00+08:00,26020,26098,25847,25927,5487381,HSI,^HSI,4549086694577517390,2025-06-04 01:04:53.595743+08:00,己巳,甲辰,己酉,甲戌,乙丑,癸丑,戊申,庚申,己巳,甲巳,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
25,2019-01-07 11:00:00+08:00,25927,25934,25773,25822,3502746,HSI,^HSI,1770122661272045455,2025-06-04 01:04:53.595743+08:00,庚午,己未,甲子,乙亥,乙丑,癸丑,戊申,庚申,庚午,甲午,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
26,2019-01-07 13:00:00+08:00,25822,25886,25753,25806,2629965,HSI,^HSI,4515814617011065692,2025-06-04 01:04:53.595743+08:00,辛未,己未,甲子,丙子,乙丑,癸丑,戊申,庚申,辛未,己午,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
27,2019-01-07 15:00:00+08:00,25805,25874,25785,25865,7661314,HSI,^HSI,5656861638858695760,2025-06-04 01:04:53.595743+08:00,壬申,己未,甲子,丁丑,乙丑,癸丑,戊申,庚申,壬申,己未,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
28,2019-01-07 17:00:00+08:00,25835,25835,25734,25780,7452116,HSI,^HSI,11984350782469498174,2025-06-04 01:04:53.595743+08:00,癸酉,己未,甲子,戊寅,乙丑,癸丑,戊申,庚申,癸酉,己未,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
29,2019-01-07 19:00:00+08:00,25779,25838,25753,25822,4027796,HSI,^HSI,1143406088899933670,2025-06-04 01:04:53.595743+08:00,甲戌,己未,甲子,己卯,乙丑,癸丑,戊申,庚申,甲戌,己申,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
30,2019-01-07 21:00:00+08:00,25820,25833,25744,25819,7227276,HSI,^HSI,18437559021417573352,2025-06-04 01:04:53.595743+08:00,乙亥,己未,甲子,庚辰,乙丑,癸丑,戊申,庚申,乙亥,己申,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
31,2019-01-07 23:00:00+08:00,25817,25903,25759,25896,8700725,HSI,^HSI,14652676006706673205,2025-06-04 01:04:53.595743+08:00,戊子,乙巳,庚戌,癸巳,乙丑,癸丑,戊申,庚申,戊子,庚辰,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
32,2019-01-08 09:00:00+08:00,25925,26006,25713,25932,5022275,HSI,^HSI,13673849159151462579,2025-06-04 01:04:53.595743+08:00,辛巳,乙巳,庚戌,丙戌,乙丑,癸丑,戊申,庚申,辛巳,乙午,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
33,2019-01-08 11:00:00+08:00,25933,25976,25875,25945,6593227,HSI,^HSI,10338516604222027384,2025-06-04 01:04:53.595743+08:00,壬午,庚申,乙丑,丁亥,乙丑,癸丑,戊申,庚申,壬午,乙未,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
34,2019-01-08 13:00:00+08:00,25945,25981,25793,25880,9438303,HSI,^HSI,2438874587920091859,2025-06-04 01:04:53.595743+08:00,癸未,庚申,乙丑,戊子,乙丑,癸丑,戊申,庚申,癸未,庚未,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
35,2019-01-08 15:00:00+08:00,25881,25938,25833,25903,5917535,HSI,^HSI,1111589911803192268,2025-06-04 01:04:53.595743+08:00,甲申,庚申,乙丑,己丑,乙丑,癸丑,戊申,庚申,甲申,庚申,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
36,2019-01-08 17:00:00+08:00,25917,25990,25915,25986,6131877,HSI,^HSI,17237802321987488188,2025-06-04 01:04:53.595743+08:00,乙酉,庚申,乙丑,庚寅,乙丑,癸丑,戊申,庚申,乙酉,庚申,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
37,2019-01-08 19:00:00+08:00,25986,26058,25974,26044,4472408,HSI,^HSI,5633714770900979927,2025-06-04 01:04:53.595743+08:00,丙戌,庚申,乙丑,辛卯,乙丑,癸丑,戊申,庚申,丙戌,庚酉,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
38,2019-01-08 21:00:00+08:00,26044,26181,26028,26133,4813185,HSI,^HSI,6823557970120787065,2025-06-04 01:04:53.595743+08:00,丁亥,庚申,乙丑,壬辰,乙丑,癸丑,戊申,庚申,丁亥,庚酉,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
39,2019-01-08 23:00:00+08:00,26135,26167,26012,26055,8667222,HSI,^HSI,14174314764146222982,2025-06-04 01:04:53.595743+08:00,庚子,丙午,辛亥,乙巳,乙丑,癸丑,戊申,庚申,庚子,辛巳,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
40,2019-01-09 09:00:00+08:00,26179,26605,26168,26552,4721633,HSI,^HSI,2566735352775825242,2025-06-04 01:04:53.595743+08:00,癸巳,丙午,辛亥,戊戌,乙丑,癸丑,戊申,庚申,癸巳,丙未,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
41,2019-01-09 11:00:00+08:00,26553,26571,26480,26571,8301928,HSI,^HSI,2370004341435408254,2025-06-04 01:04:53.595743+08:00,甲午,辛酉,丙寅,己亥,乙丑,癸丑,戊申,庚申,甲午,丙申,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
42,2019-01-09 13:00:00+08:00,26571,26652,26436,26456,9230164,HSI,^HSI,4982507505249095975,2025-06-04 01:04:53.595743+08:00,乙未,辛酉,丙寅,庚子,乙丑,癸丑,戊申,庚申,乙未,辛申,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
43,2019-01-09 15:00:00+08:00,26455,26522,26422,26515,3522676,HSI,^HSI,17483895373184210409,2025-06-04 01:04:53.595743+08:00,丙申,辛酉,丙寅,辛丑,乙丑,癸丑,戊申,庚申,丙申,辛酉,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
44,2019-01-09 17:00:00+08:00,26518,26613,26506,26536,9954449,HSI,^HSI,2917719498293199313,2025-06-04 01:04:53.595743+08:00,丁酉,辛酉,丙寅,壬寅,乙丑,癸丑,戊申,庚申,丁酉,辛酉,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
45,2019-01-09 19:00:00+08:00,26536,26548,26482,26541,9503254,HSI,^HSI,16279689753719112542,2025-06-04 01:04:53.595743+08:00,戊戌,辛酉,丙寅,癸卯,乙丑,癸丑,戊申,庚申,戊戌,辛戌,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
46,2019-01-09 21:00:00+08:00,26541,26629,26524,26603,6957651,HSI,^HSI,11593960623891063578,2025-06-04 01:04:53.595743+08:00,己亥,辛酉,丙寅,甲辰,乙丑,癸丑,戊申,庚申,己亥,辛戌,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
47,2019-01-09 23:00:00+08:00,26605,26628,26483,26577,2588746,HSI,^HSI,8504546081757330291,2025-06-04 01:04:53.595743+08:00,壬子,丁未,壬子,丁巳,乙丑,癸丑,戊申,庚申,壬子,壬午,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
48,2019-01-10 09:00:00+08:00,26389,26457,26228,26350,2007817,HSI,^HSI,3322955411161248435,2025-06-04 01:04:53.595743+08:00,乙巳,丁未,壬子,庚戌,乙丑,癸丑,戊申,庚申,乙巳,丁申,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
49,2019-01-10 11:00:00+08:00,26349,26616,26337,26608,5721290,HSI,^HSI,18245204381500334150,2025-06-04 01:04:53.595743+08:00,丙午,壬戌,丁卯,辛亥,乙丑,癸丑,戊申,庚申,丙午,丁酉,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
50,2019-01-10 13:00:00+08:00,26607,26636,26414,26474,9254389,HSI,^HSI,10253791199238086838,2025-06-04 01:04:53.595743+08:00,丁未,壬戌,丁卯,壬子,乙丑,癸丑,戊申,庚申,丁未,壬酉,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
51,2019-01-10 15:00:00+08:00,26477,26550,26461,26470,8309045,HSI,^HSI,17201660028648113367,2025-06-04 01:04:53.595743+08:00,戊申,壬戌,丁卯,癸丑,乙丑,癸丑,戊申,庚申,戊申,壬戌,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
52,2019-01-10 17:00:00+08:00,26464,26575,26461,26528,7677593,HSI,^HSI,14960442196459501359,2025-06-04 01:04:53.595743+08:00,己酉,壬戌,丁卯,甲寅,乙丑,癸丑,戊申,庚申,己酉,壬戌,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
53,2019-01-10 19:00:00+08:00,26529,26565,26517,26554,2696921,HSI,^HSI,8627736954535203830,2025-06-04 01:04:53.595743+08:00,庚戌,壬戌,丁卯,乙卯,乙丑,癸丑,戊申,庚申,庚戌,壬亥,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
54,2019-01-10 21:00:00+08:00,26555,26588,26528,26563,2011999,HSI,^HSI,18073055451158975840,2025-06-04 01:04:53.595743+08:00,辛亥,壬戌,丁卯,丙辰,乙丑,癸丑,戊申,庚申,辛亥,壬亥,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
55,2019-01-10 23:00:00+08:00,26562,26699,26544,26678,3402478,HSI,^HSI,11277276581200898246,2025-06-04 01:04:53.595743+08:00,甲子,戊申,癸丑,己巳,乙丑,癸丑,戊申,庚申,甲子,癸未,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
56,2019-01-11 09:00:00+08:00,26746,26746,26512,26583,5535933,HSI,^HSI,10683173144953979965,2025-06-04 01:04:53.595743+08:00,丁巳,戊申,癸丑,壬戌,乙丑,癸丑,戊申,庚申,丁巳,戊酉,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
57,2019-01-11 11:00:00+08:00,26583,26618,26543,26606,3536787,HSI,^HSI,11683929533011696762,2025-06-04 01:04:53.595743+08:00,戊午,癸亥,戊辰,癸亥,乙丑,癸丑,戊申,庚申,戊午,戊戌,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
58,2019-01-11 13:00:00+08:00,26606,26697,26580,26692,2460270,HSI,^HSI,8366987156037347796,2025-06-04 01:04:53.595743+08:00,己未,癸亥,戊辰,甲子,乙丑,癸丑,戊申,庚申,己未,癸戌,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
59,2019-01-11 15:00:00+08:00,26693,26725,26646,26696,7709567,HSI,^HSI,4027283291612819330,2025-06-04 01:04:53.595743+08:00,庚申,癸亥,戊辰,乙丑,乙丑,癸丑,戊申,庚申,庚申,癸亥,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
60,2019-01-11 17:00:00+08:00,26706,26738,26659,26685,7994988,HSI,^HSI,12488709733901944835,2025-06-04 01:04:53.595743+08:00,辛酉,癸亥,戊辰,丙寅,乙丑,癸丑,戊申,庚申,辛酉,癸亥,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
61,2019-01-11 19:00:00+08:00,26688,26707,26622,26624,4716634,HSI,^HSI,5852266225824313881,2025-06-04 01:04:53.595743+08:00,壬戌,癸亥,戊辰,丁卯,乙丑,癸丑,戊申,庚申,壬戌,癸子,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
62,2019-01-11 21:00:00+08:00,26624,26627,26551,26594,7507445,HSI,^HSI,16076501798160787238,2025-06-04 01:04:53.595743+08:00,癸亥,癸亥,戊辰,戊辰,乙丑,癸丑,戊申,庚申,癸亥,癸子,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
63,2019-01-11 23:00:00+08:00,26593,26683,26582,26655,9956521,HSI,^HSI,3132745233143656262,2025-06-04 01:04:53.595743+08:00,丙子,己酉,甲寅,辛巳,乙丑,癸丑,戊申,庚申,丙子,甲申,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
64,2019-01-14 09:00:00+08:00,26595,26617,26248,26269,8734106,HSI,^HSI,9512663785095205707,2025-06-04 01:04:53.595743+08:00,癸巳,辛亥,丙辰,戊戌,乙丑,癸丑,戊申,庚申,癸巳,辛子,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
65,2019-01-14 11:00:00+08:00,26268,26313,26164,26296,7059818,HSI,^HSI,13443980110111305835,2025-06-04 01:04:53.595743+08:00,甲午,丙寅,辛未,己亥,乙丑,癸丑,戊申,庚申,甲午,辛丑,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
66,2019-01-14 13:00:00+08:00,26296,26308,26220,26264,9379808,HSI,^HSI,15854822416745145402,2025-06-04 01:04:53.595743+08:00,乙未,丙寅,辛未,庚子,乙丑,癸丑,戊申,庚申,乙未,丙丑,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
67,2019-01-14 15:00:00+08:00,26265,26314,26241,26302,9457255,HSI,^HSI,7241928845252771328,2025-06-04 01:04:53.595743+08:00,丙申,丙寅,辛未,辛丑,乙丑,癸丑,戊申,庚申,丙申,丙寅,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
68,2019-01-14 17:00:00+08:00,26302,26350,26255,26280,1101122,HSI,^HSI,1766526717699129936,2025-06-04 01:04:53.595743+08:00,丁酉,丙寅,辛未,壬寅,乙丑,癸丑,戊申,庚申,丁酉,丙寅,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
69,2019-01-14 19:00:00+08:00,26281,26324,26254,26303,3742235,HSI,^HSI,13775668894172725249,2025-06-04 01:04:53.595743+08:00,戊戌,丙寅,辛未,癸卯,乙丑,癸丑,戊申,庚申,戊戌,丙卯,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
70,2019-01-14 21:00:00+08:00,26303,26372,26292,26351,2036089,HSI,^HSI,8280976785411727259,2025-06-04 01:04:53.595743+08:00,己亥,丙寅,辛未,甲辰,乙丑,癸丑,戊申,庚申,己亥,丙卯,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
71,2019-01-14 23:00:00+08:00,26351,26463,26343,26461,7840988,HSI,^HSI,4925488198227669326,2025-06-04 01:04:53.595743+08:00,壬子,壬子,丁巳,丁巳,乙丑,癸丑,戊申,庚申,壬子,丁亥,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
72,2019-01-15 09:00:00+08:00,26515,26744,26435,26737,5928829,HSI,^HSI,2794482507483274466,2025-06-04 01:04:53.595743+08:00,乙巳,壬子,丁巳,庚戌,乙丑,癸丑,戊申,庚申,乙巳,壬丑,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
73,2019-01-15 11:00:00+08:00,26738,26874,26738,26775,3183916,HSI,^HSI,128029028998117356,2025-06-04 01:04:53.595743+08:00,丙午,丁卯,壬申,辛亥,乙丑,癸丑,戊申,庚申,丙午,壬寅,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
74,2019-01-15 13:00:00+08:00,26771,26843,26690,26835,6210752,HSI,^HSI,14249910866287539587,2025-06-04 01:04:53.595743+08:00,丁未,丁卯,壬申,壬子,乙丑,癸丑,戊申,庚申,丁未,丁寅,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
75,2019-01-15 15:00:00+08:00,26834,26834,26738,26752,4146350,HSI,^HSI,4729971831063622554,2025-06-04 01:04:53.595743+08:00,戊申,丁卯,壬申,癸丑,乙丑,癸丑,戊申,庚申,戊申,丁卯,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
76,2019-01-15 17:00:00+08:00,26731,26744,26689,26717,1001409,HSI,^HSI,10959350359028179458,2025-06-04 01:04:53.595743+08:00,己酉,丁卯,壬申,甲寅,乙丑,癸丑,戊申,庚申,己酉,丁卯,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
77,2019-01-15 19:00:00+08:00,26717,26722,26596,26626,2958433,HSI,^HSI,15370081719070965092,2025-06-04 01:04:53.595743+08:00,庚戌,丁卯,壬申,乙卯,乙丑,癸丑,戊申,庚申,庚戌,丁辰,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
78,2019-01-15 21:00:00+08:00,26627,26749,26615,26712,9119698,HSI,^HSI,1996084649423329721,2025-06-04 01:04:53.595743+08:00,辛亥,丁卯,壬申,丙辰,乙丑,癸丑,戊申,庚申,辛亥,丁辰,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
79,2019-01-15 23:00:00+08:00,26716,26770,26629,26726,6539800,HSI,^HSI,4296928571597708204,2025-06-04 01:04:53.595743+08:00,甲子,癸丑,戊午,己巳,乙丑,癸丑,戊申,庚申,甲子,戊子,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
80,2019-01-16 09:00:00+08:00,26705,26865,26559,26793,3566826,HSI,^HSI,537336528229478091,2025-06-04 01:04:53.595743+08:00,丁巳,癸丑,戊午,壬戌,乙丑,癸丑,戊申,庚申,丁巳,癸寅,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
81,2019-01-16 11:00:00+08:00,26794,26850,26773,26798,3497942,HSI,^HSI,5944103554761239963,2025-06-04 01:04:53.595743+08:00,戊午,戊辰,癸酉,癸亥,乙丑,癸丑,戊申,庚申,戊午,癸卯,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
