,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus,target
cs_base_day_current_month_minus,-0.00304868,-0.0117967,-0.00394097,0.0192829,-0.000759398,-0.698959,0.00083567,-0.00567485,0.00386509,-0.0102119,-0.0240101,1,-0.00280405,-0.0106083,-0.00563563,-0.173182,-0.0262143,-0.485606,-0.00341463,0.00683296,-0.00689385,-0.187212,0.00622445,-0.476712,0.00318796,0.0113443,0.00568059,0.0354611,-0.00409501,0.583856,0.00134744,-0.00640988,0.00555759,0.129052,0.00938645,0.666816,0.0168956
cs_base_hour_minus_current_hour,0.613725,0.00201788,0.118588,0.00108233,-0.00126805,0.00376803,-0.37639,0.000278267,-0.263183,-0.00276031,0.0103805,-0.00280405,1,-0.000900772,-0.0170092,0.00261091,0.00285352,0.00149142,0.552645,-0.00226895,-0.0127388,-0.00235448,0.00491416,0.00356735,-0.406596,-0.00103956,-0.127921,0.00370875,-0.00489949,-0.00639168,-0.888079,0.00226392,-0.0913436,-0.00458068,0.00377721,-0.00103961,-0.0127676
cs_base_hour_minus_current_day,-0.000645336,0.663725,-0.00191157,-0.000875394,-0.00631053,0.00551038,0.000962133,-0.488612,0.00144362,0.00134067,0.0144035,-0.0106083,-0.000900772,1,-0.00382075,0.000192642,-0.00736347,-0.00791154,-0.00247771,0.580698,-0.000641843,0.00731448,-0.00960836,-0.00265057,0.0012174,-0.489302,0.000289008,-0.00276146,0.00436057,-0.00406486,0.00102422,-0.873736,0.00354369,-0.000892813,0.0141087,0.00253057,-0.00175309
cs_base_hour_minus_current_hour_minus,-0.0156909,-0.00407991,0.728239,-0.00161938,-0.0363865,0.000679486,-0.0513108,0.00194631,-0.540842,-0.00269787,0.0302942,-0.00563563,-0.0170092,-0.00382075,1,-0.00130089,-0.0220443,6.62644e-05,0.368513,-0.00170755,0.571569,-0.00216426,-0.062314,0.00453085,-0.18632,0.00403842,-0.601827,0.00294744,0.0741986,-0.00247822,-0.0676012,0.00204478,-0.880751,-0.000610171,0.0139376,-0.00242304,0.00590156
cs_base_hour_minus_current_month,0.00229761,0.000273848,-0.000206938,0.646993,0.000334721,0.0960419,-0.00107911,-0.0118606,-0.00180499,-0.484167,-0.0148023,-0.173182,0.00261091,0.000192642,-0.00130089,1,-0.0133049,-0.0393479,-0.000687069,0.00553395,0.00174768,0.560343,0.0569066,0.04938,-0.000544896,0.00236047,-0.000829628,-0.464461,-0.045468,-0.159333,-0.00160311,-0.00673285,-6.45874e-05,-0.873252,0.00131894,-0.0317266,-0.00807872
cs_base_hour_minus_current_year,0.00333162,-0.0113115,-0.0170142,0.0243552,0.666738,0.0103587,-0.00250429,0.00623778,0.0138528,0.0265457,-0.603084,-0.0262143,0.00285352,-0.00736347,-0.0220443,-0.0133049,1,-0.00308775,0.00158353,-0.000968492,-0.0362531,0.00161202,0.592038,-0.00476959,-0.00233446,0.00781636,0.0387661,-0.0577505,-0.554007,-0.000878739,-0.00198706,0.0039336,0.0180665,0.0434352,-0.869873,-0.0222359,0.222527
cs_base_hour_minus_current_month_minus,0.00166384,-0.0094355,0.000556183,0.105669,0.00851525,0.679872,-0.000533375,0.00954696,8.21232e-05,-0.166769,-0.0194738,-0.485606,0.00149142,-0.00791154,6.62644e-05,-0.0393479,-0.00308775,1,0.00248601,0.000666135,-0.0038697,0.0706592,-0.020272,0.586778,-0.00224031,-0.000412768,0.00285835,-0.180239,0.0136562,-0.510628,-0.000859025,0.0111531,9.55066e-05,-0.0198357,-0.00497781,-0.87408,0.0863139
cs_base_month_current_hour,0.369005,-0.00041065,0.359267,0.000228882,-0.00035668,0.002648,-0.566668,0.0010596,-0.472531,-0.00213545,0.00370004,-0.00341463,0.552645,-0.00247771,0.368513,-0.000687069,0.00158353,0.00248601,1,-0.00210882,0.0335366,-0.00029362,0.00310029,0.00450044,-0.527866,0.000402509,-0.153642,0.000197449,-0.00302789,-0.00420541,-0.675635,0.0025512,-0.39864,-0.000503864,0.000635077,-0.00230075,-0.00733241
cs_base_month_current_day,-0.00292981,0.321952,-0.000381346,-0.000594165,0.00555386,-0.00581028,0.000575957,-0.489302,0.00126195,0.000350975,0.00176051,0.00683296,-0.00226895,0.580698,-0.00170755,0.00553395,-0.000968492,0.000666135,-0.00210882,1,-0.00236604,0.00397013,-0.00439824,0.00729931,0.00281167,-0.491467,9.85442e-05,0.00119315,-0.00662632,0.00115975,0.000765222,-0.693586,0.00262186,-0.00584374,0.00684085,0.000415114,0.00523798
cs_base_month_current_hour_minus,0.0519815,0.0012548,0.279713,-0.00297288,-0.0701602,0.000464461,-0.0507198,-0.000764365,-0.454606,-0.00564015,0.0666569,-0.00689385,-0.0127388,-0.000641843,0.571569,0.00174768,-0.0362531,-0.0038697,0.0335366,-0.00236604,1,-0.00502924,-0.106773,0.00403866,-0.0610428,0.000389731,-0.451949,0.0107473,0.133521,-0.00425638,0.0726055,0.000796498,-0.707201,-0.00725356,0.0274622,-0.000262453,-0.00404775
cs_base_month_current_month,-0.00133796,0.00843835,-0.000331855,0.288517,0.0348053,0.2453,0.000483213,-0.0127251,0.000851479,-0.49546,-0.0556542,-0.187212,-0.00235448,0.00731448,-0.00216426,0.560343,0.00161202,0.0706592,-0.00029362,0.00397013,-0.00502924,1,0.013144,-0.0167154,0.000219483,-0.00630417,0.00246425,-0.459991,-0.0475601,-0.181308,0.00152896,-0.0088545,0.00230198,-0.687847,-0.00297552,-0.0127242,0.0144537
cs_base_month_current_year,0.0047727,-0.0147379,-0.0492562,0.00693865,0.19842,0.0106404,-0.00484852,0.00731404,0.0447883,-0.0240982,-0.436403,0.00622445,0.00491416,-0.00960836,-0.062314,0.0569066,0.592038,-0.020272,0.00310029,-0.00439824,-0.106773,0.013144,1,0.0072951,-0.00329976,0.0127882,0.112167,0.0334968,-0.379196,-0.0481005,-0.0041711,0.00342998,0.0535533,-0.0686815,-0.725609,0.0325897,-0.289184
cs_base_month_current_month_minus,0.00297541,-0.000930824,0.00311806,0.213923,0.00387306,0.334563,-0.00207033,-0.0078115,-0.00340191,-0.17139,0.0191232,-0.476712,0.00356735,-0.00265057,0.00453085,0.04938,-0.00476959,0.586778,0.00450044,0.00729931,0.00403866,-0.0167154,0.0072951,1,-0.00315236,-0.0019284,-0.00318615,-0.159253,-0.0173043,-0.506351,-0.00271774,-0.000734002,-0.00433625,0.00624424,0.00591801,-0.690818,-0.0243368
cs_base_year_current_hour,-0.909761,0.000184665,-0.0359898,-0.000781827,0.000848686,-0.00380225,0.589887,-0.000627055,0.0490154,0.003504,-0.00778129,0.00318796,-0.406596,0.0012174,-0.18632,-0.000544896,-0.00233446,-0.00224031,-0.527866,0.00281167,-0.0610428,0.000219483,-0.00329976,-0.00315236,1,-0.000986822,-0.131789,-0.000848752,0.00403396,0.00542965,0.293758,-0.00210792,0.247075,0.00221013,-0.00265472,0.00119895,0.0101201
cs_base_year_current_day,0.000333599,-0.873489,0.00143616,0.00133306,0.00195901,-0.0107863,-5.19962e-05,0.58046,-0.00162516,-0.00547533,-0.0082191,0.0113443,-0.00103956,-0.489302,0.00403842,0.00236047,0.00781636,-0.000412768,0.000402509,-0.491467,0.000389731,-0.00630417,0.0127882,-0.0019284,-0.000986822,1,0.000344883,0.00509611,-0.00172454,0.00741938,0.00114624,0.324623,-0.0043345,-0.00367861,-0.0137616,0.000805664,-0.00538236
cs_base_year_current_hour_minus,0.193448,-0.00144047,-0.888195,0.000594424,0.0698495,0.000243228,-0.238638,0.00141231,0.656385,0.00539199,-0.0531186,0.00568059,-0.127921,0.000289008,-0.601827,-0.000829628,0.0387661,0.00285835,-0.153642,9.85442e-05,-0.451949,0.00246425,0.112167,-0.00318615,-0.131789,0.000344883,1,-0.0051363,-0.141896,0.00171946,0.139233,0.000263617,0.442834,0.00441398,-0.0211215,0.000949026,-0.0114347
cs_base_year_current_month,0.00283963,-0.00735428,-0.000605711,-0.874714,-0.0640315,-0.0461956,-0.0035016,0.00984924,-0.000642207,0.578906,0.0370775,0.0354611,0.00370875,-0.00276146,0.00294744,-0.464461,-0.0577505,-0.180239,0.000197449,0.00119315,0.0107473,-0.459991,0.0334968,-0.159253,-0.000848752,0.00509611,-0.0051363,1,0.0266597,-0.0220437,-0.00350733,0.00246672,-0.00333419,0.291682,0.0199852,0.225096,-0.0437139
cs_base_year_current_year,-0.00563687,0.00796277,0.0611597,-0.0377171,-0.883292,-0.00350374,0.00497712,-0.00256832,-0.0567491,0.0298109,0.645172,-0.00409501,-0.00489949,0.00436057,0.0741986,-0.045468,-0.554007,0.0136562,-0.00302789,-0.00662632,0.133521,-0.0475601,-0.379196,-0.0173043,0.00403396,-0.00172454,-0.141896,0.0266597,1,0.031633,0.00384004,-0.000552468,-0.0641886,0.0475583,0.368184,-0.0115483,0.00295859
cs_base_year_current_month_minus,-0.00700194,-0.00722596,-0.00143954,-0.0319509,-0.00337025,-0.873712,0.004778,-0.00427544,0.00371473,0.0849079,0.0235572,0.583856,-0.00639168,-0.00406486,-0.00247822,-0.159333,-0.000878739,-0.510628,-0.00420541,0.00115975,-0.00425638,-0.181308,-0.0481005,-0.506351,0.00542965,0.00741938,0.00171946,-0.0220437,0.031633,1,0.00447991,-0.00405961,0.00361028,0.231763,0.0140852,0.347341,0.0138634
cs_base_month_minus_current_hour,-0.413936,-0.00127238,-0.164317,-0.000209647,0.000850043,-0.00223713,0.551473,-0.000296752,0.258006,0.00235974,-0.00737761,0.00134744,-0.888079,0.00102422,-0.0676012,-0.00160311,-0.00198706,-0.000859025,-0.675635,0.000765222,0.0726055,0.00152896,-0.0041711,-0.00271774,0.293758,0.00114624,0.139233,-0.00350733,0.00384004,0.00447991,1,-0.00132748,0.0888808,0.0037637,-0.00272272,0.00035553,0.00991749
cs_base_month_minus_current_day,0.00201574,-0.49026,0.000960318,-0.00313611,0.00317037,0.00999456,-0.000558353,0.665582,-0.000936073,0.0058357,-0.0093583,-0.00640988,0.00226392,-0.873736,0.00204478,-0.00673285,0.0039336,0.0111531,0.0025512,-0.693586,0.000796498,-0.0088545,0.00342998,-0.000734002,-0.00210792,0.324623,0.000263617,0.00246672,-0.000552468,-0.00405961,-0.00132748,1,-0.00231949,0.00900828,-0.00832039,-0.00701056,0.0042063
cs_base_month_minus_current_hour_minus,-0.111526,0.00375791,-0.568598,0.000956409,0.0328023,-0.00148976,0.106884,-0.00215701,0.697778,0.0035385,-0.030935,0.00555759,-0.0913436,0.00354369,-0.880751,-6.45874e-05,0.0180665,9.55066e-05,-0.39864,0.00262186,-0.707201,0.00230198,0.0535533,-0.00433625,0.247075,-0.0043345,0.442834,-0.00333419,-0.0641886,0.00361028,0.0888808,-0.00231949,1,0.00240015,-0.0132863,0.00200625,-8.56709e-05
cs_base_month_minus_current_month,-0.00451505,-0.000335135,-0.000522142,-0.456859,0.0179574,-0.172293,0.0038862,0.0125541,0.00344987,0.653144,0.00959521,0.129052,-0.00458068,-0.000892813,-0.000610171,-0.873252,0.0434352,-0.0198357,-0.000503864,-0.00584374,-0.00725356,-0.687847,-0.0686815,0.00624424,0.00221013,-0.00367861,0.00441398,0.291682,0.0475583,0.231763,0.0037637,0.00900828,0.00240015,1,-0.0188254,-0.0311607,0.0214169
cs_base_month_minus_current_year,0.00469422,0.0170635,0.006966,-0.00414078,-0.478935,-0.0146691,-0.00409423,-0.0102345,-0.00792132,-0.0242139,0.728302,0.00938645,0.00377721,0.0141087,0.0139376,0.00131894,-0.869873,-0.00497781,0.000635077,0.00684085,0.0274622,-0.00297552,-0.725609,0.00591801,-0.00265472,-0.0137616,-0.0211215,0.0199852,0.368184,0.0140852,-0.00272272,-0.00832039,-0.0132863,-0.0188254,1,0.0114717,-0.0691631
cs_base_month_minus_current_month_minus,-0.000458121,0.00485661,-0.00211071,-0.162759,-0.0177154,-0.514794,-0.000764521,-0.00412031,0.00117493,0.0940897,-0.00563309,0.666816,-0.00103961,0.00253057,-0.00242304,-0.0317266,-0.0222359,-0.87408,-0.00230075,0.000415114,-0.000262453,-0.0127242,0.0325897,-0.690818,0.00119895,0.000805664,0.000949026,0.225096,-0.0115483,0.347341,0.00035553,-0.00701056,0.00200625,-0.0311607,0.0114717,1,-0.0613337
target,-0.014392,-0.00150596,0.00998602,0.0126979,0.215386,0.0419473,0.0128872,0.00531609,-0.00170268,0.01018,-0.109789,0.0168956,-0.0127676,-0.00175309,0.00590156,-0.00807872,0.222527,0.0863139,-0.00733241,0.00523798,-0.00404775,0.0144537,-0.289184,-0.0243368,0.0101201,-0.00538236,-0.0114347,-0.0437139,0.00295859,0.0138634,0.00991749,0.0042063,-8.56709e-05,0.0214169,-0.0691631,-0.0613337,1
