,feature,importance
10,cs_base_day_current_year,0.415341
16,cs_base_hour_minus_current_year,0.133256
22,cs_base_month_current_year,0.108862
11,cs_base_day_current_month_minus,0.0477655
23,cs_base_month_current_month_minus,0.0316042
34,cs_base_month_minus_current_year,0.0285198
17,cs_base_hour_minus_current_month_minus,0.0261002
4,cs_base_hour_current_year,0.0258523
28,cs_base_year_current_year,0.0219032
33,cs_base_month_minus_current_month,0.021312
9,cs_base_day_current_month,0.0201527
3,cs_base_hour_current_month,0.0197567
27,cs_base_year_current_month,0.0166604
29,cs_base_year_current_month_minus,0.0163199
5,cs_base_hour_current_month_minus,0.0160523
35,cs_base_month_minus_current_month_minus,0.0123072
21,cs_base_month_current_month,0.00846809
15,cs_base_hour_minus_current_month,0.00807402
7,cs_base_day_current_day,0.00405256
13,cs_base_hour_minus_current_day,0.00247253
19,cs_base_month_current_day,0.00227141
31,cs_base_month_minus_current_day,0.00167771
25,cs_base_year_current_day,0.00163246
1,cs_base_hour_current_day,0.00161208
8,cs_base_day_current_hour_minus,0.00130329
6,cs_base_day_current_hour,0.000995163
14,cs_base_hour_minus_current_hour_minus,0.000705312
20,cs_base_month_current_hour_minus,0.000653866
12,cs_base_hour_minus_current_hour,0.000632931
18,cs_base_month_current_hour,0.000628853
24,cs_base_year_current_hour,0.000537139
0,cs_base_hour_current_hour,0.000534458
32,cs_base_month_minus_current_hour_minus,0.000519795
30,cs_base_month_minus_current_hour,0.000504606
26,cs_base_year_current_hour_minus,0.000492201
2,cs_base_hour_current_hour_minus,0.000466006
