,feature,importance
3,Close_x,0.651757
2,Low_x,0.179443
1,High_x,0.110539
0,Open_x,0.0224794
33,dayofyear,0.00698111
29,day,0.00683454
34,weekofyear,0.00317672
52,current_day_pillar_minus_earthly_cos,0.00113359
17,current_wuxi_month,0.000933981
4,Volume_x,0.000747262
8,current_day_pillar,0.000735515
46,current_day_pillar_earthly_cos,0.000653759
9,current_day_pillar_minus,0.000643516
31,dayofweek,0.000616826
144,cs_base_hour_minus_current_day,0.000529319
48,current_day_pillar_minus_earthly,0.000468287
132,cs_base_hour_current_day,0.000458196
156,cs_base_year_current_day,0.000456614
138,cs_base_day_current_day,0.000453337
136,cs_base_hour_current_month_minus,0.000446507
32,quarter,0.000397291
18,current_wuxi_year,0.000390979
150,cs_base_month_current_day,0.000384003
44,current_day_pillar_heavenly_cos,0.000378969
16,current_wuxi_day,0.000365155
152,cs_base_month_current_month,0.000350248
140,cs_base_day_current_month,0.000336482
162,cs_base_month_minus_current_day,0.000330463
78,current_month_pillar_minus_earthly,0.000298007
15,current_wuxi_hour,0.000282765
35,current_hour_pillar_heavenly,0.000274387
59,current_month_pillar_heavenly,0.000258203
42,current_day_pillar_earthly,0.000251301
28,month,0.000247053
82,current_month_pillar_minus_earthly_cos,0.000237634
45,current_day_pillar_earthly_sin,0.000234211
72,current_year_pillar_minus_earthly,0.000224647
146,cs_base_hour_minus_current_month,0.000224307
51,current_day_pillar_minus_earthly_sin,0.000220964
50,current_day_pillar_minus_heavenly_cos,0.000217879
7,current_hour_pillar,0.000213592
14,current_month_pillar_minus,0.000212294
47,current_day_pillar_minus_heavenly,0.000211277
60,current_month_pillar_earthly,0.000209836
160,cs_base_year_current_month_minus,0.000204262
64,current_month_pillar_earthly_cos,0.00018982
164,cs_base_month_minus_current_month,0.000184378
63,current_month_pillar_earthly_sin,0.000183321
49,current_day_pillar_minus_heavenly_sin,0.000180731
43,current_day_pillar_heavenly_sin,0.000163473
10,current_hour_pillar_minus,0.000156328
166,cs_base_month_minus_current_month_minus,0.000154941
61,current_month_pillar_heavenly_sin,0.000145933
77,current_month_pillar_minus_heavenly,0.000130204
62,current_month_pillar_heavenly_cos,0.000127344
154,cs_base_month_current_month_minus,0.000127204
38,current_hour_pillar_heavenly_cos,0.000125903
55,current_hour_pillar_minus_heavenly_sin,0.000120791
41,current_day_pillar_heavenly,0.000117323
148,cs_base_hour_minus_current_month_minus,0.000116618
80,current_month_pillar_minus_heavenly_cos,0.000110589
53,current_hour_pillar_minus_heavenly,9.91705e-05
142,cs_base_day_current_month_minus,9.46741e-05
56,current_hour_pillar_minus_heavenly_cos,9.21306e-05
79,current_month_pillar_minus_heavenly_sin,8.67844e-05
11,current_month_pillar,8.17224e-05
158,cs_base_year_current_month,7.81938e-05
37,current_hour_pillar_heavenly_sin,7.67457e-05
134,cs_base_hour_current_month,7.51301e-05
73,current_year_pillar_minus_heavenly_sin,7.08212e-05
81,current_month_pillar_minus_earthly_sin,6.57802e-05
145,cs_base_hour_minus_current_hour_minus,4.19889e-05
74,current_year_pillar_minus_heavenly_cos,4.02799e-05
76,current_year_pillar_minus_earthly_cos,3.323e-05
151,cs_base_month_current_hour_minus,3.08411e-05
66,current_year_pillar_earthly,3.06573e-05
163,cs_base_month_minus_current_hour_minus,2.72272e-05
133,cs_base_hour_current_hour_minus,2.13794e-05
67,current_year_pillar_heavenly_sin,1.98337e-05
159,cs_base_year_current_year,1.57485e-05
65,current_year_pillar_heavenly,1.56204e-05
135,cs_base_hour_current_year,1.2559e-05
165,cs_base_month_minus_current_year,1.08936e-05
147,cs_base_hour_minus_current_year,1.03942e-05
69,current_year_pillar_earthly_sin,9.66659e-06
70,current_year_pillar_earthly_cos,8.53694e-06
57,current_hour_pillar_minus_earthly_sin,8.16311e-06
141,cs_base_day_current_year,8.12232e-06
75,current_year_pillar_minus_earthly_sin,7.95426e-06
12,current_year_pillar,6.84065e-06
54,current_hour_pillar_minus_earthly,6.70355e-06
153,cs_base_month_current_year,6.0821e-06
27,year,6.01314e-06
71,current_year_pillar_minus_heavenly,5.90305e-06
68,current_year_pillar_heavenly_cos,5.71058e-06
13,current_year_pillar_minus,4.22267e-06
157,cs_base_year_current_hour_minus,3.6986e-06
139,cs_base_day_current_hour_minus,2.48696e-06
6,Stock Splits_x,0
19,base_year_pillar,0
20,base_month_pillar,0
5,Dividends_x,0
22,base_hour_pillar,0
36,current_hour_pillar_earthly,0
25,base_year_pillar_minus,0
24,base_hour_pillar_minus,0
23,base_month_pillar_minus,0
26,base_day_pillar_minus,0
30,hour,0
21,base_day_pillar,0
96,base_day_pillar_earthly,0
102,base_hour_pillar_earthly,0
101,base_hour_pillar_heavenly,0
100,base_day_pillar_earthly_cos,0
99,base_day_pillar_earthly_sin,0
98,base_day_pillar_heavenly_cos,0
97,base_day_pillar_heavenly_sin,0
88,base_year_pillar_earthly_cos,0
87,base_year_pillar_earthly_sin,0
86,base_year_pillar_heavenly_cos,0
85,base_year_pillar_heavenly_sin,0
84,base_year_pillar_earthly,0
83,base_year_pillar_heavenly,0
39,current_hour_pillar_earthly_sin,0
40,current_hour_pillar_earthly_cos,0
58,current_hour_pillar_minus_earthly_cos,0
95,base_day_pillar_heavenly,0
94,base_month_pillar_earthly_cos,0
93,base_month_pillar_earthly_sin,0
92,base_month_pillar_heavenly_cos,0
91,base_month_pillar_heavenly_sin,0
90,base_month_pillar_earthly,0
89,base_month_pillar_heavenly,0
107,base_month_pillar_minus_heavenly,0
103,base_hour_pillar_heavenly_sin,0
131,cs_base_hour_current_hour,0
128,base_day_pillar_minus_heavenly_cos,0
129,base_day_pillar_minus_earthly_sin,0
130,base_day_pillar_minus_earthly_cos,0
127,base_day_pillar_minus_heavenly_sin,0
124,base_year_pillar_minus_earthly_cos,0
125,base_day_pillar_minus_heavenly,0
126,base_day_pillar_minus_earthly,0
122,base_year_pillar_minus_heavenly_cos,0
121,base_year_pillar_minus_heavenly_sin,0
120,base_year_pillar_minus_earthly,0
123,base_year_pillar_minus_earthly_sin,0
119,base_year_pillar_minus_heavenly,0
116,base_hour_pillar_minus_heavenly_cos,0
117,base_hour_pillar_minus_earthly_sin,0
118,base_hour_pillar_minus_earthly_cos,0
110,base_month_pillar_minus_heavenly_cos,0
109,base_month_pillar_minus_heavenly_sin,0
108,base_month_pillar_minus_earthly,0
115,base_hour_pillar_minus_heavenly_sin,0
114,base_hour_pillar_minus_earthly,0
113,base_hour_pillar_minus_heavenly,0
112,base_month_pillar_minus_earthly_cos,0
111,base_month_pillar_minus_earthly_sin,0
106,base_hour_pillar_earthly_cos,0
105,base_hour_pillar_earthly_sin,0
104,base_hour_pillar_heavenly_cos,0
137,cs_base_day_current_hour,0
149,cs_base_month_current_hour,0
143,cs_base_hour_minus_current_hour,0
155,cs_base_year_current_hour,0
161,cs_base_month_minus_current_hour,0
