,stock_code_x,ric_code_x,uuid_x,last_modified_date_x,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,month,day,hour,dayofweek,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,dayofyear,weekofyear,current_hour_pillar_heavenly,current_hour_pillar_earthly,current_hour_pillar_heavenly_sin,current_hour_pillar_heavenly_cos,current_hour_pillar_earthly_sin,current_hour_pillar_earthly_cos,current_day_pillar_heavenly,current_day_pillar_earthly,current_day_pillar_heavenly_sin,current_day_pillar_heavenly_cos,current_day_pillar_earthly_sin,current_day_pillar_earthly_cos,current_day_pillar_minus_heavenly,current_day_pillar_minus_earthly,current_day_pillar_minus_heavenly_sin,current_day_pillar_minus_heavenly_cos,current_day_pillar_minus_earthly_sin,current_day_pillar_minus_earthly_cos,current_hour_pillar_minus_heavenly,current_hour_pillar_minus_earthly,current_hour_pillar_minus_heavenly_sin,current_hour_pillar_minus_heavenly_cos,current_hour_pillar_minus_earthly_sin,current_hour_pillar_minus_earthly_cos,current_month_pillar_heavenly,current_month_pillar_earthly,current_month_pillar_heavenly_sin,current_month_pillar_heavenly_cos,current_month_pillar_earthly_sin,current_month_pillar_earthly_cos,current_year_pillar_heavenly,current_year_pillar_earthly,current_year_pillar_heavenly_sin,current_year_pillar_heavenly_cos,current_year_pillar_earthly_sin,current_year_pillar_earthly_cos,current_year_pillar_minus_heavenly,current_year_pillar_minus_earthly,current_year_pillar_minus_heavenly_sin,current_year_pillar_minus_heavenly_cos,current_year_pillar_minus_earthly_sin,current_year_pillar_minus_earthly_cos,current_month_pillar_minus_heavenly,current_month_pillar_minus_earthly,current_month_pillar_minus_heavenly_sin,current_month_pillar_minus_heavenly_cos,current_month_pillar_minus_earthly_sin,current_month_pillar_minus_earthly_cos,base_year_pillar_heavenly,base_year_pillar_earthly,base_year_pillar_heavenly_sin,base_year_pillar_heavenly_cos,base_year_pillar_earthly_sin,base_year_pillar_earthly_cos,base_month_pillar_heavenly,base_month_pillar_earthly,base_month_pillar_heavenly_sin,base_month_pillar_heavenly_cos,base_month_pillar_earthly_sin,base_month_pillar_earthly_cos,base_day_pillar_heavenly,base_day_pillar_earthly,base_day_pillar_heavenly_sin,base_day_pillar_heavenly_cos,base_day_pillar_earthly_sin,base_day_pillar_earthly_cos,base_hour_pillar_heavenly,base_hour_pillar_earthly,base_hour_pillar_heavenly_sin,base_hour_pillar_heavenly_cos,base_hour_pillar_earthly_sin,base_hour_pillar_earthly_cos,base_month_pillar_minus_heavenly,base_month_pillar_minus_earthly,base_month_pillar_minus_heavenly_sin,base_month_pillar_minus_heavenly_cos,base_month_pillar_minus_earthly_sin,base_month_pillar_minus_earthly_cos,base_hour_pillar_minus_heavenly,base_hour_pillar_minus_earthly,base_hour_pillar_minus_heavenly_sin,base_hour_pillar_minus_heavenly_cos,base_hour_pillar_minus_earthly_sin,base_hour_pillar_minus_earthly_cos,base_year_pillar_minus_heavenly,base_year_pillar_minus_earthly,base_year_pillar_minus_heavenly_sin,base_year_pillar_minus_heavenly_cos,base_year_pillar_minus_earthly_sin,base_year_pillar_minus_earthly_cos,base_day_pillar_minus_heavenly,base_day_pillar_minus_earthly,base_day_pillar_minus_heavenly_sin,base_day_pillar_minus_heavenly_cos,base_day_pillar_minus_earthly_sin,base_day_pillar_minus_earthly_cos,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus,stock_code_y,ric_code_y,uuid_y,last_modified_date_y,target
current_day_pillar_heavenly_cos,,,-0.00645808,,0.00219186,0.0277319,-0.0268317,-0.00178365,-0.0190314,0.00832122,-0.00218739,0.0127664,0.00219186,0.0151076,0.00813254,0.00211661,,,,,,,,,0.000910661,-0.0126107,0.00278178,0.000492811,-0.000189294,0.00695966,0.0023735,0.000411817,0.00528806,,-0.00517547,-0.000135472,-0.00171681,0.00182233,0.00344557,-0.00235902,-0.00214672,-0.00689992,-0.00236398,0.0287577,-0.00876639,0.00365346,1,0.00629861,0.00926381,-0.0282858,0.00830726,-0.00365346,-1,0.00324375,-0.0158982,-0.00148317,-0.00350461,0.00235902,0.00214672,0.00942594,-0.00861165,-0.019658,0.00485062,-0.00176662,-0.00542727,-0.00315679,-0.00488677,0.0077376,0.00636747,-0.00205189,-0.0011382,-0.00139858,0.00208121,-0.00209403,0.00347852,0.00205189,0.0011382,0.0011949,-0.00376647,0.0133689,-0.00175181,0.00176662,0.00542727,0.00367564,-0.00291134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0050103,-6.90047e-06,-0.0054899,-0.00718361,-0.00611843,0.0102421,-0.00147712,0.00598425,0.00618705,0.00275643,0.00591238,-0.00838321,-0.00327243,-0.00187711,-0.00818534,-0.00501563,-0.00481564,0.0186843,0.00104145,-0.00792729,-0.0021762,0.0016148,-0.00825663,0.0153053,0.00339117,0.0042353,0.00438526,0.00424135,0.00998109,-0.00999836,-0.000573291,0.00460726,0.00920341,0.00243249,0.0041089,-0.0146588,,,-0.00645808,,-0.00297948
current_day_pillar_earthly_sin,,,0.00416682,,-0.000709655,-0.0283453,0.0359196,-0.00167481,-0.0103843,0.0107353,0.00252379,0.00628219,-0.000709655,-0.0326862,0.0340391,0.00327831,,,,,,,,,-0.00995569,-0.0112405,0.000988946,-0.0054367,-0.0104768,-0.00110268,-0.00389222,0.00260767,-0.00053879,,0.00668275,-0.0108565,-0.0136666,-0.000718764,0.00029887,-0.000449499,0.00710299,1.84808e-05,-0.000732886,-0.00131893,-0.352811,0.0115338,0.00629861,1,0.00109853,0.0113616,0.316334,-0.0115338,-0.00629861,-0.866225,-0.00561651,-0.00160929,-0.000585424,0.000449499,-0.00710299,-2.93567e-05,-0.0012899,-0.00998814,-0.00315947,0.00285382,-0.0106445,0.0105088,-0.00161755,0.00880908,-0.00050679,-0.00511083,0.0103326,0.0122422,0.00576261,0.00466527,0.0128727,0.00511083,-0.0103326,-0.0148223,-0.00467134,0.00795714,-0.0172143,-0.00285382,0.0106445,0.000649533,0.0155399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00050034,0.215953,-0.00170313,-0.0153813,-0.00844859,0.0297401,0.00119586,0.333397,0.00185544,0.0150062,0.0114567,-0.0317154,-0.000574825,0.118851,-0.00306384,-0.0103374,-0.0048629,-0.00095642,-6.57062e-05,-0.131654,-0.00158167,-0.0092256,-0.0102267,-0.00802882,6.23864e-05,-0.323006,0.00191496,0.0144949,0.00837759,-0.0217945,0.0008719,0.281151,0.00282104,0.0114501,0.0102407,0.00148406,,,0.00416682,,0.0049553
current_day_pillar_earthly_cos,,,-0.000994576,,-0.00451419,-0.0410969,0.0297607,0.00178586,0.0143735,0.0015085,-0.00472723,0.00195491,-0.00451419,-0.0388207,0.00668705,0.0149821,,,,,,,,,0.00535352,0.0016164,-0.00240976,-0.00329575,0.00378305,-0.00512439,0.0121083,0.00246796,0.0144406,,-0.00672515,0.00541603,0.00919368,-0.00433199,-0.00201838,0.00436434,-0.00363097,0.00282787,0.00130338,0.001313,-0.437888,-0.00525946,0.00926381,0.00109853,1,-0.00644382,0.373585,0.00525946,-0.00926381,-0.00123757,-0.865832,0.00169076,0.00203225,-0.00436434,0.00363097,-0.0029952,-0.00416418,0.015337,-0.00561128,0.00473768,0.00665594,-0.0161834,-0.00106942,0.00102594,0.00899867,0.00372739,0.00998483,0.0136796,-0.00454077,-0.00411307,0.0114539,-0.00372739,-0.00998483,-0.0122275,0.00324844,0.00399873,-0.0260444,-0.00473768,-0.00665594,0.0127022,0.00398029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00280535,0.268198,-0.00138011,0.00565063,-0.0148492,0.0128941,-0.000599953,-0.121104,-0.000315243,-0.0137645,0.0190647,-0.0114471,0.00202148,0.324082,-0.00140806,0.00160236,-0.00752104,-0.0115171,0.000451762,-0.330564,0.00277094,0.0146181,-0.00838957,-0.00717406,-0.00211995,0.132289,-0.000173333,-0.00576682,0.0128208,-0.0131253,-0.000569966,-0.215157,-3.56457e-05,-0.00877151,0.0120588,0.00793932,,,-0.000994576,,-0.00900952
current_day_pillar_minus_heavenly,,,0.00569885,,0.0808,-0.15759,0.995169,0.0271498,0.00206194,0.00262801,-0.00507501,-0.00347152,0.0808,0.100029,-0.0140985,0.00314018,,,,,,,,,0.00190573,-0.00872837,0.000480732,-0.00273293,-0.000550747,0.0117833,0.00155876,0.0119772,0.0204041,,0.0104553,0.00112997,-0.0013064,0.0810477,0.0012239,-0.0586883,0.0600011,-0.00193812,-0.00125828,-0.158569,0.00862897,0.661954,-0.0282858,0.0113616,-0.00644382,1,0.00683573,-0.661954,0.0282858,-0.0214613,-0.00222994,0.0275,-0.00109683,0.0586883,-0.0600011,0.00284266,0.000623245,0.00249061,-0.00368872,-0.00876334,0.00182998,-0.00391295,-0.00340424,0.00310322,-0.00299766,-0.00174911,0.00286241,0.00157438,0.00341289,-0.00445528,0.00168033,0.00174911,-0.00286241,-0.0043408,-0.0052154,-0.00275062,-0.00686296,0.00876334,-0.00182998,0.0075994,0.00204475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0013807,-0.0110558,0.000155478,0.00710221,0.00164412,0.0130338,-0.000441167,0.015623,0.00135154,-0.00501812,-0.00311217,-0.00941096,-0.00150599,-0.0139792,0.000165167,-0.00196577,-9.35774e-05,0.00778107,0.000151402,-0.0143273,-0.00082222,0.00419935,-0.00363493,0.0116561,0.000714345,0.00762325,-0.000188929,-0.00789682,0.00113028,-0.0173269,0.000426215,0.0184167,0.00109689,0.00249571,0.000482774,-0.00642808,,,0.00569885,,0.00299632
current_day_pillar_minus_earthly,,,0.0222037,,-0.00266351,0.0115081,0.101155,0.000128893,0.0149574,0.0150885,-0.00160029,0.00557079,-0.00266351,-0.0161966,0.00420687,0.0199968,,,,,,,,,-0.0134018,-0.00229183,-0.0014278,-0.00198235,-0.0128246,-0.00393607,0.0396132,-0.0034414,0.0250862,,-0.00122306,-0.0136031,-0.0126552,-0.00260026,-0.000831583,0.00156686,-0.000290331,0.000160814,0.000487782,0.00543333,-0.000223,0.0126933,0.00830726,0.316334,0.373585,0.00683573,1,-0.0126933,-0.00830726,-0.359964,-0.434203,6.34352e-05,0.00112921,-0.00156686,0.000290331,-0.00327815,0.000361651,0.0153181,-0.00331144,-0.000179269,0.0203632,0.00150672,-0.0153419,0.0136367,-0.000311623,-0.0151526,0.00797383,0.00344038,0.00881681,9.98462e-05,0.00721907,0.0151526,-0.00797383,-0.00280974,-0.00970949,0.00801846,-0.0257531,0.000179269,-0.0203632,0.00771359,0.016887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000891647,0.204174,-0.000801715,0.0035294,-0.00043044,0.0151009,-0.00162608,0.127671,-0.00149146,-0.00954033,0.00266108,-0.0158169,0.00124387,0.241554,-0.00108937,-0.00144451,0.00304808,-0.00145933,0.00151147,-0.284878,0.000273724,0.0116491,-0.00509325,-0.0072707,-0.000789059,-0.0395046,0.000715537,-0.0101377,0.00131928,-0.00910571,-0.00139911,-0.0168884,-0.000290919,-0.0015446,0.000330632,0.0025552,,,0.0222037,,-0.00199924
current_day_pillar_minus_heavenly_sin,,,-0.00274839,,0.00309162,0.659745,-0.659077,-0.00199298,-0.00220983,-0.000396576,0.00288326,-0.00223522,0.00309162,0.363998,0.0130311,0.00171165,,,,,,,,,0.000294645,0.00896162,3.29027e-05,0.000619472,8.65863e-07,0.00191174,0.0141656,0.000462675,0.00702127,,0.00115774,0.00106372,0.00103627,0.0031213,-0.000238149,-0.00491776,-0.00433539,0.000362137,0.000665766,0.663037,-0.00136362,-1,-0.00365346,-0.0115338,0.00525946,-0.661954,-0.0126933,1,0.00365346,0.0202168,0.00473861,-0.00218463,0.00206144,0.00491776,0.00433539,-0.00244299,-0.00057336,-0.002182,-0.0010825,0.00265907,-0.00386264,0.00232103,0.0019946,-0.000823842,0.00712905,0.00214858,-0.00176314,-0.00281237,-0.00222797,0.00264369,0.00153187,-0.00214858,0.00176314,0.00343025,0.000550444,-0.00163139,-0.00736716,-0.00265907,0.00386264,-0.00654027,-0.00411384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000466852,-8.6149e-05,0.000644887,0.00187212,-0.00391094,0.000574283,-7.36328e-05,-0.00512047,-0.00225497,-0.00157372,0.00336096,-0.00403723,0.000406641,8.93876e-05,0.00146468,5.4205e-05,-0.00413478,-0.00536707,-0.000218639,-0.000215925,0.00214362,-0.000183769,-0.0036401,-0.000644538,-0.000215827,0.00393852,-0.00142461,-0.00216995,0.0037772,-0.00196522,-0.000183735,-0.00434779,-0.00263622,0.00104636,0.00244099,0.0021626,,,-0.00274839,,-0.00054539
current_day_pillar_minus_heavenly_cos,,,0.00645808,,-0.00219186,-0.0277319,0.0268317,0.00178365,0.0190314,-0.00832122,0.00218739,-0.0127664,-0.00219186,-0.0151076,-0.00813254,-0.00211661,,,,,,,,,-0.000910661,0.0126107,-0.00278178,-0.000492811,0.000189294,-0.00695966,-0.0023735,-0.000411817,-0.00528806,,0.00517547,0.000135472,0.00171681,-0.00182233,-0.00344557,0.00235902,0.00214672,0.00689992,0.00236398,-0.0287577,0.00876639,-0.00365346,-1,-0.00629861,-0.00926381,0.0282858,-0.00830726,0.00365346,1,-0.00324375,0.0158982,0.00148317,0.00350461,-0.00235902,-0.00214672,-0.00942594,0.00861165,0.019658,-0.00485062,0.00176662,0.00542727,0.00315679,0.00488677,-0.0077376,-0.00636747,0.00205189,0.0011382,0.00139858,-0.00208121,0.00209403,-0.00347852,-0.00205189,-0.0011382,-0.0011949,0.00376647,-0.0133689,0.00175181,-0.00176662,-0.00542727,-0.00367564,0.00291134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0050103,6.90047e-06,0.0054899,0.00718361,0.00611843,-0.0102421,0.00147712,-0.00598425,-0.00618705,-0.00275643,-0.00591238,0.00838321,0.00327243,0.00187711,0.00818534,0.00501563,0.00481564,-0.0186843,-0.00104145,0.00792729,0.0021762,-0.0016148,0.00825663,-0.0153053,-0.00339117,-0.0042353,-0.00438526,-0.00424135,-0.00998109,0.00999836,0.000573291,-0.00460726,-0.00920341,-0.00243249,-0.0041089,0.0146588,,,0.00645808,,0.00297948
current_day_pillar_minus_earthly_sin,,,-0.00476807,,-0.00118545,0.0280441,-0.0491023,0.00356842,0.0090287,-0.0125904,-0.00351411,-0.014151,-0.00118545,0.0281868,-0.0412864,-0.00767802,,,,,,,,,0.000283372,0.0082053,-0.00221672,0.00979576,-0.000327044,-0.00253839,-0.00547169,-0.0163696,-0.000580585,,-0.0136378,0.000933542,0.00462084,-0.00113032,-0.000622785,0.0026593,-0.00861083,0.00125215,-8.72381e-05,0.00433088,0.30932,-0.0202168,0.00324375,-0.866225,-0.00123757,-0.0214613,-0.359964,0.0202168,-0.00324375,1,0.00483871,0.00358628,-5.21646e-05,-0.0026593,0.00861083,-0.000546832,0.00112802,0.00742525,0.00655554,-0.0071692,0.00258166,-0.00604993,0.00253141,-0.0105579,-0.00230714,0.00641767,-0.00778056,-0.00676856,-0.00444726,-0.00552886,-0.0121719,-0.00641767,0.00778056,0.011428,0.00560574,-0.0170753,0.0323407,0.0071692,-0.00258166,-0.00287378,-0.0183688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00142659,-0.188356,0.00088169,0.018867,0.00959171,-0.0388114,-0.00131177,-0.284804,-0.00136476,-0.015541,-0.00934618,0.0438492,0.000887965,-0.104651,0.0024148,0.0187298,0.00595365,-0.0126053,0.000771889,0.111532,0.0015247,0.0133139,0.0102971,-0.00902356,-0.00120445,0.281094,-0.000628641,-0.021839,-0.00904503,0.0328375,-0.000765875,-0.240493,-0.00256356,-0.0191633,-0.00825205,0.0142002,,,-0.00476807,,-0.000782436
current_day_pillar_minus_earthly_cos,,,-0.0096956,,0.00747839,0.0413998,-0.0442166,-0.00234863,-0.00783223,-0.00967008,0.00661814,-0.00847947,0.00747839,0.0382649,-0.0105014,-0.019028,,,,,,,,,0.0174851,-0.00860229,0.00309584,0.000606039,0.0165418,0.0103553,-0.0189526,-0.0154947,-0.0390321,,0.01631,0.0168022,0.0117776,0.00717276,0.00301374,-0.00697064,0.00217507,-0.00511996,-0.00110741,0.00461825,0.381229,-0.00473861,-0.0158982,-0.00561651,-0.865832,-0.00222994,-0.434203,0.00473861,0.0158982,0.00483871,1,-0.00223475,-0.00210676,0.00697064,-0.00217507,0.00488512,0.00331623,-0.00903284,0.0190809,-0.0103353,-0.00757312,-0.0002726,0.0106297,-0.00885827,0.00121663,0.00416436,-0.009475,-0.011969,-0.000448862,0.00590068,-0.00561691,-0.00416436,0.009475,0.0122633,-0.00176949,-0.0108118,0.0226897,0.0103353,0.00757312,0.000916839,-0.0144864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00417619,-0.230027,0.00120435,-0.0149978,0.00896476,0.00419854,-0.000124807,0.100992,0.000692636,0.0233784,-0.0124862,0.00208968,-0.00299278,-0.278325,0.00185301,-0.0128798,0.00460065,0.0240791,-0.000863756,0.288323,-0.00216912,-0.030669,0.00547855,0.0222452,0.00342698,-0.115483,-0.000242148,0.0219723,-0.00995429,-0.0108386,0.000452208,0.182749,9.63305e-06,0.0206175,-0.00909523,-0.0170075,,,-0.0096956,,0.00935762
current_hour_pillar_minus_heavenly,,,-0.0112909,,-0.150939,0.0230954,0.0272852,0.995117,-0.00127532,-0.00163818,0.00205033,-0.000867158,-0.150939,0.0249734,-0.00354317,-0.00126363,,,,,,,,,-0.000946239,0.00372123,0.0119917,-0.00250423,-0.00048216,-0.00993699,0.00795277,-0.011144,0.00778682,,0.00903364,-0.000632742,-0.00133515,-0.151972,0.00423685,0.619263,-0.0227992,-0.00956694,-0.00118129,0.023168,-0.000681867,0.00218463,-0.00148317,-0.00160929,0.00169076,0.0275,6.34352e-05,-0.00218463,0.00148317,0.00358628,-0.00223475,1,-0.0153676,-0.619263,0.0227992,0.00456328,0.00286069,-0.00157399,0.0027325,-0.000564739,0.00175816,-0.000994354,-0.000802378,-0.00162541,-0.000373892,0.000927075,-0.00342056,-0.00346579,-0.00113587,0.00179767,-0.00282572,-0.000927075,0.00342056,0.00323414,0.00158355,-0.00100286,0.00207728,0.000564739,-0.00175816,0.000482154,0.000940298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0236207,-0.0010179,0.0153194,0.00147614,0.000659264,-0.000174052,0.0202867,-0.000968196,-0.0146346,-0.0013627,-0.00176906,0.00147585,-0.017997,0.000294911,0.0114622,0.00186317,0.000518602,0.00236231,-0.0072844,0.000801421,0.0166919,0.00088418,0.00275511,-0.000761908,0.0181624,0.00056607,-0.0210157,-0.00127194,-0.00168284,0.0018877,0.0168653,-0.00146308,-0.0111005,-0.0024341,-0.00209855,-0.00137296,,,-0.0112909,,-0.000789287
current_hour_pillar_minus_earthly,,,0.0114476,,0.0175725,0.00139097,-0.00102918,0.0755495,0.0115595,0.0199201,0.0152051,0.00228482,0.0175725,0.000882982,0.00039263,0.0251015,,,,,,,,,0.00652027,-0.000173497,0.176047,0.0221372,0.00736025,-0.000505423,-0.00243954,-0.000417644,-0.00410064,,-0.010329,0.00636016,0.00638912,0.0132069,-0.00776263,-0.00221016,-0.00247577,0.039251,0.433878,0.00152153,-0.00101857,-0.00206144,-0.00350461,-0.000585424,0.00203225,-0.00109683,0.00112921,0.00206144,0.00350461,-5.21646e-05,-0.00210676,-0.0153676,1,0.00221016,0.00247577,-0.079084,-0.454372,0.0116786,1.05693e-05,-0.00246185,0.00473628,-0.00634378,0.00485467,0.0291711,0.0342677,-0.00536978,0.0112646,0.016508,0.0193394,0.0143704,0.030404,0.00536978,-0.0112646,-0.0349912,-0.070834,0.00240311,-0.00352172,0.00246185,-0.00473628,0.00514772,-0.00183745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.250246,0.00259555,-0.413663,0.0041543,-0.0450634,-0.00165893,0.0284211,-0.00205788,0.440395,-0.00604821,0.0268714,0.00486201,0.310325,0.00374742,-0.624221,0.0010949,-0.0191105,-0.00354421,-0.285705,0.00171466,-0.531632,-0.00120835,-0.0761365,-0.00230294,-0.0171711,-0.00134757,0.234799,-0.00102229,0.100868,0.000434893,-0.177283,-0.00296897,0.635058,-0.00271811,0.0166969,0.0042458,,,0.0114476,,0.00920046
current_hour_pillar_minus_heavenly_sin,,,0.0171097,,0.695142,0.0665262,0.058266,-0.620881,0.000200492,0.00157898,-0.00272409,0.000666792,0.695142,0.0645847,-0.000126692,0.00093664,,,,,,,,,0.00029725,-0.0025628,-0.00184755,0.000306486,-0.000651681,0.00616112,0.00262134,0.0053835,0.00465451,,-0.00642141,7.83822e-05,0.000618476,0.698956,-0.00459358,-1,0.000277171,0.00609093,0.00138603,0.0666823,0.00217798,-0.00491776,0.00235902,0.000449499,-0.00436434,0.0586883,-0.00156686,0.00491776,-0.00235902,-0.0026593,0.00697064,-0.619263,0.00221016,1,-0.000277171,-0.00113006,-0.00504753,0.000608841,-0.00407213,0.000928651,-0.00227701,0.0013894,0.000238577,0.00155197,0.000466218,-0.00114574,0.00261061,0.00251632,0.00193483,-0.00240287,0.00264545,0.00114574,-0.00261061,-0.00237692,-0.00272016,0.000807323,-0.00245575,-0.000928651,0.00227701,-0.000943693,-0.000229633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00422035,-0.00040909,-0.00425698,-0.00185666,1.36494e-05,-0.00201984,0.000625196,0.000243723,0.00399963,0.00132106,0.00086135,0.00040812,0.00366048,-0.00196384,-0.00616506,-0.00216814,-0.000676897,-0.00531279,0.000919127,-0.000375799,-0.00231277,-0.000494163,-0.0035622,-0.0017622,-0.00328869,0.000196577,0.00353293,0.00175267,0.00151739,0.000402528,-0.000973585,0.00209027,0.00539328,0.00248076,0.00198394,0.00387796,,,0.0171097,,0.00156271
current_hour_pillar_minus_heavenly_cos,,,-0.00426302,,-0.0411478,-0.0525416,-0.0595134,0.0255251,-0.000446044,-0.000561195,-0.00186306,0.00416284,-0.0411478,-0.0550521,0.00379525,-0.000972091,,,,,,,,,-0.000120977,0.00244015,0.00190748,-0.000820344,-0.000687337,0.00317157,0.00780244,-0.000870996,0.000882801,,3.99217e-05,7.84452e-05,-0.000278116,-0.0412722,-0.00219007,0.000277171,-1,-0.00104686,0.00608164,-0.0529368,0.00105618,-0.00433539,0.00214672,-0.00710299,0.00363097,-0.0600011,0.000290331,0.00433539,-0.00214672,0.00861083,-0.00217507,0.0227992,0.00247577,-0.000277171,1,0.00675679,-0.00399704,-0.000607451,0.00193009,0.00301104,-0.00206231,-0.00348449,0.00145903,-0.000582916,0.000704788,1.45919e-05,3.15985e-05,0.00128417,0.000360837,-0.00181621,0.000997081,-1.45919e-05,-3.15985e-05,-0.00044661,-0.000817106,0.00438828,-0.00173655,-0.00301104,0.00206231,0.00272018,0.00031755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.94103e-05,-0.00208173,-0.000865359,0.00179291,0.000518987,0.00122841,-0.000516435,-0.000472111,0.00229408,-0.00365116,0.000384169,0.000113977,3.74994e-05,-0.00448408,0.00141243,-0.00185598,3.905e-05,0.0034396,-0.00432754,-0.00385385,0.00205807,-0.00245102,-0.00133131,0.00297719,0.00212689,0.00361539,-0.00182045,-0.000764676,0.000141262,-0.00203245,0.000314312,0.00183088,0.000515791,0.00110531,0.000788347,-0.00222492,,,-0.00426302,,0.000819886
current_hour_pillar_minus_earthly_sin,,,0.00874432,,0.0512662,-0.000983329,0.00244509,0.00867878,6.39002e-06,0.00117133,0.00274959,-0.00140848,0.0512662,0.000135765,0.00157927,0.00179498,,,,,,,,,-0.0072739,-0.00292209,0.475919,-0.0847897,-0.00737901,-0.00380569,-0.00969754,-0.011242,-0.00779082,,-0.0268517,-0.00750395,-0.00548434,-0.00769126,0.52317,0.00113006,-0.00675679,-0.771597,0.0144507,-0.00115592,0.00128508,0.00244299,0.00942594,-2.93567e-05,-0.0029952,0.00284266,-0.00327815,-0.00244299,-0.00942594,-0.000546832,0.00488512,0.00456328,-0.079084,-0.00113006,0.00675679,1,-0.0110166,4.49537e-06,0.000287575,-0.000593919,-0.00419645,0.00229546,-0.00395653,0.00154054,-0.000956374,0.00175333,-0.000795565,-0.00425244,0.00504243,0.00305823,-0.00233841,-0.00175333,0.000795565,0.00135971,-0.00467911,-0.00156447,0.00128996,0.000593919,0.00419645,-0.00442203,0.00182891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.486079,0.000483191,0.101887,-0.00610414,-0.00392606,-0.00309244,0.0387073,-0.000976662,0.322298,0.0051657,0.00156803,0.000140817,-0.290673,-0.00144317,0.133136,-0.00483631,-0.0059871,-7.1706e-05,-0.146713,0.00064634,-0.174139,-0.00183745,-0.00674327,-0.000743523,0.419036,-0.00183901,-0.192591,0.00427411,0.00750787,0.00435358,0.0232578,0.000282358,0.246905,0.00467028,0.00355885,-0.00111493,,,0.00874432,,0.00594588
