,stock_code_x,ric_code_x,uuid_x,last_modified_date_x,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,month,day,hour,dayofweek,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,dayofyear,weekofyear,current_hour_pillar_heavenly,current_hour_pillar_earthly,current_hour_pillar_heavenly_sin,current_hour_pillar_heavenly_cos,current_hour_pillar_earthly_sin,current_hour_pillar_earthly_cos,current_day_pillar_heavenly,current_day_pillar_earthly,current_day_pillar_heavenly_sin,current_day_pillar_heavenly_cos,current_day_pillar_earthly_sin,current_day_pillar_earthly_cos,current_day_pillar_minus_heavenly,current_day_pillar_minus_earthly,current_day_pillar_minus_heavenly_sin,current_day_pillar_minus_heavenly_cos,current_day_pillar_minus_earthly_sin,current_day_pillar_minus_earthly_cos,current_hour_pillar_minus_heavenly,current_hour_pillar_minus_earthly,current_hour_pillar_minus_heavenly_sin,current_hour_pillar_minus_heavenly_cos,current_hour_pillar_minus_earthly_sin,current_hour_pillar_minus_earthly_cos,current_month_pillar_heavenly,current_month_pillar_earthly,current_month_pillar_heavenly_sin,current_month_pillar_heavenly_cos,current_month_pillar_earthly_sin,current_month_pillar_earthly_cos,current_year_pillar_heavenly,current_year_pillar_earthly,current_year_pillar_heavenly_sin,current_year_pillar_heavenly_cos,current_year_pillar_earthly_sin,current_year_pillar_earthly_cos,current_year_pillar_minus_heavenly,current_year_pillar_minus_earthly,current_year_pillar_minus_heavenly_sin,current_year_pillar_minus_heavenly_cos,current_year_pillar_minus_earthly_sin,current_year_pillar_minus_earthly_cos,current_month_pillar_minus_heavenly,current_month_pillar_minus_earthly,current_month_pillar_minus_heavenly_sin,current_month_pillar_minus_heavenly_cos,current_month_pillar_minus_earthly_sin,current_month_pillar_minus_earthly_cos,base_year_pillar_heavenly,base_year_pillar_earthly,base_year_pillar_heavenly_sin,base_year_pillar_heavenly_cos,base_year_pillar_earthly_sin,base_year_pillar_earthly_cos,base_month_pillar_heavenly,base_month_pillar_earthly,base_month_pillar_heavenly_sin,base_month_pillar_heavenly_cos,base_month_pillar_earthly_sin,base_month_pillar_earthly_cos,base_day_pillar_heavenly,base_day_pillar_earthly,base_day_pillar_heavenly_sin,base_day_pillar_heavenly_cos,base_day_pillar_earthly_sin,base_day_pillar_earthly_cos,base_hour_pillar_heavenly,base_hour_pillar_earthly,base_hour_pillar_heavenly_sin,base_hour_pillar_heavenly_cos,base_hour_pillar_earthly_sin,base_hour_pillar_earthly_cos,base_month_pillar_minus_heavenly,base_month_pillar_minus_earthly,base_month_pillar_minus_heavenly_sin,base_month_pillar_minus_heavenly_cos,base_month_pillar_minus_earthly_sin,base_month_pillar_minus_earthly_cos,base_hour_pillar_minus_heavenly,base_hour_pillar_minus_earthly,base_hour_pillar_minus_heavenly_sin,base_hour_pillar_minus_heavenly_cos,base_hour_pillar_minus_earthly_sin,base_hour_pillar_minus_earthly_cos,base_year_pillar_minus_heavenly,base_year_pillar_minus_earthly,base_year_pillar_minus_heavenly_sin,base_year_pillar_minus_heavenly_cos,base_year_pillar_minus_earthly_sin,base_year_pillar_minus_earthly_cos,base_day_pillar_minus_heavenly,base_day_pillar_minus_earthly,base_day_pillar_minus_heavenly_sin,base_day_pillar_minus_heavenly_cos,base_day_pillar_minus_earthly_sin,base_day_pillar_minus_earthly_cos,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus,stock_code_y,ric_code_y,uuid_y,last_modified_date_y,target
is_quarter_start,,,-6.54149e-05,,0.00104221,0.00469061,0.0110728,-0.0115861,0.000848274,0.00106907,-0.0347728,0.00415576,0.00104221,0.00803727,0.00280643,-0.00575015,,,,,,,,,-0.02789,-0.108388,-0.0231871,0.00748132,-0.00937682,0.417512,-0.0113717,1,-0.00644116,,-0.00197498,-0.0369908,-0.0366421,0.00255462,-0.0168729,-0.0053835,0.000870996,0.0161372,0.0126929,0.00705362,-0.0295377,-0.000462675,0.000411817,0.00260767,0.00246796,0.0119772,-0.0034414,0.000462675,-0.000411817,-0.0163696,-0.0154947,-0.011144,-0.000417644,0.0053835,-0.000870996,-0.011242,-0.0100355,0.00835764,-0.0492245,0.00861292,0.0221443,-0.00679715,-0.0641523,0.00115124,-0.0272114,-0.0383156,-0.0147054,-0.0155259,0.039324,-0.0380913,-0.00580489,0.0383156,0.0147054,0.0162914,-0.0320549,0.0104947,-0.0703576,-0.00861292,-0.0221443,0.0116616,0.0545628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0197107,0.00488126,-0.00887128,-0.0551015,0.0324101,0.0563374,-0.0168762,-0.0136218,-0.00261916,0.0118932,-0.0289133,-0.0713498,0.0169413,0.00926227,-0.00736122,0.00386958,0.0216088,0.0385508,0.00832401,0.0258066,0.00808276,0.0679909,-0.00241581,0.015427,-0.013514,-0.0102846,0.00686021,0.0465478,-0.0177477,-0.0389455,-0.0125515,-0.0157744,0.000676086,-0.0325229,-0.0170405,-0.0412545,,,-6.54149e-05,,0.0298653
is_quarter_end,,,0.00183372,,0.00494672,0.0353488,0.0229131,0.00709985,0.0238688,-0.0260939,-0.00261516,0.00388126,0.00494672,0.0303835,-0.0238939,-0.00368803,,,,,,,,,0.00819583,0.171476,-0.0100386,0.00470304,-0.0212987,-0.0154275,0.566421,-0.00644116,1,,0.306618,0.0221059,0.00708544,0.00578159,-0.00675614,-0.00465451,-0.000882801,0.0100892,-0.00307437,0.035537,0.00344839,-0.00702127,0.00528806,-0.00053879,0.0144406,0.0204041,0.0250862,0.00702127,-0.00528806,-0.000580585,-0.0390321,0.00778682,-0.00410064,0.00465451,0.000882801,-0.00779082,0.00536092,0.0281041,-0.01215,-0.00404704,-0.0074083,-0.0243859,0.00330649,-0.0272303,0.00673619,0.0139669,0.00794889,0.018145,-0.00936522,-0.00388722,0.00937367,-0.0139669,-0.00794889,-0.00443739,0.0160913,0.00378541,-0.00721722,0.00404704,0.0074083,0.0196636,-0.00418476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00399158,0.0145515,-0.00262181,-0.0432557,0.00530075,0.0479537,-0.000839045,0.0136063,-0.00173233,0.0382633,0.00973464,-0.0445855,0.00192652,0.011029,-0.00250069,0.0595031,0.000695295,0.00703088,0.00342128,-0.00276257,-0.00167863,0.0471528,0.00364614,-0.00464477,-0.00381875,-0.00932477,0.00607789,0.0636305,-0.0148159,-0.0524644,0.000675417,0.0015175,-0.000619806,-0.0614091,0.00995945,-0.00623141,,,0.00183372,,0.00878499
is_year_start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
is_year_end,,,0.00805555,,-0.00266747,0.00851848,0.010314,0.00750661,0.0196182,-0.012359,0.011715,-0.0112804,-0.00266747,0.00913502,-0.000829896,-0.01799,,,,,,,,,0.0515476,0.0546756,-0.0388751,0.00764696,0.0439326,-0.00473035,0.173675,-0.00197498,0.306618,,1,0.055997,0.00645489,0.000285742,-0.0252837,0.00642141,-3.99217e-05,0.0374516,-0.00912689,0.00877958,-0.00252576,-0.00115774,-0.00517547,0.00668275,-0.00672515,0.0104553,-0.00122306,0.00115774,0.00517547,-0.0136378,0.01631,0.00903364,-0.010329,-0.00642141,3.99217e-05,-0.0268517,0.0073742,0.0207442,-0.022773,-0.0158153,0.0091812,0.0441538,0.00101383,-0.0118259,0.0160828,0.0134252,0.00726127,0.00461311,-0.0060895,0.0119161,0.0111296,-0.0134252,-0.00726127,0.00188428,0.00118636,-0.0134028,0.0225041,0.0158153,-0.0091812,-0.0385866,0.000245778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0174765,0.0120287,-0.00669512,-0.01379,0.00141438,-0.024251,-0.00615689,-0.0100474,-0.0101691,0.041268,0.00200388,0.0067181,0.00937729,-0.00743831,-0.00284292,0.00474899,0.000833872,-0.0415689,0.0134607,-0.0024492,0.00661564,0.0221043,-0.0016956,-0.015529,-0.0160509,-0.0147641,0.0130317,-0.00397574,-0.00728326,0.0204719,0.000183658,0.0115252,-0.00878972,0.0132773,0.0010334,0.0280318,,,0.00805555,,0.0118084
dayofyear,,,0.000719431,,-0.00171855,-0.00316519,-0.000267589,-0.000483896,-0.0218261,-0.33621,0.269796,0.0409136,-0.00171855,-0.00246028,-0.030855,-0.236415,,,,,,,,,0.996594,0.0745881,-0.01832,0.00322326,0.968656,-0.00456193,0.0121187,-0.0369908,0.0221059,,0.055997,1,0.99011,-0.000569275,-0.0124946,-7.83822e-05,-7.84452e-05,0.0135383,0.00788535,-0.00262274,-0.00385088,-0.00106372,-0.000135472,-0.0108565,0.00541603,0.00112997,-0.0136031,0.00106372,0.000135472,0.000933542,0.0168022,-0.000632742,0.00636016,7.83822e-05,7.84452e-05,-0.00750395,-0.0204507,-0.0102263,-0.0646387,0.0117293,0.0203502,-0.389611,0.462468,-0.307869,0.181407,0.512976,-0.0115078,0.0558683,-0.374431,0.289301,-0.0914462,-0.512976,0.0115078,-0.035599,0.281445,0.0301317,0.0830859,-0.0117293,-0.0203502,0.349768,-0.411194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0147332,0.0012104,-0.000875214,0.0508869,-0.0901545,0.0357161,-0.0117934,-0.0100307,-0.00810913,-0.114453,0.0482363,0.136554,0.0121905,0.00605717,0.00390417,0.137871,-0.161741,-0.0355463,0.00620205,0.00781556,0.0213201,-0.109154,0.0560569,0.0901482,-0.0102986,0.0018828,-0.00805526,0.189851,0.00494048,-0.230317,-0.00860489,-0.0113867,-0.00883864,-0.221454,0.0950133,0.132141,,,0.000719431,,-0.133538
weekofyear,,,-0.000579685,,-0.000756211,-0.00337804,-0.00255939,-0.00112816,-0.0301079,-0.337465,0.267959,0.0477642,-0.000756211,-0.00285841,-0.0301944,-0.237759,,,,,,,,,0.987463,0.0648049,-0.0152677,-0.00340175,0.960856,-0.00425059,0.00415487,-0.0366421,0.00708544,,0.00645489,0.99011,1,0.00017365,-0.0104064,-0.000618476,0.000278116,0.0108559,0.00778452,-0.00245144,-0.00717404,-0.00103627,-0.00171681,-0.0136666,0.00919368,-0.0013064,-0.0126552,0.00103627,0.00171681,0.00462084,0.0117776,-0.00133515,0.00638912,0.000618476,-0.000278116,-0.00548434,-0.0199814,-0.0187388,-0.0607136,0.0195407,0.0228051,-0.397439,0.462649,-0.30844,0.175655,0.513909,-0.00827047,0.0567696,-0.370634,0.288183,-0.0951962,-0.513909,0.00827047,-0.0365428,0.281703,0.0373138,0.0795107,-0.0195407,-0.0228051,0.355631,-0.411626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129596,0.000409152,-0.000418502,0.0531955,-0.0946632,0.039134,-0.0107454,-0.0105032,-0.00716117,-0.121606,0.0542573,0.135398,0.010947,0.007215,0.00420716,0.136765,-0.163079,-0.0283162,0.00514328,0.00914862,0.0201957,-0.113598,0.0563728,0.093134,-0.00888296,0.0046089,-0.00841016,0.190924,0.00934116,-0.232933,-0.0080636,-0.013294,-0.00828768,-0.223479,0.0973712,0.126675,,,-0.000579685,,-0.133742
current_hour_pillar_heavenly,,,0.0167188,,0.994919,0.0863212,0.0803834,-0.152164,-0.00145398,-0.000366366,-0.00150284,0.00182112,0.994919,0.0851282,-0.00314008,-7.45955e-05,,,,,,,,,-0.000359909,-0.00255643,-0.0158178,0.00369941,-0.000749252,0.00179014,0.00571986,0.00255462,0.00578159,,0.000285742,-0.000569275,0.00017365,1,-0.00513504,-0.698956,0.0412722,0.0120757,-0.000646059,0.0865165,0.00260573,-0.0031213,0.00182233,-0.000718764,-0.00433199,0.0810477,-0.00260026,0.0031213,-0.00182233,-0.00113032,0.00717276,-0.151972,0.0132069,0.698956,-0.0412722,-0.00769126,-0.00239109,-0.00116257,-0.00293069,0.00298195,-0.00087393,0.00110956,-0.000811493,-0.000546563,0.00188698,-7.88991e-05,0.00170903,0.00225041,0.000179913,-0.00141038,0.00251108,7.88991e-05,-0.00170903,-0.00138879,-0.000727603,0.00179501,-0.000684853,-0.00298195,0.00087393,-0.0011017,0.00111572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0223639,-0.00110673,-0.0194652,-0.00324076,-0.00083633,-0.00233754,-0.0178609,5.65251e-05,0.0138475,0.00279414,0.0020307,0.000981194,0.0119867,-0.00259301,-0.0130821,-0.00186336,-0.00093506,-0.00463728,0.00379052,-8.73687e-06,-0.0136855,0.00011519,-0.0023696,-0.00311385,-0.0180401,0.000260445,0.0246549,0.00289927,0.000915474,0.00175599,-0.0100901,0.00223455,0.00915945,0.00152688,0.00205484,0.00354992,,,0.0167188,,0.000200924
current_hour_pillar_earthly,,,-0.00103765,,0.0916564,2.86223e-05,0.00114528,0.00877564,-0.000147915,0.000858823,0.0078956,-0.00198921,0.0916564,0.000350584,0.00282925,0.00138362,,,,,,,,,-0.0122457,-0.00303045,0.253766,-0.111111,-0.0121223,-0.00726594,-0.00646994,-0.0168729,-0.00675614,,-0.0252837,-0.0124946,-0.0104064,-0.00513504,1,0.00459358,0.00219007,-0.679078,-0.437924,-4.56224e-05,0.000670843,0.000238149,0.00344557,0.00029887,-0.00201838,0.0012239,-0.000831583,-0.000238149,-0.00344557,-0.000622785,0.00301374,0.00423685,-0.00776263,-0.00459358,-0.00219007,0.52317,0.398134,-0.000214667,-5.51213e-05,-0.00101789,-0.00342891,0.00523557,-0.00763971,0.00204615,-0.0122062,-0.002393,-0.00988931,-0.0174426,0.0148541,0.00830769,-0.011397,0.002393,0.00988931,0.00617311,-0.0142909,-0.00188145,-0.00103453,0.00101789,0.00342891,-0.00420825,0.00735709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.334807,-0.00214968,0.245566,-0.000923412,-0.00092298,-0.0025313,0.179657,0.000888618,0.220717,0.00117164,-0.00976631,0.00113846,-0.305357,-0.00041004,0.228783,-0.0031349,-0.00556037,0.000712452,0.0163703,0.00112616,-0.310039,0.00199217,-0.00576387,-0.00228398,0.127599,0.0011714,-0.142528,-0.00329366,0.00669845,0.00574994,0.127094,-0.000577622,0.0794704,0.0041026,-0.00311339,-0.00106461,,,-0.00103765,,0.0143247
current_hour_pillar_heavenly_sin,,,-0.0171097,,-0.695142,-0.0665262,-0.058266,0.620881,-0.000200492,-0.00157898,0.00272409,-0.000666792,-0.695142,-0.0645847,0.000126692,-0.00093664,,,,,,,,,-0.00029725,0.0025628,0.00184755,-0.000306486,0.000651681,-0.00616112,-0.00262134,-0.0053835,-0.00465451,,0.00642141,-7.83822e-05,-0.000618476,-0.698956,0.00459358,1,-0.000277171,-0.00609093,-0.00138603,-0.0666823,-0.00217798,0.00491776,-0.00235902,-0.000449499,0.00436434,-0.0586883,0.00156686,-0.00491776,0.00235902,0.0026593,-0.00697064,0.619263,-0.00221016,-1,0.000277171,0.00113006,0.00504753,-0.000608841,0.00407213,-0.000928651,0.00227701,-0.0013894,-0.000238577,-0.00155197,-0.000466218,0.00114574,-0.00261061,-0.00251632,-0.00193483,0.00240287,-0.00264545,-0.00114574,0.00261061,0.00237692,0.00272016,-0.000807323,0.00245575,0.000928651,-0.00227701,0.000943693,0.000229633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00422035,0.00040909,0.00425698,0.00185666,-1.36494e-05,0.00201984,-0.000625196,-0.000243723,-0.00399963,-0.00132106,-0.00086135,-0.00040812,-0.00366048,0.00196384,0.00616506,0.00216814,0.000676897,0.00531279,-0.000919127,0.000375799,0.00231277,0.000494163,0.0035622,0.0017622,0.00328869,-0.000196577,-0.00353293,-0.00175267,-0.00151739,-0.000402528,0.000973585,-0.00209027,-0.00539328,-0.00248076,-0.00198394,-0.00387796,,,-0.0171097,,-0.00156271
current_hour_pillar_heavenly_cos,,,0.00426302,,0.0411478,0.0525416,0.0595134,-0.0255251,0.000446044,0.000561195,0.00186306,-0.00416284,0.0411478,0.0550521,-0.00379525,0.000972091,,,,,,,,,0.000120977,-0.00244015,-0.00190748,0.000820344,0.000687337,-0.00317157,-0.00780244,0.000870996,-0.000882801,,-3.99217e-05,-7.84452e-05,0.000278116,0.0412722,0.00219007,-0.000277171,1,0.00104686,-0.00608164,0.0529368,-0.00105618,0.00433539,-0.00214672,0.00710299,-0.00363097,0.0600011,-0.000290331,-0.00433539,0.00214672,-0.00861083,0.00217507,-0.0227992,-0.00247577,0.000277171,-1,-0.00675679,0.00399704,0.000607451,-0.00193009,-0.00301104,0.00206231,0.00348449,-0.00145903,0.000582916,-0.000704788,-1.45919e-05,-3.15985e-05,-0.00128417,-0.000360837,0.00181621,-0.000997081,1.45919e-05,3.15985e-05,0.00044661,0.000817106,-0.00438828,0.00173655,0.00301104,-0.00206231,-0.00272018,-0.00031755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.94103e-05,0.00208173,0.000865359,-0.00179291,-0.000518987,-0.00122841,0.000516435,0.000472111,-0.00229408,0.00365116,-0.000384169,-0.000113977,-3.74994e-05,0.00448408,-0.00141243,0.00185598,-3.905e-05,-0.0034396,0.00432754,0.00385385,-0.00205807,0.00245102,0.00133131,-0.00297719,-0.00212689,-0.00361539,0.00182045,0.000764676,-0.000141262,0.00203245,-0.000314312,-0.00183088,-0.000515791,-0.00110531,-0.000788347,0.00222492,,,0.00426302,,-0.000819886
current_hour_pillar_earthly_sin,,,-0.00502456,,-0.0644495,0.000117055,-0.00185404,-0.0191601,0.00193734,0.000399742,-0.0081807,0.0016224,-0.0644495,-8.48876e-05,-0.00226183,-0.000996023,,,,,,,,,0.0132323,0.00368998,-0.608334,0.108348,0.0130761,0.00632553,0.00987849,0.0161372,0.0100892,,0.0374516,0.0135383,0.0108559,0.0120757,-0.679078,-0.00609093,0.00104686,1,-0.0160257,0.000331229,-0.00157565,-0.000362137,-0.00689992,1.84808e-05,0.00282787,-0.00193812,0.000160814,0.000362137,0.00689992,0.00125215,-0.00511996,-0.00956694,0.039251,0.00609093,-0.00104686,-0.771597,0.0140769,0.00187019,0.00101162,-0.000558071,0.00504845,-0.00436949,0.0069264,-0.000783698,0.0133207,0.00113067,0.0108733,0.0171787,-0.0131652,-0.00855347,0.0130235,-0.00113067,-0.0108733,-0.00581433,0.0118608,0.00147887,0.0015716,0.000558071,-0.00504845,0.00380696,-0.00663928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.627063,0.00230753,-0.0943689,0.00252926,0.00138602,0.00418461,-0.0430557,-0.00177686,-0.205957,-0.00271874,0.00925569,-0.00363049,0.374305,0.00094624,-0.0851194,0.00331785,0.00583871,0.000704615,0.183556,-0.000776913,0.146115,-0.00105942,0.00419593,0.00334612,-0.539294,-0.00134766,0.182102,0.000464577,-0.00674698,-0.00701165,-0.0258516,0.000405113,-0.188111,-0.00382419,0.00292302,-0.000359075,,,-0.00502456,,-0.0132287
current_hour_pillar_earthly_cos,,,0.00707552,,-0.0278361,-0.000662006,-0.00128772,0.0398881,0.000123094,-0.00281094,-0.00615802,0.00105271,-0.0278361,-0.000907623,-0.00116895,-0.000891475,,,,,,,,,0.00791682,-0.000285353,0.337718,0.082294,0.00787918,0.00618691,-0.00329831,0.0126929,-0.00307437,,-0.00912689,0.00788535,0.00778452,-0.000646059,-0.437924,-0.00138603,-0.00608164,-0.0160257,1,-0.000691502,0.000304646,-0.000665766,-0.00236398,-0.000732886,0.00130338,-0.00125828,0.000487782,0.000665766,0.00236398,-8.72381e-05,-0.00110741,-0.00118129,0.433878,0.00138603,0.00608164,0.0144507,-0.907737,0.0003845,-0.000876341,-0.00041954,-0.000231324,-0.00683047,0.00723924,-0.00346641,0.00726092,0.0035317,0.00828034,0.0153789,-0.0120767,-0.0064391,0.00741644,-0.0035317,-0.00828034,-0.00708314,0.0122787,0.000966,0.000359477,0.00041954,0.000231324,0.00492984,-0.00683906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114755,0.00301865,-0.293391,0.000644849,-7.62237e-06,0.000307465,0.00276805,-0.00102959,0.141708,-0.00126743,0.00851862,0.00263649,0.277505,0.00222376,-0.388675,0.00419067,0.00325292,-0.00209638,-0.503662,0.000460241,0.245069,-0.00235065,0.00438795,-0.000602327,0.244005,-0.00204784,-0.0745722,0.00538869,-0.00393187,-0.00286503,-0.139659,-0.00129887,0.291673,-0.00589738,0.00391251,0.00273112,,,0.00707552,,-0.010465
current_day_pillar_heavenly,,,0.00226111,,0.0860939,0.995166,-0.15785,0.0230602,0.00661786,0.00387053,-0.00488201,-0.00771494,0.0860939,0.737063,0.00383734,0.00172329,,,,,,,,,-0.00297609,0.00425249,-0.000558654,-0.0020516,-0.00530972,0.00982345,0.0218918,0.00705362,0.035537,,0.00877958,-0.00262274,-0.00245144,0.0865165,-4.56224e-05,-0.0666823,0.0529368,0.000331229,-0.000691502,1,-0.00949717,-0.663037,0.0287577,-0.00131893,0.001313,-0.158569,0.00543333,0.663037,-0.0287577,0.00433088,0.00461825,0.023168,0.00152153,0.0666823,-0.0529368,-0.00115592,-0.00152333,0.00635028,0.00411547,-0.00541611,-0.00122278,-0.00513747,-0.00245,0.00366966,0.00564489,-0.00287315,0.00745631,0.00519252,0.00174017,-0.00493459,0.00603062,0.00287315,-0.00745631,-0.00591145,-0.00485054,-0.00683587,-0.01051,0.00541611,0.00122278,0.00020169,0.000630011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000107255,0.0180433,1.7341e-05,0.00561672,-0.00575439,0.00604484,7.91416e-05,-0.0223135,-0.00122304,-0.0129001,0.00609961,-0.00883312,-0.000390606,0.0169961,0.000262316,-0.00174841,-0.00778069,0.00734506,0.000126641,0.012986,0.00183974,-0.00153802,-0.011801,0.00591457,-8.96867e-05,-0.0147015,-0.00111114,-0.00459813,0.00872179,-0.00654375,0.000356386,-0.0186745,-0.00115942,-0.000362164,0.00866949,-0.00910568,,,0.00226111,,-0.00299448
current_day_pillar_earthly,,,0.00575647,,0.00267876,0.0849307,0.014616,-0.000752462,0.00259135,-0.00372356,0.00282122,-0.00218374,0.00267876,0.0333986,-0.030627,-0.00313413,,,,,,,,,-0.0043245,0.00563741,0.00102007,0.00542627,-0.00282175,0.00345178,0.0178508,-0.0295377,0.00344839,,-0.00252576,-0.00385088,-0.00717404,0.00260573,0.000670843,-0.00217798,-0.00105618,-0.00157565,0.000304646,-0.00949717,1,0.00136362,-0.00876639,-0.352811,-0.437888,0.00862897,-0.000223,-0.00136362,0.00876639,0.30932,0.381229,-0.000681867,-0.00101857,0.00217798,0.00105618,0.00128508,0.00516829,0.00156334,0.00710113,-0.00914029,0.00356983,0.014737,-0.0147189,-0.00312841,-0.00833977,-0.00809303,-0.0186061,-0.0226385,0.00513704,0.00144119,-0.0178019,0.00809303,0.0186061,0.0239488,-0.00357167,-0.00333101,0.0166136,0.00914029,-0.00356983,-0.0136229,0.00703484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000897919,-0.40256,0.00251219,0.0066006,0.0162901,-0.0135171,-0.000374978,0.260421,-0.00101186,-0.000187935,-0.0205905,0.0101704,-0.00024015,-0.343773,0.00399782,0.00132127,0.0122531,0.0178557,-0.000159694,-0.259523,-0.000992673,0.000452872,0.0138992,0.0081636,0.000909512,0.269038,-0.0011962,-0.0137842,-0.0147853,0.0179284,-0.000559544,0.271723,-0.00247464,0.0052169,-0.0188395,-0.016679,,,0.00575647,,0.00547309
current_day_pillar_heavenly_sin,,,0.00274839,,-0.00309162,-0.659745,0.659077,0.00199298,0.00220983,0.000396576,-0.00288326,0.00223522,-0.00309162,-0.363998,-0.0130311,-0.00171165,,,,,,,,,-0.000294645,-0.00896162,-3.29027e-05,-0.000619472,-8.65863e-07,-0.00191174,-0.0141656,-0.000462675,-0.00702127,,-0.00115774,-0.00106372,-0.00103627,-0.0031213,0.000238149,0.00491776,0.00433539,-0.000362137,-0.000665766,-0.663037,0.00136362,1,0.00365346,0.0115338,-0.00525946,0.661954,0.0126933,-1,-0.00365346,-0.0202168,-0.00473861,0.00218463,-0.00206144,-0.00491776,-0.00433539,0.00244299,0.00057336,0.002182,0.0010825,-0.00265907,0.00386264,-0.00232103,-0.0019946,0.000823842,-0.00712905,-0.00214858,0.00176314,0.00281237,0.00222797,-0.00264369,-0.00153187,0.00214858,-0.00176314,-0.00343025,-0.000550444,0.00163139,0.00736716,0.00265907,-0.00386264,0.00654027,0.00411384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000466852,8.6149e-05,-0.000644887,-0.00187212,0.00391094,-0.000574283,7.36328e-05,0.00512047,0.00225497,0.00157372,-0.00336096,0.00403723,-0.000406641,-8.93876e-05,-0.00146468,-5.4205e-05,0.00413478,0.00536707,0.000218639,0.000215925,-0.00214362,0.000183769,0.0036401,0.000644538,0.000215827,-0.00393852,0.00142461,0.00216995,-0.0037772,0.00196522,0.000183735,0.00434779,0.00263622,-0.00104636,-0.00244099,-0.0021626,,,0.00274839,,0.00054539
