,time,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,stock_code,uuid,last_modified_date
0,2024-12-06 21:49:21.857533+08:00,乙亥,己未,甲子,庚辰,庚寅,己未,甲寅,乙酉,乙亥,己申,甲寅,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,10076755211029193036,2025-06-03 13:49:30.397204+08:00
1,2024-12-09 21:49:21.857533+08:00,辛亥,壬戌,丁卯,丙辰,丙子,己未,甲寅,辛未,辛亥,壬亥,丙子,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,7101425213254267922,2025-06-03 13:49:30.397204+08:00
2,2024-12-10 21:49:21.857533+08:00,癸亥,癸亥,戊辰,戊辰,丙子,己未,甲寅,辛未,癸亥,癸子,辛子,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,15893473372928282857,2025-06-03 13:49:30.397204+08:00
3,2024-12-11 21:49:21.857533+08:00,乙亥,甲子,己巳,庚辰,丙子,己未,甲寅,辛未,乙亥,甲丑,辛子,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,11562361285944612484,2025-06-03 13:49:30.397204+08:00
4,2024-12-12 21:49:21.857533+08:00,丁亥,乙丑,庚午,壬辰,丙子,己未,甲寅,辛未,丁亥,乙寅,辛子,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,15958516733392725287,2025-06-03 13:49:30.397204+08:00
5,2024-12-13 21:49:21.857533+08:00,己亥,丙寅,辛未,甲辰,丙子,己未,甲寅,辛未,己亥,丙卯,壬子,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,1156761332285076802,2025-06-03 13:49:30.397204+08:00
6,2024-12-16 21:49:21.857533+08:00,乙亥,己巳,甲戌,庚辰,丙子,己未,甲寅,辛未,乙亥,己午,丁子,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,11559206610390659058,2025-06-03 13:49:30.397204+08:00
7,2024-12-17 21:49:21.857533+08:00,丁亥,庚午,乙亥,壬辰,丙子,己未,甲寅,辛未,丁亥,庚未,丁子,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,7506083490698502816,2025-06-03 13:49:30.397204+08:00
8,2024-12-18 21:49:21.857533+08:00,己亥,辛未,丙子,甲辰,丙子,己未,甲寅,辛未,己亥,辛申,戊子,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,6807961366066177670,2025-06-03 13:49:30.397204+08:00
9,2024-12-19 21:49:21.857533+08:00,辛亥,壬申,丁丑,丙辰,丙子,己未,甲寅,辛未,辛亥,壬酉,戊子,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,1377617711663441127,2025-06-03 13:49:30.397204+08:00
10,2024-12-20 21:49:21.857533+08:00,癸亥,癸酉,戊寅,戊辰,丙子,己未,甲寅,辛未,癸亥,癸戌,戊子,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,15606854694080691484,2025-06-03 13:49:30.397204+08:00
11,2024-12-23 21:49:21.857533+08:00,己亥,丙子,辛巳,甲辰,辛卯,己未,甲寅,丙戌,己亥,丙丑,癸卯,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,13498642103327194741,2025-06-03 13:49:30.397204+08:00
12,2024-12-24 21:49:21.857533+08:00,辛亥,丁丑,壬午,丙辰,辛卯,己未,甲寅,丙戌,辛亥,丁寅,甲卯,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,11134236196696187786,2025-06-03 13:49:30.397204+08:00
