,feature,importance
68,current_year_pillar_earthly_cos,0.436248
5,current_year_pillar,0.120408
11,current_wuxi_year,0.0480082
139,cs_base_day_current_year,0.0430003
31,dayofyear,0.0400758
71,current_year_pillar_minus_heavenly_sin,0.0273696
151,cs_base_month_current_year,0.0224815
65,current_year_pillar_heavenly_sin,0.0217159
32,weekofyear,0.021035
133,cs_base_hour_current_year,0.0205312
74,current_year_pillar_minus_earthly_cos,0.0202356
157,cs_base_year_current_year,0.0178598
69,current_year_pillar_minus_heavenly,0.0178081
72,current_year_pillar_minus_heavenly_cos,0.0169312
66,current_year_pillar_heavenly_cos,0.0166152
6,current_year_pillar_minus,0.0164477
145,cs_base_hour_minus_current_year,0.0158779
63,current_year_pillar_heavenly,0.0141284
64,current_year_pillar_earthly,0.0135326
67,current_year_pillar_earthly_sin,0.0111825
163,cs_base_month_minus_current_year,0.00937762
20,month,0.00567937
150,cs_base_month_current_month,0.00275787
79,current_month_pillar_minus_earthly_sin,0.00211876
21,day,0.00194978
73,current_year_pillar_minus_earthly_sin,0.00177123
138,cs_base_day_current_month,0.00128544
10,current_wuxi_month,0.00126212
78,current_month_pillar_minus_heavenly_cos,0.000979839
60,current_month_pillar_heavenly_cos,0.00081149
24,quarter,0.000787337
7,current_month_pillar_minus,0.000777314
132,cs_base_hour_current_month,0.000722423
156,cs_base_year_current_month,0.000685713
75,current_month_pillar_minus_heavenly,0.000567613
58,current_month_pillar_earthly,0.000553142
140,cs_base_day_current_month_minus,0.000551407
152,cs_base_month_current_month_minus,0.000547873
162,cs_base_month_minus_current_month,0.000527789
80,current_month_pillar_minus_earthly_cos,0.000413181
70,current_year_pillar_minus_earthly,0.000408222
158,cs_base_year_current_month_minus,0.000380598
144,cs_base_hour_minus_current_month,0.000366269
164,cs_base_month_minus_current_month_minus,0.000359195
4,current_month_pillar,0.000353375
146,cs_base_hour_minus_current_month_minus,0.000271976
61,current_month_pillar_earthly_sin,0.000261085
57,current_month_pillar_heavenly,0.00019093
59,current_month_pillar_heavenly_sin,0.000189505
76,current_month_pillar_minus_earthly,0.000170773
23,dayofweek,0.000169964
77,current_month_pillar_minus_heavenly_sin,0.00014901
2,current_day_pillar_minus,0.000140563
62,current_month_pillar_earthly_cos,0.00012742
49,current_day_pillar_minus_earthly_sin,9.93351e-05
134,cs_base_hour_current_month_minus,9.00826e-05
43,current_day_pillar_earthly_sin,8.58711e-05
44,current_day_pillar_earthly_cos,6.3136e-05
9,current_wuxi_day,4.38084e-05
50,current_day_pillar_minus_earthly_cos,4.34617e-05
136,cs_base_day_current_day,3.43102e-05
1,current_day_pillar,3.19528e-05
40,current_day_pillar_earthly,2.90194e-05
46,current_day_pillar_minus_earthly,2.68541e-05
148,cs_base_month_current_day,2.67888e-05
154,cs_base_year_current_day,2.41883e-05
142,cs_base_hour_minus_current_day,1.84928e-05
160,cs_base_month_minus_current_day,1.72941e-05
130,cs_base_hour_current_day,1.69783e-05
45,current_day_pillar_minus_heavenly,1.63271e-05
3,current_hour_pillar_minus,9.82307e-06
42,current_day_pillar_heavenly_cos,9.63437e-06
39,current_day_pillar_heavenly,9.44845e-06
48,current_day_pillar_minus_heavenly_cos,8.88796e-06
22,hour,8.316e-06
26,is_month_end,8.16325e-06
41,current_day_pillar_heavenly_sin,6.47974e-06
37,current_hour_pillar_earthly_sin,6.4259e-06
8,current_wuxi_hour,5.94824e-06
147,cs_base_month_current_hour,5.83006e-06
0,current_hour_pillar,5.63896e-06
47,current_day_pillar_minus_heavenly_sin,5.52242e-06
55,current_hour_pillar_minus_earthly_sin,4.88003e-06
56,current_hour_pillar_minus_earthly_cos,4.50603e-06
53,current_hour_pillar_minus_heavenly_sin,4.49983e-06
25,is_month_start,4.49238e-06
38,current_hour_pillar_earthly_cos,4.30307e-06
