,time,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,stock_code,uuid,last_modified_date
0,2025-06-03 10:33:43.008095+08:00,丁巳,癸卯,戊申,壬戌,丙申,乙巳,庚子,辛卯,甲申,癸辰,庚申,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,7395255196003662310,2025-06-02 02:33:45.592898+08:00
1,2025-06-04 10:33:43.008095+08:00,己巳,甲辰,己酉,甲戌,丙申,乙巳,庚子,辛卯,丙申,甲巳,庚申,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,15230473065548435963,2025-06-02 02:33:45.592898+08:00
2,2025-06-05 10:33:43.008095+08:00,辛巳,乙巳,庚戌,丙戌,丙申,乙巳,庚子,辛卯,戊申,乙午,庚申,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,16795387862274839761,2025-06-02 02:33:45.592898+08:00
3,2025-06-06 10:33:43.008095+08:00,癸巳,丙午,辛丑,戊子,壬午,庚申,乙丑,丁亥,庚申,丙未,壬午,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,11385183592544510401,2025-06-02 02:33:45.592898+08:00
4,2025-06-09 10:33:43.008095+08:00,己巳,己酉,甲辰,甲子,壬午,庚申,乙丑,丁亥,丙申,己戌,丁午,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,6388495009520897370,2025-06-02 02:33:45.592898+08:00
5,2025-06-10 10:33:43.008095+08:00,辛巳,庚戌,乙巳,丙子,壬午,庚申,乙丑,丁亥,戊申,庚亥,丁午,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,8249307622014902771,2025-06-02 02:33:45.592898+08:00
6,2025-06-11 10:33:43.008095+08:00,癸巳,辛亥,丙午,戊子,壬午,庚申,乙丑,丁亥,庚申,辛子,丁午,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,5504880695207473331,2025-06-02 02:33:45.592898+08:00
7,2025-06-12 10:33:43.008095+08:00,乙巳,壬子,丁未,庚子,壬午,庚申,乙丑,丁亥,壬申,壬丑,戊午,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,12880969304206224811,2025-06-02 02:33:45.592898+08:00
8,2025-06-13 10:33:43.008095+08:00,丁巳,癸丑,戊申,壬子,壬午,庚申,乙丑,丁亥,甲申,癸寅,戊午,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,736729419326143778,2025-06-02 02:33:45.592898+08:00
9,2025-06-16 10:33:43.008095+08:00,癸巳,丙辰,辛亥,戊子,壬午,庚申,乙丑,丁亥,庚申,丙巳,癸午,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,5155734422634798866,2025-06-02 02:33:45.592898+08:00
10,2025-06-17 10:33:43.008095+08:00,乙巳,丁巳,壬子,庚子,壬午,庚申,乙丑,丁亥,壬申,丁午,癸午,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,15519201786025655797,2025-06-02 02:33:45.592898+08:00
11,2025-06-18 10:33:43.008095+08:00,丁巳,戊午,癸丑,壬子,壬午,庚申,乙丑,丁亥,甲申,戊未,甲午,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,15302644570082193793,2025-06-02 02:33:45.592898+08:00
12,2025-06-19 10:33:43.008095+08:00,己巳,己未,甲寅,甲子,壬午,庚申,乙丑,丁亥,丙申,己申,甲午,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,8695153050074091346,2025-06-02 02:33:45.592898+08:00
13,2025-06-20 10:33:43.008095+08:00,辛巳,庚申,乙卯,丙子,壬午,庚申,乙丑,丁亥,戊申,庚酉,甲午,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,7878730113610060768,2025-06-02 02:33:45.592898+08:00
14,2025-06-23 10:33:43.008095+08:00,丁巳,癸亥,戊午,壬子,丁酉,庚申,乙丑,壬寅,甲申,癸子,己酉,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,12615448332989286541,2025-06-02 02:33:45.592898+08:00
15,2025-06-24 10:33:43.008095+08:00,己巳,甲子,己未,甲子,丁酉,庚申,乙丑,壬寅,丙申,甲丑,己酉,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,16286978983478888172,2025-06-02 02:33:45.592898+08:00
16,2025-06-25 10:33:43.008095+08:00,辛巳,乙丑,庚申,丙子,丁酉,庚申,乙丑,壬寅,戊申,乙寅,庚酉,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,6302761236027514989,2025-06-02 02:33:45.592898+08:00
17,2025-06-26 10:33:43.008095+08:00,癸巳,丙寅,辛酉,戊子,丁酉,庚申,乙丑,壬寅,庚申,丙卯,庚酉,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,8071743644769732607,2025-06-02 02:33:45.592898+08:00
18,2025-06-27 10:33:43.008095+08:00,乙巳,丁卯,壬戌,庚子,丁酉,庚申,乙丑,壬寅,壬申,丁辰,庚酉,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,7085736914465782745,2025-06-02 02:33:45.592898+08:00
19,2025-06-30 10:33:43.008095+08:00,辛巳,庚午,乙丑,丙子,丁酉,庚申,乙丑,壬寅,戊申,庚未,乙酉,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,10975010908563508162,2025-06-02 02:33:45.592898+08:00
20,2025-07-01 10:33:43.008095+08:00,癸巳,辛未,丙寅,戊子,丁酉,庚申,乙丑,壬寅,庚申,辛申,丙酉,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,2228991800875009350,2025-06-02 02:33:45.592898+08:00
21,2025-07-02 10:33:43.008095+08:00,乙巳,壬申,丁卯,庚子,丁酉,庚申,乙丑,壬寅,壬申,壬酉,丙酉,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,2355862820072941850,2025-06-02 02:33:45.592898+08:00
22,2025-07-03 10:33:43.008095+08:00,丁巳,癸酉,戊辰,壬子,丁酉,庚申,乙丑,壬寅,甲申,癸戌,丙酉,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,16252681802461172210,2025-06-02 02:33:45.592898+08:00
23,2025-07-04 10:33:43.008095+08:00,己巳,甲戌,己巳,甲子,丁酉,庚申,乙丑,壬寅,丙申,甲亥,辛酉,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,18314284385171472034,2025-06-02 02:33:45.592898+08:00
24,2025-07-07 10:33:43.008095+08:00,乙巳,丁丑,壬申,庚子,癸未,庚申,乙丑,戊子,壬申,丁寅,癸未,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,9682542790960350380,2025-06-02 02:33:45.592898+08:00
25,2025-07-08 10:33:43.008095+08:00,丁巳,戊寅,癸酉,壬子,癸未,庚申,乙丑,戊子,甲申,戊卯,癸未,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,17820207645015208257,2025-06-02 02:33:45.592898+08:00
26,2025-07-09 10:33:43.008095+08:00,己巳,己卯,甲戌,甲子,癸未,庚申,乙丑,戊子,丙申,己辰,癸未,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,2821652260424808290,2025-06-02 02:33:45.592898+08:00
27,2025-07-10 10:33:43.008095+08:00,辛巳,庚辰,乙亥,丙子,癸未,庚申,乙丑,戊子,戊申,庚巳,戊未,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,5348596568318786262,2025-06-02 02:33:45.592898+08:00
28,2025-07-11 10:33:43.008095+08:00,癸巳,辛巳,丙子,戊子,癸未,庚申,乙丑,戊子,庚申,辛午,戊未,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,9436695254009167990,2025-06-02 02:33:45.592898+08:00
