,date,weekday
0,2025-04-18 17:37:39.596800+08:00,Friday
1,2025-04-21 17:37:39.596800+08:00,Monday
2,2025-04-22 17:37:39.596800+08:00,Tuesday
3,2025-04-23 17:37:39.596800+08:00,Wednesday
4,2025-04-24 17:37:39.596800+08:00,Thursday
5,2025-04-25 17:37:39.596800+08:00,Friday
6,2025-04-28 17:37:39.596800+08:00,Monday
7,2025-04-29 17:37:39.596800+08:00,Tuesday
8,2025-04-30 17:37:39.596800+08:00,Wednesday
9,2025-05-01 17:37:39.596800+08:00,Thursday
10,2025-05-02 17:37:39.596800+08:00,Friday
11,2025-05-05 17:37:39.596800+08:00,Monday
12,2025-05-06 17:37:39.596800+08:00,Tuesday
13,2025-05-07 17:37:39.596800+08:00,Wednesday
14,2025-05-08 17:37:39.596800+08:00,Thursday
15,2025-05-09 17:37:39.596800+08:00,Friday
16,2025-05-12 17:37:39.596800+08:00,Monday
17,2025-05-13 17:37:39.596800+08:00,Tuesday
18,2025-05-14 17:37:39.596800+08:00,Wednesday
19,2025-05-15 17:37:39.596800+08:00,Thursday
20,2025-05-16 17:37:39.596800+08:00,Friday
21,2025-05-19 17:37:39.596800+08:00,Monday
22,2025-05-20 17:37:39.596800+08:00,Tuesday
23,2025-05-21 17:37:39.596800+08:00,Wednesday
24,2025-05-22 17:37:39.596800+08:00,Thursday
25,2025-05-23 17:37:39.596800+08:00,Friday
26,2025-05-26 17:37:39.596800+08:00,Monday
27,2025-05-27 17:37:39.596800+08:00,Tuesday
28,2025-05-28 17:37:39.596800+08:00,Wednesday
29,2025-05-29 17:37:39.596800+08:00,Thursday
30,2025-05-30 17:37:39.596800+08:00,Friday
31,2025-06-02 17:37:39.596800+08:00,Monday
32,2025-06-03 17:37:39.596800+08:00,Tuesday
33,2025-06-04 17:37:39.596800+08:00,Wednesday
34,2025-06-05 17:37:39.596800+08:00,Thursday
35,2025-06-06 17:37:39.596800+08:00,Friday
36,2025-06-09 17:37:39.596800+08:00,Monday
37,2025-06-10 17:37:39.596800+08:00,Tuesday
38,2025-06-11 17:37:39.596800+08:00,Wednesday
39,2025-06-12 17:37:39.596800+08:00,Thursday
40,2025-06-13 17:37:39.596800+08:00,Friday
41,2025-06-16 17:37:39.596800+08:00,Monday
42,2025-06-17 17:37:39.596800+08:00,Tuesday
43,2025-06-18 17:37:39.596800+08:00,Wednesday
44,2025-06-19 17:37:39.596800+08:00,Thursday
45,2025-06-20 17:37:39.596800+08:00,Friday
46,2025-06-23 17:37:39.596800+08:00,Monday
47,2025-06-24 17:37:39.596800+08:00,Tuesday
48,2025-06-25 17:37:39.596800+08:00,Wednesday
49,2025-06-26 17:37:39.596800+08:00,Thursday
50,2025-06-27 17:37:39.596800+08:00,Friday
51,2025-06-30 17:37:39.596800+08:00,Monday
52,2025-07-01 17:37:39.596800+08:00,Tuesday
53,2025-07-02 17:37:39.596800+08:00,Wednesday
54,2025-07-03 17:37:39.596800+08:00,Thursday
55,2025-07-04 17:37:39.596800+08:00,Friday
56,2025-07-07 17:37:39.596800+08:00,Monday
57,2025-07-08 17:37:39.596800+08:00,Tuesday
58,2025-07-09 17:37:39.596800+08:00,Wednesday
59,2025-07-10 17:37:39.596800+08:00,Thursday
60,2025-07-11 17:37:39.596800+08:00,Friday
61,2025-07-14 17:37:39.596800+08:00,Monday
62,2025-07-15 17:37:39.596800+08:00,Tuesday
63,2025-07-16 17:37:39.596800+08:00,Wednesday
