,target
598,28781.4
907,19044.3
602,28638.5
924,17079.5
1118,18928
620,27515.2
344,23132.8
1495,20790
1033,19248
1222,16505
1385,17511.1
433,23980.7
1245,15899.9
429,23476.1
634,25961
1170,17213.9
1328,18477
1227,17043.5
1001,22688.9
254,28773.6
1100,18890
405,25486.2
862,21586.7
674,24208.8
1054,20782.4
332,24245.7
1036,19518.6
86,28268.7
1429,20590.2
265,26357
287,26222.1
1491,20066.2
1501,21857.9
1321,19636.2
1168,17331.2
413,24695.4
1310,18207.1
221,26913.9
113,28513
754,24965.6
588,28910.9
174,26754.1
847,21068
1089,19252
1182,16991.5
1042,19567.7
990,21388.3
285,26291.7
874,20609.1
1354,17524.1
1203,17734.6
31,28514.1
1346,18072.9
210,26926.6
1035,19203.9
724,24254.9
1209,17042.9
422,24340.8
940,15317.7
925,18088
806,21208.3
188,25707.9
1085,18216.9
944,15455.3
494,27649.9
464,26451.5
1409,19129.1
909,19362.2
83,28311.1
677,24575.6
48,29012.3
1121,19434.4
155,26048.7
1341,17915.6
1322,19220.6
534,29236.8
1061,19757.3
813,20638.5
1236,16302
1488,20106.6
522,30746.7
179,25945.3
1157,18182.9
1253,15510
416,24468.9
1405,18013.2
1125,20078.9
363,24781.6
1262,16247.5
1205,17559.4
346,23732.5
743,23072.9
1080,19115.9
1327,18821.2
493,27472.8
1169,17195.8
590,29113.2
916,18444.6
243,28319.4
810,21027.8
543,29034.1
1010,21624.4
898,19968.4
415,24624.3
1428,20489.6
551,28338.3
308,23280.1
889,20175.6
398,25183
370,25975.7
54,28523.3
561,28793.1
1148,18382.1
312,23970.4
1387,17641
109,27498.8
1090,19299.2
1005,21958.4
100,26761.5
453,25695.9
1150,18456.9
1383,17430.2
266,26676
781,21905.3
296,23263.7
1049,20331.2
952,17325.7
704,25248
958,17655.9
377,24970.7
286,26284.8
1446,19663.7
736,23280.6
126,28471.6
327,23868.7
292,25231.6
1178,17773.3
1041,19915.7
478,26410.6
355,24301.4
170,27087.6
849,20845.4
777,22713
628,27723.8
209,27651.1
1193,17568.5
1229,16788.6
140,27565.7
1087,19108.5
998,21651
942,14863.1
1204,17910.8
986,20145.3
490,26568.5
529,30074.2
199,26667.4
1448,19601.1
1232,16535.3
714,24740.2
1201,17778.1
591,29124.4
10,26755.6
147,25824.7
727,23635.9
282,26696.5
298,21709.1
618,27153.1
291,25392.5
513,28892.9
700,24870.5
1047,20409.2
1338,18112.6
506,29927.8
129,28593.2
584,28593.8
331,24602.1
323,24280.1
1467,19864.6
993,21514.1
566,28755.3
135,28594.3
1107,19415.7
619,27344.5
1142,17845.9
435,24193.3
664,26205.9
1419,21252
629,27322
707,25713.8
158,25664.1
1022,19943.5
1300,16251.8
1103,19172.1
352,25057.2
1308,17746.9
1303,16511.7
1356,17471.7
567,29078.8
596,28918.1
1113,18860.9
195,26725.7
1247,15952.2
968,19518.3
438,24667.1
410,25184.8
649,24849.7
1443,19435.8
96,27235.7
589,29166
1221,16629.2
156,26179.3
419,24640.3
1344,18028.5
477,26502.8
613,28827.9
1366,17311.1
943,14687
447,24708.8
178,26281
390,24946.6
1457,19742.5
1066,19948.7
1312,18578.3
1486,19584.1
636,26194.8
1276,16587.6
1027,20603.2
793,21889.3
1335,18366.9
661,26353.6
294,24032.9
548,27918.1
1374,16698.4
88,27946.5
985,19781.4
937,16211.1
610,29288.2
665,25813.8
1395,17651.5
1432,20380.6
1320,19553.6
290,25040.5
1426,20498.9
1455,19550.3
348,24325.6
678,24036.4
1420,21092.9
1096,20040.4
834,20171.3
1342,18430.4
458,26169.4
375,25477.9
333,24180.3
762,24579.6
1331,18403
1009,21283.5
1397,17444.3
571,29303.3
328,24137.5
318,24330
1159,17997.2
1378,17090.2
12,27196.5
171,27352.7
260,27909.1
826,19898.8
867,20797.9
802,22502.3
138,28146.5
549,27899.6
617,27960.6
852,21559.6
861,21853.1
558,28453.3
139,27777.8
1317,19115.1
879,20156.5
224,26346.5
1399,17234.1
409,25177.1
325,24643.6
299,22805.1
892,19922.4
744,23493.4
1206,17525.1
1398,17197
1225,16340.4
1213,16463.3
573,28357.5
503,28862.8
1301,16385.9
3,25875.4
918,17933.3
467,26669.8
321,23977.3
5,26521.4
1296,17095
547,28497.4
755,24656.5
39,28959.6
542,29027.7
242,28225.4
136,28397.7
607,28309.8
812,20682.2
1191,17966.6
1074,19978.2
1373,16945.5
581,27718.7
1496,20597.1
808,21374.4
1494,20217.3
376,25481.6
314,24435.4
442,24569.5
319,23793.6
811,20944.7
799,22232
1138,18326.6
424,23950.7
553,28378.3
594,29297.6
901,19949
973,19463.6
1052,20344.5
1292,16723.9
650,25109.6
227,26062.6
720,23766.7
816,19946.4
987,20793.1
694,25555.7
66,29839.4
393,24531.6
579,28013.8
997,21678
211,27065.3
1165,17611.9
787,19531.7
536,28540.8
722,23983.7
858,21996.9
85,28122
1357,17832.3
272,27823.7
923,17222.8
1333,18425
1358,18293.4
630,26192.3
1037,19000.7
1407,18247.1
1004,22072.2
273,27730
1024,20619.7
362,24907.3
622,27787.5
2,25835.7
6,26667.3
311,24253.3
668,24667.8
946,15339.5
1485,19522.9
215,26681.1
1065,19699.2
27,28432.1
1401,17240.4
873,20574.6
682,24837.8
638,26204.7
757,24289.9
1403,17422.1
624,28004.7
1475,19623.3
256,29056.4
25,28171.3
336,23934.8
572,28724.9
47,28851.4
106,27294.7
349,24366.3
55,28566.9
1365,17469.4
213,26323.7
120,28795.8
1503,22620.3
741,23289.8
72,29963.2
785,20890.3
1055,20650.5
45,28920.9
1271,16596
523,31084.9
930,16701
796,21404.9
1370,17002.9
819,21101.9
533,29880.4
1251,15566.2
603,28436.8
465,26486.2
1239,15865.9
1285,16499.5
782,21057.6
1444,19426.3
60,29624.7
893,19763.9
92,27267.1
666,25502.2
711,24951.3
194,26719.6
280,26820.9
695,25377.2
359,24464.9
519,29476.2
818,21089.4
1131,19184.2
182,26092.3
1032,19696
110,28202.1
42,28779.4
922,17165.9
204,27100.8
1164,17466.9
52,29071.6
545,28990.9
1000,22566.8
1163,17729.3
1334,18476.8
759,23550.1
183,26042.7
137,28106.4
979,19094.8
80,29209.8
1219,16402.2
105,27308.5
541,28833.8
745,23746.5
480,26389.5
165,26515.5
248,28322.1
307,23085.8
446,24787.2
752,24127.8
334,23829.7
97,27114.9
765,24924.3
737,23086.5
843,22014.6
950,16358.5
102,26965.3
434,24242.9
74,29549.8
1348,17716.5
1128,19420.9
1404,17660
302,23527.2
1270,16589.4
1230,16646.4
733,23102.3
388,24595.3
235,27508.1
1252,15533.6
267,26786.7
305,23175.1
117,28542.6
1231,16646
673,24192.2
249,28087.9
1098,19607.1
1083,18595.8
