,feature,importance
4,Volume_x,0.0881988
15,current_wuxi_month,0.043381
3,Close_x,0.0426818
14,current_wuxi_day,0.0403585
1,High_x,0.0402539
27,day,0.0383342
0,Open_x,0.0379216
13,current_wuxi_hour,0.0378083
2,Low_x,0.0375095
7,current_day_pillar_minus,0.034063
31,dayofyear,0.0294012
6,current_day_pillar,0.0249053
8,current_hour_pillar_minus,0.0230431
29,dayofweek,0.0188206
46,current_day_pillar_minus_earthly,0.0181578
9,current_month_pillar,0.0159181
12,current_month_pillar_minus,0.0139167
50,current_day_pillar_minus_earthly_cos,0.0121266
16,current_wuxi_year,0.0118401
32,weekofyear,0.0114745
28,hour,0.0109874
40,current_day_pillar_earthly,0.0104202
5,current_hour_pillar,0.0101969
49,current_day_pillar_minus_earthly_sin,0.00977018
154,cs_base_year_current_day,0.0097038
160,cs_base_month_minus_current_day,0.00938061
148,cs_base_month_current_day,0.00927859
136,cs_base_day_current_day,0.00909185
43,current_day_pillar_earthly_sin,0.00881391
152,cs_base_month_current_month_minus,0.00858136
44,current_day_pillar_earthly_cos,0.00844092
130,cs_base_hour_current_day,0.00826631
142,cs_base_hour_minus_current_day,0.00824601
76,current_month_pillar_minus_earthly,0.00766954
158,cs_base_year_current_month_minus,0.00736853
58,current_month_pillar_earthly,0.00723838
132,cs_base_hour_current_month,0.00709014
150,cs_base_month_current_month,0.00680682
144,cs_base_hour_minus_current_month,0.00676963
162,cs_base_month_minus_current_month,0.00659885
138,cs_base_day_current_month,0.00656878
146,cs_base_hour_minus_current_month_minus,0.00646056
134,cs_base_hour_current_month_minus,0.00640391
156,cs_base_year_current_month,0.00617873
48,current_day_pillar_minus_heavenly_cos,0.00616135
140,cs_base_day_current_month_minus,0.00610597
54,current_hour_pillar_minus_heavenly_cos,0.00595923
79,current_month_pillar_minus_earthly_sin,0.0059553
33,current_hour_pillar_heavenly,0.00570538
51,current_hour_pillar_minus_heavenly,0.00554015
36,current_hour_pillar_heavenly_cos,0.00552328
60,current_month_pillar_heavenly_cos,0.00550871
42,current_day_pillar_heavenly_cos,0.00526182
61,current_month_pillar_earthly_sin,0.0051832
149,cs_base_month_current_hour_minus,0.00503747
56,current_hour_pillar_minus_earthly_cos,0.00483718
78,current_month_pillar_minus_heavenly_cos,0.00452056
57,current_month_pillar_heavenly,0.00448706
164,cs_base_month_minus_current_month_minus,0.00447762
35,current_hour_pillar_heavenly_sin,0.00421314
45,current_day_pillar_minus_heavenly,0.00416922
137,cs_base_day_current_hour_minus,0.00415939
53,current_hour_pillar_minus_heavenly_sin,0.00411199
75,current_month_pillar_minus_heavenly,0.00405834
55,current_hour_pillar_minus_earthly_sin,0.00381674
26,month,0.00354099
62,current_month_pillar_earthly_cos,0.00343576
80,current_month_pillar_minus_earthly_cos,0.00332895
41,current_day_pillar_heavenly_sin,0.00331091
155,cs_base_year_current_hour_minus,0.00328951
131,cs_base_hour_current_hour_minus,0.00322502
77,current_month_pillar_minus_heavenly_sin,0.00303589
52,current_hour_pillar_minus_earthly,0.00299874
59,current_month_pillar_heavenly_sin,0.00298129
143,cs_base_hour_minus_current_hour_minus,0.0029662
39,current_day_pillar_heavenly,0.00293228
161,cs_base_month_minus_current_hour_minus,0.00280658
47,current_day_pillar_minus_heavenly_sin,0.00265778
141,cs_base_hour_minus_current_hour,0.00248439
147,cs_base_month_current_hour,0.00247433
159,cs_base_month_minus_current_hour,0.00236201
34,current_hour_pillar_earthly,0.00230641
129,cs_base_hour_current_hour,0.00229795
64,current_year_pillar_earthly,0.00224386
135,cs_base_day_current_hour,0.00203171
65,current_year_pillar_heavenly_sin,0.00183546
37,current_hour_pillar_earthly_sin,0.00150737
153,cs_base_year_current_hour,0.00140631
133,cs_base_hour_current_year,0.00133172
74,current_year_pillar_minus_earthly_cos,0.00128291
25,year,0.00125367
10,current_year_pillar,0.00122365
70,current_year_pillar_minus_earthly,0.00107843
63,current_year_pillar_heavenly,0.00106952
157,cs_base_year_current_year,0.000939195
30,quarter,0.000937479
38,current_hour_pillar_earthly_cos,0.000881551
139,cs_base_day_current_year,0.00078686
67,current_year_pillar_earthly_sin,0.000747747
68,current_year_pillar_earthly_cos,0.000704844
163,cs_base_month_minus_current_year,0.00064274
11,current_year_pillar_minus,0.000641706
71,current_year_pillar_minus_heavenly_sin,0.000611874
151,cs_base_month_current_year,0.000602333
73,current_year_pillar_minus_earthly_sin,0.00056026
69,current_year_pillar_minus_heavenly,0.000552212
66,current_year_pillar_heavenly_cos,0.000543728
72,current_year_pillar_minus_heavenly_cos,0.000539517
145,cs_base_hour_minus_current_year,0.000368856
24,base_day_pillar_minus,0
23,base_year_pillar_minus,0
22,base_hour_pillar_minus,0
21,base_month_pillar_minus,0
17,base_year_pillar,0
18,base_month_pillar,0
19,base_day_pillar,0
20,base_hour_pillar,0
84,base_year_pillar_heavenly_cos,0
83,base_year_pillar_heavenly_sin,0
82,base_year_pillar_earthly,0
81,base_year_pillar_heavenly,0
96,base_day_pillar_heavenly_cos,0
95,base_day_pillar_heavenly_sin,0
94,base_day_pillar_earthly,0
93,base_day_pillar_heavenly,0
92,base_month_pillar_earthly_cos,0
91,base_month_pillar_earthly_sin,0
90,base_month_pillar_heavenly_cos,0
89,base_month_pillar_heavenly_sin,0
88,base_month_pillar_earthly,0
