,time,Open,High,Low,Close,Volume,stock_code,ric_code,uuid,last_modified_date,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus
18,2019-01-04 13:00:00+08:00,25410,25564,25373,25551,1621370,HSI,^HSI,12709791540396897850,2025-06-03 12:25:11.232890+08:00,乙未,丙辰,辛酉,庚子,己卯,癸丑,戊申,甲戌,乙未,丙卯,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
19,2019-01-04 15:00:00+08:00,25552,25659,25535,25601,8055737,HSI,^HSI,12957752577841074529,2025-06-03 12:25:11.232890+08:00,丙申,丙辰,辛酉,辛丑,己卯,癸丑,戊申,甲戌,丙申,丙辰,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
20,2019-01-04 17:00:00+08:00,25600,25767,25588,25666,3271586,HSI,^HSI,4013202027343434869,2025-06-03 12:25:11.232890+08:00,丁酉,丙辰,辛酉,壬寅,己卯,癸丑,戊申,甲戌,丁酉,丙辰,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
21,2019-01-04 19:00:00+08:00,25667,25715,25635,25657,4913431,HSI,^HSI,16396443560483523973,2025-06-03 12:25:11.232890+08:00,戊戌,丙辰,辛酉,癸卯,己卯,癸丑,戊申,甲戌,戊戌,丙巳,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
22,2019-01-04 21:00:00+08:00,25655,25729,25594,25721,3504330,HSI,^HSI,449565558722958117,2025-06-03 12:25:11.232890+08:00,己亥,丙辰,辛酉,甲辰,己卯,癸丑,戊申,甲戌,己亥,丙巳,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
23,2019-01-04 23:00:00+08:00,25720,25981,25679,25949,4784972,HSI,^HSI,602343944583176909,2025-06-03 12:25:11.232890+08:00,壬子,壬寅,丁未,丁巳,己卯,癸丑,戊申,甲戌,壬子,丁丑,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
24,2019-01-07 09:00:00+08:00,26020,26098,25847,25927,9985768,HSI,^HSI,18412692327100682944,2025-06-03 12:25:11.232890+08:00,己巳,甲辰,己酉,甲戌,乙丑,癸丑,戊申,庚申,己巳,甲巳,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
25,2019-01-07 11:00:00+08:00,25927,25934,25773,25822,4828676,HSI,^HSI,1412951347746506326,2025-06-03 12:25:11.232890+08:00,庚午,己未,甲子,乙亥,乙丑,癸丑,戊申,庚申,庚午,甲午,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
26,2019-01-07 13:00:00+08:00,25822,25886,25753,25806,6883847,HSI,^HSI,4256351396465184881,2025-06-03 12:25:11.232890+08:00,辛未,己未,甲子,丙子,乙丑,癸丑,戊申,庚申,辛未,己午,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
27,2019-01-07 15:00:00+08:00,25805,25874,25785,25865,9924014,HSI,^HSI,14230310446171968208,2025-06-03 12:25:11.232890+08:00,壬申,己未,甲子,丁丑,乙丑,癸丑,戊申,庚申,壬申,己未,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
28,2019-01-07 17:00:00+08:00,25835,25835,25734,25780,2232391,HSI,^HSI,760051893233142701,2025-06-03 12:25:11.232890+08:00,癸酉,己未,甲子,戊寅,乙丑,癸丑,戊申,庚申,癸酉,己未,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
29,2019-01-07 19:00:00+08:00,25779,25838,25753,25822,7390606,HSI,^HSI,3841249521670013872,2025-06-03 12:25:11.232890+08:00,甲戌,己未,甲子,己卯,乙丑,癸丑,戊申,庚申,甲戌,己申,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
