,target
7559,21631
11671,19217
4189,26370
1572,25809
9082,19730
11502,16567
879,28056
3445,25140
11343,16515
1509,25988
1896,26394
8637,19437
11293,16622
10437,17114
3570,24507
7425,20750
1845,26536
111,26997
472,29114
5909,24338
9443,19599
10553,17502
7831,19986
10999,16044
3635,24742
11225,16168
4834,28334
11042,15674
1183,25863
5261,28208
2861,24149
4244,26399
9538,18518
4168,26378
2108,28042
5903,24358
12532,22458
3274,25219
11731,18121
5071,27902
8704,21458
12778,19881
9734,18837
6902,18721
11710,18804
5735,25677
3184,26394
4622,28929
11684,19186
5391,27054
11379,16616
9140,19320
12409,17072
2186,28681
7816,20011
9269,20374
1193,26179
45,26603
976,28903
10761,16471
12683,19931
1578,26102
8678,20932
3101,24422
2963,22857
5924,24467
8887,21675
1584,26557
3289,25208
7341,20967
11333,16786
4515,29473
1975,26663
10088,18004
4397,29901
5125,28852
315,28982
11388,16984
5333,28924
12846,19276
10129,18851
10356,18140
12671,19580
2840,24486
1624,26834
6607,24423
4127,26329
10090,17919
12426,17249
2315,27712
8284,15020
12327,17778
5803,26140
1071,28768
9431,19719
11214,16576
6890,19530
2404,26555
11024,15908
3035,25014
5226,28808
409,29433
6822,22356
37,26133
9603,19348
576,29961
6147,24497
9205,20563
2973,23538
10741,16394
8484,18905
713,27622
5066,27764
13260,24648
6517,23599
1087,28459
5023,28412
2335,27895
6181,25373
5960,24844
11530,17342
1454,26401
5623,26310
4549,30607
7706,20599
881,28121
2906,24580
1710,26846
4226,26351
7899,20017
5318,29219
9139,19385
7012,21953
2245,26276
7590,21155
12415,17087
12314,17731
8168,16500
11713,18790
8138,17944
7172,21037
239,28350
7556,21504
3495,25434
11500,16577
1597,26540
8171,16725
1097,28549
394,29255
9568,19123
1901,26410
5224,28683
8655,20068
11976,17714
1180,25943
7078,21311
1911,26360
3988,26204
11629,19092
3006,24697
2214,27894
8373,17599
2781,24553
6556,24369
9799,18690
6329,24005
3860,24919
7671,20618
2879,23450
9254,20366
5358,28320
12705,20458
8506,19550
11717,18712
11212,16545
7614,20845
10186,18031
7450,20716
4053,26663
1691,26756
5609,26560
8651,19829
6561,24245
123,27097
8121,17289
1952,26516
12941,19888
8692,21379
12294,17417
3601,24449
5702,25310
3852,24860
8665,19708
11376,16634
906,28424
5632,26088
12317,17772
3118,24992
11073,16193
9820,19550
4786,28202
7862,19588
5687,25576
13021,21603
12945,19687
1891,26892
6306,23435
5549,25914
8240,15504
295,28785
4822,28888
1046,28542
12670,19586
10563,17492
12905,19482
1785,26910
11496,16322
286,28818
7277,20081
4738,28807
1758,27938
5225,28678
1284,25972
8193,16427
11330,16864
6639,23546
11218,16512
4418,29902
7367,20995
11253,16434
4303,27584
3033,25017
3858,24928
9745,19221
549,29700
6369,23536
3595,24323
10680,16838
7506,22271
4028,26462
10113,18377
6734,24715
6436,23239
3508,25438
10111,18531
4205,26659
2648,23462
2586,23491
5034,28389
10597,17765
12019,17534
5716,25364
11213,16487
3160,25045
8405,18145
5653,25775
7281,20455
5049,27866
8066,17772
2377,27280
10883,16241
8536,19496
4295,27692
10010,18680
3115,25000
11422,16853
6962,21721
6492,23108
2025,27817
13203,23416
6648,23862
8188,16754
4467,29230
10731,16200
2585,23337
1303,25703
3282,25588
3585,24609
6906,20326
6498,23049
6454,23008
5507,25231
5504,25953
9057,20079
3574,24651
12268,17395
9706,19089
9636,19421
9070,19672
1613,26735
10428,17164
4411,30032
12695,21359
10987,15648
6105,25014
7976,18885
4191,26449
6220,24960
3853,24829
2981,24044
6011,25999
467,29030
3592,24285
11590,18382
7589,21057
9053,20037
10490,17366
8634,19599
106,27240
6624,24432
10447,17169
2638,23100
4533,30777
11980,17691
12171,17091
9363,19835
12384,17470
411,29389
12406,17191
8211,16700
8628,19366
11232,16143
8129,17872
3369,24936
6954,22091
12229,17102
10198,18202
6888,19641
8885,21681
1503,25940
11735,18326
7249,19935
7025,22631
9044,20779
12392,17443
6357,23995
10483,17154
7297,20491
4767,27935
1862,27025
7318,20120
10008,18608
9150,19675
2360,27342
5466,27292
12521,21430
2133,28973
12184,16587
8620,19425
2406,26419
29,25819
9582,18989
5478,27664
2801,23595
5431,28153
12577,20629
2922,22888
11070,15650
568,29944
11381,16651
6651,24584
6649,24378
10228,17878
1245,25586
7551,21842
10933,16120
1458,26603
1943,26511
1835,26803
11490,16355
316,28885
108,27214
9564,18887
6345,24099
5562,26311
6703,24761
4793,28385
9967,19288
3886,24495
10896,16176
5667,24840
9043,20653
12989,20971
1748,27689
10781,16516
4094,26589
7391,21840
2678,24209
10346,17841
4720,28979
2715,24439
6092,25472
5610,26556
5896,24188
4128,26386
5912,24529
13271,24297
12955,20104
5963,24600
13054,22336
4410,29966
5020,28461
1398,27069
8593,19360
973,28856
11736,18347
6378,23369
3790,24670
8903,21176
12844,19374
10668,17115
8167,16700
8035,18762
7210,19536
5426,27850
9959,19533
7268,20400
1374,26605
3088,24355
10576,17770
12919,19965
10390,17797
8354,16076
8086,17613
2458,26434
4313,27905
6208,25020
4755,28441
9529,18536
6535,24422
10,25057
9758,19265
11090,15953
6814,22299
1426,27062
10720,16295
3265,25202
11030,15690
10585,17527
718,27763
8323,16466
8543,19948
12365,17649
9484,19469
4454,28204
12286,17513
11050,15681
735,27300
9595,19193
5292,28193
323,28937
11801,18287
2140,29069
7074,21312
11043,15633
909,28442
2627,22989
10692,16693
3399,24388
496,30078
10119,18466
8279,14891
8282,14897
9116,19477
9248,20557
9000,20017
3470,24688
1206,25877
10776,16627
11644,19307
9682,19241
5267,28424
9810,19177
1195,26039
3813,24308
7704,20679
6666,24571
10786,16555
4394,29866
12632,19455
6118,24933
7505,21781
4220,26345
12451,17674
288,28858
12167,17314
7553,21885
11166,16727
4743,29021
12057,17779
8936,20895
7920,19800
388,29046
836,27259
12692,20868
6348,24028
280,29063
9034,20669
7855,19585
6479,23296
10545,17234
7203,19951
3623,24579
11955,17832
1112,28449
3975,26122
11429,17183
11108,15931
10902,16093
1034,28542
6253,24686
4999,28382
267,28729
5400,27449
1598,26510
4714,28999
7307,19972
9751,19324
6300,23541
5459,27160
3646,24670
8630,19583
6066,25516
3048,24080
12373,17587
12911,19589
1379,26658
10489,17293
4826,28639
12276,17607
416,29193
12254,17228
5183,28845
8034,18816
1962,26357
620,29458
1703,26667
7720,20032
10681,16769
7732,19560
4641,28993
3473,24678
1232,25180
5062,27693
4395,29915
5399,27414
11057,15520
10630,17621
8898,21071
10424,17081
2516,22724
5824,25340
10283,17424
3094,24385
11887,17936
7305,19959
1190,25995
10095,18151
7387,21534
5046,27843
4401,29676
12817,19746
3702,23342
4983,28472
5385,27896
5494,26579
7713,20291
1506,25988
11326,16595
11503,16520
7662,20573
4890,28789
9695,18764
4429,29420
12947,19727
6145,24697
794,26809
730,27611
1344,25502
9730,18760
7302,20114
9280,20825
10944,15793
2626,22954
4819,28743
6984,21799
5277,28565
1745,27725
1315,25629
11588,18556
5524,26202
12956,20115
2709,23874
5349,28648
4336,28301
4003,26407
2675,24082
1199,25815
10940,15875
7070,21366
8679,20879
6647,23773
3126,24404
8916,21100
12796,20130
11968,17658
1889,26868
6480,23341
6784,22665
12859,19339
32,25945
9415,19800
8968,20484
10313,17330
8443,17640
1336,25530
7599,20836
5228,28661
11370,16402
7471,21405
11999,17961
12923,20298
1610,26687
939,28553
8349,16210
5045,27809
9838,18869
8985,19964
5130,28916
