,time,date,stock_code_x,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,stock_code_y,uuid,last_modified_date
0,2025-06-03 23:37:31.314910+08:00,2025-06-03 23:37:31.314910+08:00,HSI,丙子,甲辰,己酉,辛巳,丙申,乙巳,庚子,辛卯,丙子,己卯,庚申,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,13813089091861039681,2025-06-02 15:37:33.719272+08:00
1,2025-06-04 23:37:31.314910+08:00,2025-06-04 23:37:31.314910+08:00,HSI,戊子,乙巳,庚戌,癸巳,丙申,乙巳,庚子,辛卯,戊子,庚辰,庚申,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,10052919044143216942,2025-06-02 15:37:33.719272+08:00
2,2025-06-05 23:37:31.314910+08:00,2025-06-05 23:37:31.314910+08:00,HSI,庚子,丙午,辛亥,乙巳,壬午,乙巳,庚子,丁丑,庚子,辛巳,壬午,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,15608068775708583732,2025-06-02 15:37:33.719272+08:00
3,2025-06-06 23:37:31.314910+08:00,2025-06-06 23:37:31.314910+08:00,HSI,壬子,丁未,壬寅,丁未,壬午,庚申,乙丑,丁亥,壬子,壬午,壬午,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,3469708028004980610,2025-06-02 15:37:33.719272+08:00
4,2025-06-09 23:37:31.314910+08:00,2025-06-09 23:37:31.314910+08:00,HSI,戊子,庚戌,乙巳,癸未,壬午,庚申,乙丑,丁亥,戊子,乙酉,丁午,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,10654656795970038789,2025-06-02 15:37:33.719272+08:00
5,2025-06-10 23:37:31.314910+08:00,2025-06-10 23:37:31.314910+08:00,HSI,庚子,辛亥,丙午,乙未,壬午,庚申,乙丑,丁亥,庚子,丙戌,丁午,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,8461086004450005240,2025-06-02 15:37:33.719272+08:00
6,2025-06-11 23:37:31.314910+08:00,2025-06-11 23:37:31.314910+08:00,HSI,壬子,壬子,丁未,丁未,壬午,庚申,乙丑,丁亥,壬子,丁亥,丁午,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,7732534009593873893,2025-06-02 15:37:33.719272+08:00
7,2025-06-12 23:37:31.314910+08:00,2025-06-12 23:37:31.314910+08:00,HSI,甲子,癸丑,戊申,己未,壬午,庚申,乙丑,丁亥,甲子,戊子,戊午,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,5065330141891639259,2025-06-02 15:37:33.719272+08:00
8,2025-06-13 23:37:31.314910+08:00,2025-06-13 23:37:31.314910+08:00,HSI,丙子,甲寅,己酉,辛未,壬午,庚申,乙丑,丁亥,丙子,己丑,戊午,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,15786582913171889365,2025-06-02 15:37:33.719272+08:00
9,2025-06-16 23:37:31.314910+08:00,2025-06-16 23:37:31.314910+08:00,HSI,壬子,丁巳,壬子,丁未,壬午,庚申,乙丑,丁亥,壬子,壬辰,癸午,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,6728627121879053721,2025-06-02 15:37:33.719272+08:00
10,2025-06-17 23:37:31.314910+08:00,2025-06-17 23:37:31.314910+08:00,HSI,甲子,戊午,癸丑,己未,壬午,庚申,乙丑,丁亥,甲子,癸巳,癸午,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,12403844818409612686,2025-06-02 15:37:33.719272+08:00
11,2025-06-18 23:37:31.314910+08:00,2025-06-18 23:37:31.314910+08:00,HSI,丙子,己未,甲寅,辛未,壬午,庚申,乙丑,丁亥,丙子,甲午,甲午,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,5084928327202867017,2025-06-02 15:37:33.719272+08:00
12,2025-06-19 23:37:31.314910+08:00,2025-06-19 23:37:31.314910+08:00,HSI,戊子,庚申,乙卯,癸未,壬午,庚申,乙丑,丁亥,戊子,乙未,甲午,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,9428949928699691607,2025-06-02 15:37:33.719272+08:00
13,2025-06-20 23:37:31.314910+08:00,2025-06-20 23:37:31.314910+08:00,HSI,庚子,辛酉,丙辰,乙未,壬午,庚申,乙丑,丁亥,庚子,丙申,甲午,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,1073506549034452640,2025-06-02 15:37:33.719272+08:00
14,2025-06-23 23:37:31.314910+08:00,2025-06-23 23:37:31.314910+08:00,HSI,丙子,甲子,己未,辛未,丁酉,庚申,乙丑,壬寅,丙子,己亥,己酉,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,3421344802292405254,2025-06-02 15:37:33.719272+08:00
15,2025-06-24 23:37:31.314910+08:00,2025-06-24 23:37:31.314910+08:00,HSI,戊子,乙丑,庚申,癸未,丁酉,庚申,乙丑,壬寅,戊子,庚子,庚酉,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,8804062935544621837,2025-06-02 15:37:33.719272+08:00
16,2025-06-25 23:37:31.314910+08:00,2025-06-25 23:37:31.314910+08:00,HSI,庚子,丙寅,辛酉,乙未,丁酉,庚申,乙丑,壬寅,庚子,辛丑,庚酉,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,16359243654892225589,2025-06-02 15:37:33.719272+08:00
17,2025-06-26 23:37:31.314910+08:00,2025-06-26 23:37:31.314910+08:00,HSI,壬子,丁卯,壬戌,丁未,丁酉,庚申,乙丑,壬寅,壬子,壬寅,庚酉,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,11720510294389304719,2025-06-02 15:37:33.719272+08:00
18,2025-06-27 23:37:31.314910+08:00,2025-06-27 23:37:31.314910+08:00,HSI,甲子,戊辰,癸亥,己未,丁酉,庚申,乙丑,壬寅,甲子,癸卯,乙酉,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,2574462266156008690,2025-06-02 15:37:33.719272+08:00
19,2025-06-30 23:37:31.314910+08:00,2025-06-30 23:37:31.314910+08:00,HSI,庚子,辛未,丙寅,乙未,丁酉,庚申,乙丑,壬寅,庚子,丙午,丙酉,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,7667988646948492803,2025-06-02 15:37:33.719272+08:00
20,2025-07-01 23:37:31.314910+08:00,2025-07-01 23:37:31.314910+08:00,HSI,壬子,壬申,丁卯,丁未,丁酉,庚申,乙丑,壬寅,壬子,丁未,丙酉,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,1675211513228746471,2025-06-02 15:37:33.719272+08:00
21,2025-07-02 23:37:31.314910+08:00,2025-07-02 23:37:31.314910+08:00,HSI,甲子,癸酉,戊辰,己未,丁酉,庚申,乙丑,壬寅,甲子,戊申,丙酉,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,8132006783346937236,2025-06-02 15:37:33.719272+08:00
22,2025-07-03 23:37:31.314910+08:00,2025-07-03 23:37:31.314910+08:00,HSI,丙子,甲戌,己巳,辛未,丁酉,庚申,乙丑,壬寅,丙子,己酉,丙酉,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,15325463543153304889,2025-06-02 15:37:33.719272+08:00
23,2025-07-04 23:37:31.314910+08:00,2025-07-04 23:37:31.314910+08:00,HSI,戊子,乙亥,庚午,癸未,丁酉,庚申,乙丑,壬寅,戊子,庚戌,辛酉,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,1096585843242754843,2025-06-02 15:37:33.719272+08:00
24,2025-07-07 23:37:31.314910+08:00,2025-07-07 23:37:31.314910+08:00,HSI,甲子,戊寅,癸酉,己未,癸未,庚申,乙丑,戊子,甲子,癸丑,癸未,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,11496779229935210106,2025-06-02 15:37:33.719272+08:00
25,2025-07-08 23:37:31.314910+08:00,2025-07-08 23:37:31.314910+08:00,HSI,丙子,己卯,甲戌,辛未,癸未,庚申,乙丑,戊子,丙子,甲寅,癸未,乙未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,HSI,18269486134322941073,2025-06-02 15:37:33.719272+08:00
