,feature,importance
22,cs_base_month_current_year,0.334863
34,cs_base_month_minus_current_year,0.249299
10,cs_base_day_current_year,0.0817168
33,cs_base_month_minus_current_month,0.0691921
21,cs_base_month_current_month,0.0387643
15,cs_base_hour_minus_current_month,0.0267599
28,cs_base_year_current_year,0.0254026
17,cs_base_hour_minus_current_month_minus,0.0177343
27,cs_base_year_current_month,0.0175495
11,cs_base_day_current_month_minus,0.0169177
4,cs_base_hour_current_year,0.0161232
16,cs_base_hour_minus_current_year,0.012631
3,cs_base_hour_current_month,0.0117467
9,cs_base_day_current_month,0.0102851
23,cs_base_month_current_month_minus,0.00895965
29,cs_base_year_current_month_minus,0.00697823
5,cs_base_hour_current_month_minus,0.00671607
13,cs_base_hour_minus_current_day,0.00499623
25,cs_base_year_current_day,0.00475059
7,cs_base_day_current_day,0.0046201
31,cs_base_month_minus_current_day,0.00451071
35,cs_base_month_minus_current_month_minus,0.00446727
19,cs_base_month_current_day,0.00393116
1,cs_base_hour_current_day,0.00326376
12,cs_base_hour_minus_current_hour,0.00217718
0,cs_base_hour_current_hour,0.00176961
14,cs_base_hour_minus_current_hour_minus,0.00167811
20,cs_base_month_current_hour_minus,0.00161226
6,cs_base_day_current_hour,0.00157977
30,cs_base_month_minus_current_hour,0.0015167
18,cs_base_month_current_hour,0.00137064
32,cs_base_month_minus_current_hour_minus,0.00135818
26,cs_base_year_current_hour_minus,0.0012793
24,cs_base_year_current_hour,0.00124409
2,cs_base_hour_current_hour_minus,0.00112389
8,cs_base_day_current_hour_minus,0.00111071
