,feature,importance
68,current_year_pillar_earthly_cos,0.455832
5,current_year_pillar,0.128672
11,current_wuxi_year,0.046401
31,dayofyear,0.0437887
139,cs_base_day_current_year,0.0415639
151,cs_base_month_current_year,0.0340804
65,current_year_pillar_heavenly_sin,0.0231849
74,current_year_pillar_minus_earthly_cos,0.0225952
133,cs_base_hour_current_year,0.0204324
67,current_year_pillar_earthly_sin,0.0198533
32,weekofyear,0.0188106
64,current_year_pillar_earthly,0.018507
145,cs_base_hour_minus_current_year,0.0184343
6,current_year_pillar_minus,0.017654
163,cs_base_month_minus_current_year,0.0159649
69,current_year_pillar_minus_heavenly,0.015687
71,current_year_pillar_minus_heavenly_sin,0.015064
157,cs_base_year_current_year,0.0139815
63,current_year_pillar_heavenly,0.00521918
20,month,0.00497837
79,current_month_pillar_minus_earthly_sin,0.00174226
21,day,0.00156638
10,current_wuxi_month,0.0012533
138,cs_base_day_current_month,0.00114585
7,current_month_pillar_minus,0.000947354
152,cs_base_month_current_month_minus,0.000895786
156,cs_base_year_current_month,0.000853652
78,current_month_pillar_minus_heavenly_cos,0.000808707
60,current_month_pillar_heavenly_cos,0.000769167
73,current_year_pillar_minus_earthly_sin,0.000725929
164,cs_base_month_minus_current_month_minus,0.000694104
75,current_month_pillar_minus_heavenly,0.000654697
132,cs_base_hour_current_month,0.000643607
150,cs_base_month_current_month,0.000577583
4,current_month_pillar,0.000575562
24,quarter,0.000570789
158,cs_base_year_current_month_minus,0.000440491
70,current_year_pillar_minus_earthly,0.000434851
146,cs_base_hour_minus_current_month_minus,0.00040532
162,cs_base_month_minus_current_month,0.000357005
58,current_month_pillar_earthly,0.0003363
140,cs_base_day_current_month_minus,0.000334711
144,cs_base_hour_minus_current_month,0.00031365
61,current_month_pillar_earthly_sin,0.000310869
80,current_month_pillar_minus_earthly_cos,0.000307621
23,dayofweek,0.000169191
76,current_month_pillar_minus_earthly,0.000137851
57,current_month_pillar_heavenly,0.000132847
59,current_month_pillar_heavenly_sin,0.000101236
2,current_day_pillar_minus,9.88891e-05
49,current_day_pillar_minus_earthly_sin,8.80526e-05
43,current_day_pillar_earthly_sin,8.41645e-05
77,current_month_pillar_minus_heavenly_sin,8.24906e-05
134,cs_base_hour_current_month_minus,7.25548e-05
72,current_year_pillar_minus_heavenly_cos,6.85391e-05
44,current_day_pillar_earthly_cos,4.47766e-05
50,current_day_pillar_minus_earthly_cos,4.16268e-05
136,cs_base_day_current_day,4.15934e-05
66,current_year_pillar_heavenly_cos,4.15635e-05
9,current_wuxi_day,4.10506e-05
1,current_day_pillar,3.77171e-05
40,current_day_pillar_earthly,3.03769e-05
148,cs_base_month_current_day,2.51333e-05
46,current_day_pillar_minus_earthly,2.50127e-05
154,cs_base_year_current_day,2.44351e-05
62,current_month_pillar_earthly_cos,2.15981e-05
130,cs_base_hour_current_day,1.89107e-05
160,cs_base_month_minus_current_day,1.79379e-05
142,cs_base_hour_minus_current_day,1.54766e-05
45,current_day_pillar_minus_heavenly,1.47526e-05
39,current_day_pillar_heavenly,1.10568e-05
42,current_day_pillar_heavenly_cos,1.03429e-05
48,current_day_pillar_minus_heavenly_cos,9.18488e-06
22,hour,7.83571e-06
3,current_hour_pillar_minus,7.38525e-06
47,current_day_pillar_minus_heavenly_sin,6.00992e-06
41,current_day_pillar_heavenly_sin,5.8294e-06
25,is_month_start,5.2312e-06
0,current_hour_pillar,5.09828e-06
55,current_hour_pillar_minus_earthly_sin,5.09418e-06
8,current_wuxi_hour,5.04953e-06
37,current_hour_pillar_earthly_sin,4.79112e-06
36,current_hour_pillar_heavenly_cos,4.43685e-06
54,current_hour_pillar_minus_heavenly_cos,4.38309e-06
38,current_hour_pillar_earthly_cos,3.6788e-06
28,is_quarter_end,3.6296e-06
56,current_hour_pillar_minus_earthly_cos,3.5588e-06
147,cs_base_month_current_hour,3.44579e-06
26,is_month_end,3.20205e-06
35,current_hour_pillar_heavenly_sin,3.19376e-06
34,current_hour_pillar_earthly,3.08843e-06
51,current_hour_pillar_minus_heavenly,2.96762e-06
135,cs_base_day_current_hour,2.69992e-06
129,cs_base_hour_current_hour,2.57872e-06
131,cs_base_hour_current_hour_minus,2.53236e-06
53,current_hour_pillar_minus_heavenly_sin,2.49891e-06
161,cs_base_month_minus_current_hour_minus,2.49049e-06
33,current_hour_pillar_heavenly,2.43271e-06
141,cs_base_hour_minus_current_hour,2.37928e-06
153,cs_base_year_current_hour,2.37038e-06
