,time,date,stock_code_x,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,stock_code_y,uuid,last_modified_date
0,2024-12-06 05:28:24.853174+08:00,2024-12-06 05:28:24.853174+08:00,HSI,丁卯,甲辰,己酉,壬申,庚寅,己未,甲寅,乙酉,丁卯,甲辰,甲寅,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,4291073277838918952,2025-06-02 21:28:32.911984+08:00
1,2024-12-09 05:28:24.853174+08:00,2024-12-09 05:28:24.853174+08:00,HSI,癸卯,丁未,壬子,戊申,丙子,己未,甲寅,辛未,癸卯,丁未,丙子,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,11706611220531433936,2025-06-02 21:28:32.911984+08:00
2,2024-12-10 05:28:24.853174+08:00,2024-12-10 05:28:24.853174+08:00,HSI,乙卯,戊申,癸丑,庚申,丙子,己未,甲寅,辛未,乙卯,戊申,辛子,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,7852510867290017181,2025-06-02 21:28:32.911984+08:00
3,2024-12-11 05:28:24.853174+08:00,2024-12-11 05:28:24.853174+08:00,HSI,丁卯,己酉,甲寅,壬申,丙子,己未,甲寅,辛未,丁卯,己酉,辛子,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,18305648832083946182,2025-06-02 21:28:32.911984+08:00
4,2024-12-12 05:28:24.853174+08:00,2024-12-12 05:28:24.853174+08:00,HSI,己卯,庚戌,乙卯,甲申,丙子,己未,甲寅,辛未,己卯,庚戌,辛子,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,14128077863028036692,2025-06-02 21:28:32.911984+08:00
5,2024-12-13 05:28:24.853174+08:00,2024-12-13 05:28:24.853174+08:00,HSI,辛卯,辛亥,丙辰,丙申,丙子,己未,甲寅,辛未,辛卯,辛亥,壬子,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,6865686428280950981,2025-06-02 21:28:32.911984+08:00
6,2024-12-16 05:28:24.853174+08:00,2024-12-16 05:28:24.853174+08:00,HSI,丁卯,甲寅,己未,壬申,丙子,己未,甲寅,辛未,丁卯,甲寅,丁子,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,2296860113663194259,2025-06-02 21:28:32.911984+08:00
7,2024-12-17 05:28:24.853174+08:00,2024-12-17 05:28:24.853174+08:00,HSI,己卯,乙卯,庚申,甲申,丙子,己未,甲寅,辛未,己卯,乙卯,丁子,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,18319613807147564063,2025-06-02 21:28:32.911984+08:00
8,2024-12-18 05:28:24.853174+08:00,2024-12-18 05:28:24.853174+08:00,HSI,辛卯,丙辰,辛酉,丙申,丙子,己未,甲寅,辛未,辛卯,丙辰,丁子,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,619219949987344884,2025-06-02 21:28:32.911984+08:00
9,2024-12-19 05:28:24.853174+08:00,2024-12-19 05:28:24.853174+08:00,HSI,癸卯,丁巳,壬戌,戊申,丙子,己未,甲寅,辛未,癸卯,丁巳,戊子,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,17743021765513335935,2025-06-02 21:28:32.911984+08:00
10,2024-12-20 05:28:24.853174+08:00,2024-12-20 05:28:24.853174+08:00,HSI,乙卯,戊午,癸亥,庚申,丙子,己未,甲寅,辛未,乙卯,戊午,戊子,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,14660741199004416027,2025-06-02 21:28:32.911984+08:00
11,2024-12-23 05:28:24.853174+08:00,2024-12-23 05:28:24.853174+08:00,HSI,辛卯,辛酉,丙寅,丙申,辛卯,己未,甲寅,丙戌,辛卯,辛酉,癸卯,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,16975009597871809211,2025-06-02 21:28:32.911984+08:00
12,2024-12-24 05:28:24.853174+08:00,2024-12-24 05:28:24.853174+08:00,HSI,癸卯,壬戌,丁卯,戊申,辛卯,己未,甲寅,丙戌,癸卯,壬戌,癸卯,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,2285279940398034478,2025-06-02 21:28:32.911984+08:00
13,2024-12-25 05:28:24.853174+08:00,2024-12-25 05:28:24.853174+08:00,HSI,乙卯,癸亥,戊辰,庚申,辛卯,己未,甲寅,丙戌,乙卯,癸亥,甲卯,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,11020439447061790300,2025-06-02 21:28:32.911984+08:00
14,2024-12-26 05:28:24.853174+08:00,2024-12-26 05:28:24.853174+08:00,HSI,丁卯,甲子,己巳,壬申,辛卯,己未,甲寅,丙戌,丁卯,甲子,甲卯,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,18253724036955753277,2025-06-02 21:28:32.911984+08:00
