,time,date,stock_code_x,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,stock_code_y,uuid,last_modified_date,year,month,day,hour,dayofweek,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,dayofyear,weekofyear,current_hour_pillar_heavenly,current_hour_pillar_earthly,current_hour_pillar_heavenly_sin,current_hour_pillar_heavenly_cos,current_hour_pillar_earthly_sin,current_hour_pillar_earthly_cos,current_day_pillar_heavenly,current_day_pillar_earthly,current_day_pillar_heavenly_sin,current_day_pillar_heavenly_cos,current_day_pillar_earthly_sin,current_day_pillar_earthly_cos,current_day_pillar_minus_heavenly,current_day_pillar_minus_earthly,current_day_pillar_minus_heavenly_sin,current_day_pillar_minus_heavenly_cos,current_day_pillar_minus_earthly_sin,current_day_pillar_minus_earthly_cos,current_hour_pillar_minus_heavenly,current_hour_pillar_minus_earthly,current_hour_pillar_minus_heavenly_sin,current_hour_pillar_minus_heavenly_cos,current_hour_pillar_minus_earthly_sin,current_hour_pillar_minus_earthly_cos,current_month_pillar_heavenly,current_month_pillar_earthly,current_month_pillar_heavenly_sin,current_month_pillar_heavenly_cos,current_month_pillar_earthly_sin,current_month_pillar_earthly_cos,current_year_pillar_heavenly,current_year_pillar_earthly,current_year_pillar_heavenly_sin,current_year_pillar_heavenly_cos,current_year_pillar_earthly_sin,current_year_pillar_earthly_cos,current_year_pillar_minus_heavenly,current_year_pillar_minus_earthly,current_year_pillar_minus_heavenly_sin,current_year_pillar_minus_heavenly_cos,current_year_pillar_minus_earthly_sin,current_year_pillar_minus_earthly_cos,current_month_pillar_minus_heavenly,current_month_pillar_minus_earthly,current_month_pillar_minus_heavenly_sin,current_month_pillar_minus_heavenly_cos,current_month_pillar_minus_earthly_sin,current_month_pillar_minus_earthly_cos,base_year_pillar_heavenly,base_year_pillar_earthly,base_year_pillar_heavenly_sin,base_year_pillar_heavenly_cos,base_year_pillar_earthly_sin,base_year_pillar_earthly_cos,base_month_pillar_heavenly,base_month_pillar_earthly,base_month_pillar_heavenly_sin,base_month_pillar_heavenly_cos,base_month_pillar_earthly_sin,base_month_pillar_earthly_cos,base_day_pillar_heavenly,base_day_pillar_earthly,base_day_pillar_heavenly_sin,base_day_pillar_heavenly_cos,base_day_pillar_earthly_sin,base_day_pillar_earthly_cos,base_hour_pillar_heavenly,base_hour_pillar_earthly,base_hour_pillar_heavenly_sin,base_hour_pillar_heavenly_cos,base_hour_pillar_earthly_sin,base_hour_pillar_earthly_cos,base_month_pillar_minus_heavenly,base_month_pillar_minus_earthly,base_month_pillar_minus_heavenly_sin,base_month_pillar_minus_heavenly_cos,base_month_pillar_minus_earthly_sin,base_month_pillar_minus_earthly_cos,base_hour_pillar_minus_heavenly,base_hour_pillar_minus_earthly,base_hour_pillar_minus_heavenly_sin,base_hour_pillar_minus_heavenly_cos,base_hour_pillar_minus_earthly_sin,base_hour_pillar_minus_earthly_cos,base_year_pillar_minus_heavenly,base_year_pillar_minus_earthly,base_year_pillar_minus_heavenly_sin,base_year_pillar_minus_heavenly_cos,base_year_pillar_minus_earthly_sin,base_year_pillar_minus_earthly_cos,base_day_pillar_minus_heavenly,base_day_pillar_minus_earthly,base_day_pillar_minus_heavenly_sin,base_day_pillar_minus_heavenly_cos,base_day_pillar_minus_earthly_sin,base_day_pillar_minus_earthly_cos,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus,Open_x,High_x,Low_x,Close_x,Volume_x,Dividends_x,Stock Splits_x
0,2025-06-19 09:34:44.405529+08:00,2025-06-19 09:34:44.405529+08:00,0,22,28,44,42,18,11,4,1,23,57,86,16,0,0,0,1,0,0,0,1,0,2523,0,2025,6,19,9,3,2,False,False,False,False,False,False,170,25,4,5,1.22465e-16,-1,0.5,-0.866025,4,8,1.22465e-16,-1,-0.5,-0.866025,7,5,0,1,0.866025,0.5,7,4,0,1,0,1,3,2,-0.951057,0.309017,1.22465e-16,-1,5,9,-0.587785,-0.809017,-0.866025,-0.5,2,0,0.587785,0.809017,0.5,0.866025,0,1,0.951057,-0.309017,-0.5,0.866025,0,0,1.22465e-16,-1,-0.5,-0.866025,0,1,0.951057,-0.309017,1,6.12323e-17,0,1,0.587785,-0.809017,-0.866025,0.5,1,0,1.22465e-16,-1,-0.5,-0.866025,0,1,-0.951057,0.309017,-0.866025,0.5,0,0,0,1,0,1,0,0,0,1,0.866025,0.5,1,0,-0.587785,0.809017,1,6.12323e-17,2,0,6,8,3,7,8,9,7,2,5,6,5,1,4,3,6,10,2,0,6,8,4,7,2,0,6,8,4,7,6,11,2,7,9,8,0,0,0,0,0,0,0
1,2025-06-19 10:34:44.405529+08:00,2025-06-19 10:34:44.405529+08:00,0,22,28,44,42,18,11,4,1,9,57,86,16,0,0,0,1,0,0,0,1,0,4875,0,2025,6,19,10,3,2,False,False,False,False,False,False,170,25,4,5,1.22465e-16,-1,0.5,-0.866025,4,8,1.22465e-16,-1,-0.5,-0.866025,7,5,0,1,0.866025,0.5,7,4,0,1,0,1,3,2,-0.951057,0.309017,1.22465e-16,-1,5,9,-0.587785,-0.809017,-0.866025,-0.5,2,0,0.587785,0.809017,0.5,0.866025,0,1,0.951057,-0.309017,-0.5,0.866025,0,0,1.22465e-16,-1,-0.5,-0.866025,0,1,0.951057,-0.309017,1,6.12323e-17,0,1,0.587785,-0.809017,-0.866025,0.5,1,0,1.22465e-16,-1,-0.5,-0.866025,0,1,-0.951057,0.309017,-0.866025,0.5,0,0,0,1,0,1,0,0,0,1,0.866025,0.5,1,0,-0.587785,0.809017,1,6.12323e-17,2,0,6,8,3,7,8,9,7,2,5,6,5,1,4,3,6,10,2,0,6,8,4,7,2,0,6,8,4,7,6,11,2,7,9,8,0,0,0,0,0,0,0
2,2025-06-19 11:34:44.405529+08:00,2025-06-19 11:34:44.405529+08:00,0,25,45,27,12,18,11,4,1,26,59,86,16,0,0,0,1,0,0,0,1,0,3588,0,2025,6,19,11,3,2,False,False,False,False,False,False,170,25,5,2,-0.587785,-0.809017,1.22465e-16,-1,7,7,0,1,-0.866025,0.5,4,6,1.22465e-16,-1,0.5,-0.866025,2,0,0.587785,0.809017,0.5,0.866025,3,2,-0.951057,0.309017,1.22465e-16,-1,5,9,-0.587785,-0.809017,-0.866025,-0.5,2,0,0.587785,0.809017,0.5,0.866025,0,1,0.951057,-0.309017,-0.5,0.866025,0,0,1.22465e-16,-1,-0.5,-0.866025,0,1,0.951057,-0.309017,1,6.12323e-17,0,1,0.587785,-0.809017,-0.866025,0.5,1,0,1.22465e-16,-1,-0.5,-0.866025,0,1,-0.951057,0.309017,-0.866025,0.5,0,0,0,1,0,1,0,0,0,1,0.866025,0.5,1,0,-0.587785,0.809017,1,6.12323e-17,8,11,1,8,3,7,2,1,11,2,5,6,3,11,0,3,6,10,8,11,1,8,4,7,7,11,1,8,4,7,7,0,9,7,9,8,0,0,0,0,0,0,0
3,2025-06-19 12:34:44.405529+08:00,2025-06-19 12:34:44.405529+08:00,0,25,45,27,12,18,11,4,1,4,95,86,16,0,0,0,1,0,0,0,1,0,1466,0,2025,6,19,12,3,2,False,False,False,False,False,False,170,25,5,2,-0.587785,-0.809017,1.22465e-16,-1,7,7,0,1,-0.866025,0.5,4,6,1.22465e-16,-1,0.5,-0.866025,2,0,0.587785,0.809017,0.5,0.866025,3,2,-0.951057,0.309017,1.22465e-16,-1,5,9,-0.587785,-0.809017,-0.866025,-0.5,2,0,0.587785,0.809017,0.5,0.866025,0,1,0.951057,-0.309017,-0.5,0.866025,0,0,1.22465e-16,-1,-0.5,-0.866025,0,1,0.951057,-0.309017,1,6.12323e-17,0,1,0.587785,-0.809017,-0.866025,0.5,1,0,1.22465e-16,-1,-0.5,-0.866025,0,1,-0.951057,0.309017,-0.866025,0.5,0,0,0,1,0,1,0,0,0,1,0.866025,0.5,1,0,-0.587785,0.809017,1,6.12323e-17,8,11,1,8,3,7,2,1,11,2,5,6,3,11,0,3,6,10,8,11,1,8,4,7,7,11,1,8,4,7,7,0,9,7,9,8,0,0,0,0,0,0,0
4,2025-06-19 13:34:44.405529+08:00,2025-06-19 13:34:44.405529+08:00,0,48,45,27,8,18,11,4,1,50,95,86,16,0,0,0,1,0,0,0,1,0,3719,0,2025,6,19,13,3,2,False,False,False,False,False,False,170,25,9,7,-0.951057,-0.309017,-0.5,-0.866025,7,7,0,1,-0.866025,0.5,4,6,1.22465e-16,-1,0.5,-0.866025,1,5,0.951057,0.309017,0.866025,0.5,3,2,-0.951057,0.309017,1.22465e-16,-1,5,9,-0.587785,-0.809017,-0.866025,-0.5,2,0,0.587785,0.809017,0.5,0.866025,0,1,0.951057,-0.309017,-0.5,0.866025,0,0,1.22465e-16,-1,-0.5,-0.866025,0,1,0.951057,-0.309017,1,6.12323e-17,0,1,0.587785,-0.809017,-0.866025,0.5,1,0,1.22465e-16,-1,-0.5,-0.866025,0,1,-0.951057,0.309017,-0.866025,0.5,0,0,0,1,0,1,0,0,0,1,0.866025,0.5,1,0,-0.587785,0.809017,1,6.12323e-17,0,11,3,8,3,7,9,1,10,2,5,6,1,11,8,3,6,10,0,11,3,8,4,7,0,11,3,8,4,7,11,0,5,7,9,8,0,0,0,0,0,0,0
5,2025-06-19 14:34:44.405529+08:00,2025-06-19 14:34:44.405529+08:00,0,48,45,27,8,18,11,4,1,34,95,86,16,0,0,0,1,0,0,0,1,0,2862,0,2025,6,19,14,3,2,False,False,False,False,False,False,170,25,9,7,-0.951057,-0.309017,-0.5,-0.866025,7,7,0,1,-0.866025,0.5,4,6,1.22465e-16,-1,0.5,-0.866025,1,5,0.951057,0.309017,0.866025,0.5,3,2,-0.951057,0.309017,1.22465e-16,-1,5,9,-0.587785,-0.809017,-0.866025,-0.5,2,0,0.587785,0.809017,0.5,0.866025,0,1,0.951057,-0.309017,-0.5,0.866025,0,0,1.22465e-16,-1,-0.5,-0.866025,0,1,0.951057,-0.309017,1,6.12323e-17,0,1,0.587785,-0.809017,-0.866025,0.5,1,0,1.22465e-16,-1,-0.5,-0.866025,0,1,-0.951057,0.309017,-0.866025,0.5,0,0,0,1,0,1,0,0,0,1,0.866025,0.5,1,0,-0.587785,0.809017,1,6.12323e-17,0,11,3,8,3,7,9,1,10,2,5,6,1,11,8,3,6,10,0,11,3,8,4,7,0,11,3,8,4,7,11,0,5,7,9,8,0,0,0,0,0,0,0
6,2025-06-19 15:34:44.405529+08:00,2025-06-19 15:34:44.405529+08:00,0,19,45,27,2,18,11,4,1,19,91,86,16,0,0,0,1,0,0,0,1,0,4044,0,2025,6,19,15,3,2,False,False,False,False,False,False,170,25,3,8,-0.951057,0.309017,-0.866025,-0.5,7,7,0,1,-0.866025,0.5,4,6,1.22465e-16,-1,0.5,-0.866025,0,3,0.951057,-0.309017,1,6.12323e-17,3,2,-0.951057,0.309017,1.22465e-16,-1,5,9,-0.587785,-0.809017,-0.866025,-0.5,2,0,0.587785,0.809017,0.5,0.866025,0,1,0.951057,-0.309017,-0.5,0.866025,0,0,1.22465e-16,-1,-0.5,-0.866025,0,1,0.951057,-0.309017,1,6.12323e-17,0,1,0.587785,-0.809017,-0.866025,0.5,1,0,1.22465e-16,-1,-0.5,-0.866025,0,1,-0.951057,0.309017,-0.866025,0.5,0,0,0,1,0,1,0,0,0,1,0.866025,0.5,1,0,-0.587785,0.809017,1,6.12323e-17,4,11,5,8,3,7,5,1,4,2,5,6,6,11,2,3,6,10,4,11,5,8,4,7,4,11,5,8,4,7,10,0,3,7,9,8,0,0,0,0,0,0,0
7,2025-06-19 16:34:44.405529+08:00,2025-06-19 16:34:44.405529+08:00,0,19,45,27,2,18,11,4,1,22,91,86,16,0,0,0,1,0,0,0,1,0,599,0,2025,6,19,16,3,2,False,False,False,False,False,False,170,25,3,8,-0.951057,0.309017,-0.866025,-0.5,7,7,0,1,-0.866025,0.5,4,6,1.22465e-16,-1,0.5,-0.866025,0,3,0.951057,-0.309017,1,6.12323e-17,3,2,-0.951057,0.309017,1.22465e-16,-1,5,9,-0.587785,-0.809017,-0.866025,-0.5,2,0,0.587785,0.809017,0.5,0.866025,0,1,0.951057,-0.309017,-0.5,0.866025,0,0,1.22465e-16,-1,-0.5,-0.866025,0,1,0.951057,-0.309017,1,6.12323e-17,0,1,0.587785,-0.809017,-0.866025,0.5,1,0,1.22465e-16,-1,-0.5,-0.866025,0,1,-0.951057,0.309017,-0.866025,0.5,0,0,0,1,0,1,0,0,0,1,0.866025,0.5,1,0,-0.587785,0.809017,1,6.12323e-17,4,11,5,8,3,7,5,1,4,2,5,6,6,11,2,3,6,10,4,11,5,8,4,7,4,11,5,8,4,7,10,0,3,7,9,8,0,0,0,0,0,0,0
8,2025-06-20 09:34:44.405529+08:00,2025-06-20 09:34:44.405529+08:00,0,47,34,14,7,18,11,4,1,49,71,86,16,0,0,0,1,0,0,0,1,0,4955,0,2025,6,20,9,4,2,False,False,False,False,False,False,171,25,9,5,-0.951057,-0.309017,0.5,-0.866025,5,9,-0.587785,-0.809017,-0.866025,-0.5,2,3,0.587785,0.809017,1,6.12323e-17,1,4,0.951057,0.309017,0,1,3,2,-0.951057,0.309017,1.22465e-16,-1,5,9,-0.587785,-0.809017,-0.866025,-0.5,2,0,0.587785,0.809017,0.5,0.866025,0,1,0.951057,-0.309017,-0.5,0.866025,0,0,1.22465e-16,-1,-0.5,-0.866025,0,1,0.951057,-0.309017,1,6.12323e-17,0,1,0.587785,-0.809017,-0.866025,0.5,1,0,1.22465e-16,-1,-0.5,-0.866025,0,1,-0.951057,0.309017,-0.866025,0.5,0,0,0,1,0,1,0,0,0,1,0.866025,0.5,1,0,-0.587785,0.809017,1,6.12323e-17,2,4,6,8,3,7,8,5,7,2,5,6,5,6,4,3,6,10,2,4,6,8,4,7,2,4,6,8,4,7,6,10,2,7,9,8,0,0,0,0,0,0,0
9,2025-06-20 10:34:44.405529+08:00,2025-06-20 10:34:44.405529+08:00,0,47,34,14,7,18,11,4,1,35,71,86,16,0,0,0,1,0,0,0,1,0,1339,0,2025,6,20,10,4,2,False,False,False,False,False,False,171,25,9,5,-0.951057,-0.309017,0.5,-0.866025,5,9,-0.587785,-0.809017,-0.866025,-0.5,2,3,0.587785,0.809017,1,6.12323e-17,1,4,0.951057,0.309017,0,1,3,2,-0.951057,0.309017,1.22465e-16,-1,5,9,-0.587785,-0.809017,-0.866025,-0.5,2,0,0.587785,0.809017,0.5,0.866025,0,1,0.951057,-0.309017,-0.5,0.866025,0,0,1.22465e-16,-1,-0.5,-0.866025,0,1,0.951057,-0.309017,1,6.12323e-17,0,1,0.587785,-0.809017,-0.866025,0.5,1,0,1.22465e-16,-1,-0.5,-0.866025,0,1,-0.951057,0.309017,-0.866025,0.5,0,0,0,1,0,1,0,0,0,1,0.866025,0.5,1,0,-0.587785,0.809017,1,6.12323e-17,2,4,6,8,3,7,8,5,7,2,5,6,5,6,4,3,6,10,2,4,6,8,4,7,2,4,6,8,4,7,6,10,2,7,9,8,0,0,0,0,0,0,0
