,time,date,stock_code
0,2025-06-04 04:33:03.270297+08:00,2025-06-04 04:33:03.270297+08:00,HSI
1,2025-06-05 04:33:03.270297+08:00,2025-06-05 04:33:03.270297+08:00,HSI
2,2025-06-06 04:33:03.270297+08:00,2025-06-06 04:33:03.270297+08:00,HSI
3,2025-06-09 04:33:03.270297+08:00,2025-06-09 04:33:03.270297+08:00,HSI
4,2025-06-10 04:33:03.270297+08:00,2025-06-10 04:33:03.270297+08:00,HSI
5,2025-06-11 04:33:03.270297+08:00,2025-06-11 04:33:03.270297+08:00,HSI
6,2025-06-12 04:33:03.270297+08:00,2025-06-12 04:33:03.270297+08:00,HSI
7,2025-06-13 04:33:03.270297+08:00,2025-06-13 04:33:03.270297+08:00,HSI
8,2025-06-16 04:33:03.270297+08:00,2025-06-16 04:33:03.270297+08:00,HSI
9,2025-06-17 04:33:03.270297+08:00,2025-06-17 04:33:03.270297+08:00,HSI
10,2025-06-18 04:33:03.270297+08:00,2025-06-18 04:33:03.270297+08:00,HSI
11,2025-06-19 04:33:03.270297+08:00,2025-06-19 04:33:03.270297+08:00,HSI
12,2025-06-20 04:33:03.270297+08:00,2025-06-20 04:33:03.270297+08:00,HSI
13,2025-06-23 04:33:03.270297+08:00,2025-06-23 04:33:03.270297+08:00,HSI
14,2025-06-24 04:33:03.270297+08:00,2025-06-24 04:33:03.270297+08:00,HSI
15,2025-06-25 04:33:03.270297+08:00,2025-06-25 04:33:03.270297+08:00,HSI
16,2025-06-26 04:33:03.270297+08:00,2025-06-26 04:33:03.270297+08:00,HSI
17,2025-06-27 04:33:03.270297+08:00,2025-06-27 04:33:03.270297+08:00,HSI
18,2025-06-30 04:33:03.270297+08:00,2025-06-30 04:33:03.270297+08:00,HSI
19,2025-07-01 04:33:03.270297+08:00,2025-07-01 04:33:03.270297+08:00,HSI
20,2025-07-02 04:33:03.270297+08:00,2025-07-02 04:33:03.270297+08:00,HSI
21,2025-07-03 04:33:03.270297+08:00,2025-07-03 04:33:03.270297+08:00,HSI
22,2025-07-04 04:33:03.270297+08:00,2025-07-04 04:33:03.270297+08:00,HSI
23,2025-07-07 04:33:03.270297+08:00,2025-07-07 04:33:03.270297+08:00,HSI
24,2025-07-08 04:33:03.270297+08:00,2025-07-08 04:33:03.270297+08:00,HSI
