,date,weekday
0,2025-06-04 04:16:24.178158+08:00,Wednesday
1,2025-06-05 04:16:24.178158+08:00,Thursday
2,2025-06-06 04:16:24.178158+08:00,Friday
3,2025-06-09 04:16:24.178158+08:00,Monday
4,2025-06-10 04:16:24.178158+08:00,Tuesday
5,2025-06-11 04:16:24.178158+08:00,Wednesday
6,2025-06-12 04:16:24.178158+08:00,Thursday
7,2025-06-13 04:16:24.178158+08:00,Friday
8,2025-06-16 04:16:24.178158+08:00,Monday
9,2025-06-17 04:16:24.178158+08:00,Tuesday
10,2025-06-18 04:16:24.178158+08:00,Wednesday
11,2025-06-19 04:16:24.178158+08:00,Thursday
12,2025-06-20 04:16:24.178158+08:00,Friday
13,2025-06-23 04:16:24.178158+08:00,Monday
14,2025-06-24 04:16:24.178158+08:00,Tuesday
15,2025-06-25 04:16:24.178158+08:00,Wednesday
16,2025-06-26 04:16:24.178158+08:00,Thursday
17,2025-06-27 04:16:24.178158+08:00,Friday
18,2025-06-30 04:16:24.178158+08:00,Monday
19,2025-07-01 04:16:24.178158+08:00,Tuesday
20,2025-07-02 04:16:24.178158+08:00,Wednesday
21,2025-07-03 04:16:24.178158+08:00,Thursday
22,2025-07-04 04:16:24.178158+08:00,Friday
23,2025-07-07 04:16:24.178158+08:00,Monday
24,2025-07-08 04:16:24.178158+08:00,Tuesday
25,2025-07-09 04:16:24.178158+08:00,Wednesday
26,2025-07-10 04:16:24.178158+08:00,Thursday
27,2025-07-11 04:16:24.178158+08:00,Friday
28,2025-07-14 04:16:24.178158+08:00,Monday
29,2025-07-15 04:16:24.178158+08:00,Tuesday
30,2025-07-16 04:16:24.178158+08:00,Wednesday
31,2025-07-17 04:16:24.178158+08:00,Thursday
32,2025-07-18 04:16:24.178158+08:00,Friday
33,2025-07-21 04:16:24.178158+08:00,Monday
34,2025-07-22 04:16:24.178158+08:00,Tuesday
35,2025-07-23 04:16:24.178158+08:00,Wednesday
36,2025-07-24 04:16:24.178158+08:00,Thursday
37,2025-07-25 04:16:24.178158+08:00,Friday
38,2025-07-28 04:16:24.178158+08:00,Monday
39,2025-07-29 04:16:24.178158+08:00,Tuesday
40,2025-07-30 04:16:24.178158+08:00,Wednesday
41,2025-07-31 04:16:24.178158+08:00,Thursday
42,2025-08-01 04:16:24.178158+08:00,Friday
43,2025-08-04 04:16:24.178158+08:00,Monday
44,2025-08-05 04:16:24.178158+08:00,Tuesday
45,2025-08-06 04:16:24.178158+08:00,Wednesday
46,2025-08-07 04:16:24.178158+08:00,Thursday
47,2025-08-08 04:16:24.178158+08:00,Friday
48,2025-08-11 04:16:24.178158+08:00,Monday
49,2025-08-12 04:16:24.178158+08:00,Tuesday
50,2025-08-13 04:16:24.178158+08:00,Wednesday
51,2025-08-14 04:16:24.178158+08:00,Thursday
52,2025-08-15 04:16:24.178158+08:00,Friday
53,2025-08-18 04:16:24.178158+08:00,Monday
54,2025-08-19 04:16:24.178158+08:00,Tuesday
55,2025-08-20 04:16:24.178158+08:00,Wednesday
56,2025-08-21 04:16:24.178158+08:00,Thursday
57,2025-08-22 04:16:24.178158+08:00,Friday
58,2025-08-25 04:16:24.178158+08:00,Monday
59,2025-08-26 04:16:24.178158+08:00,Tuesday
60,2025-08-27 04:16:24.178158+08:00,Wednesday
61,2025-08-28 04:16:24.178158+08:00,Thursday
62,2025-08-29 04:16:24.178158+08:00,Friday
63,2025-09-01 04:16:24.178158+08:00,Monday
