,time,Open_x,High_x,Low_x,Close_x,stock_code_x,ric_code_x,uuid_x,last_modified_date_x,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,year,month,day,hour,dayofweek,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,dayofyear,weekofyear,current_hour_pillar_heavenly,current_hour_pillar_earthly,current_hour_pillar_heavenly_sin,current_hour_pillar_heavenly_cos,current_hour_pillar_earthly_sin,current_hour_pillar_earthly_cos,current_day_pillar_heavenly,current_day_pillar_earthly,current_day_pillar_heavenly_sin,current_day_pillar_heavenly_cos,current_day_pillar_earthly_sin,current_day_pillar_earthly_cos,current_day_pillar_minus_heavenly,current_day_pillar_minus_earthly,current_day_pillar_minus_heavenly_sin,current_day_pillar_minus_heavenly_cos,current_day_pillar_minus_earthly_sin,current_day_pillar_minus_earthly_cos,current_hour_pillar_minus_heavenly,current_hour_pillar_minus_earthly,current_hour_pillar_minus_heavenly_sin,current_hour_pillar_minus_heavenly_cos,current_hour_pillar_minus_earthly_sin,current_hour_pillar_minus_earthly_cos,current_month_pillar_heavenly,current_month_pillar_earthly,current_month_pillar_heavenly_sin,current_month_pillar_heavenly_cos,current_month_pillar_earthly_sin,current_month_pillar_earthly_cos,current_year_pillar_heavenly,current_year_pillar_earthly,current_year_pillar_heavenly_sin,current_year_pillar_heavenly_cos,current_year_pillar_earthly_sin,current_year_pillar_earthly_cos,current_year_pillar_minus_heavenly,current_year_pillar_minus_earthly,current_year_pillar_minus_heavenly_sin,current_year_pillar_minus_heavenly_cos,current_year_pillar_minus_earthly_sin,current_year_pillar_minus_earthly_cos,current_month_pillar_minus_heavenly,current_month_pillar_minus_earthly,current_month_pillar_minus_heavenly_sin,current_month_pillar_minus_heavenly_cos,current_month_pillar_minus_earthly_sin,current_month_pillar_minus_earthly_cos,base_year_pillar_heavenly,base_year_pillar_earthly,base_year_pillar_heavenly_sin,base_year_pillar_heavenly_cos,base_year_pillar_earthly_sin,base_year_pillar_earthly_cos,base_month_pillar_heavenly,base_month_pillar_earthly,base_month_pillar_heavenly_sin,base_month_pillar_heavenly_cos,base_month_pillar_earthly_sin,base_month_pillar_earthly_cos,base_day_pillar_heavenly,base_day_pillar_earthly,base_day_pillar_heavenly_sin,base_day_pillar_heavenly_cos,base_day_pillar_earthly_sin,base_day_pillar_earthly_cos,base_hour_pillar_heavenly,base_hour_pillar_earthly,base_hour_pillar_heavenly_sin,base_hour_pillar_heavenly_cos,base_hour_pillar_earthly_sin,base_hour_pillar_earthly_cos,base_month_pillar_minus_heavenly,base_month_pillar_minus_earthly,base_month_pillar_minus_heavenly_sin,base_month_pillar_minus_heavenly_cos,base_month_pillar_minus_earthly_sin,base_month_pillar_minus_earthly_cos,base_hour_pillar_minus_heavenly,base_hour_pillar_minus_earthly,base_hour_pillar_minus_heavenly_sin,base_hour_pillar_minus_heavenly_cos,base_hour_pillar_minus_earthly_sin,base_hour_pillar_minus_earthly_cos,base_year_pillar_minus_heavenly,base_year_pillar_minus_earthly,base_year_pillar_minus_heavenly_sin,base_year_pillar_minus_heavenly_cos,base_year_pillar_minus_earthly_sin,base_year_pillar_minus_earthly_cos,base_day_pillar_minus_heavenly,base_day_pillar_minus_earthly,base_day_pillar_minus_heavenly_sin,base_day_pillar_minus_heavenly_cos,base_day_pillar_minus_earthly_sin,base_day_pillar_minus_earthly_cos,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus,Open_y,High_y,Low_y,Close_y,stock_code_y,ric_code_y,uuid_y,last_modified_date_y,target
247,2019-04-03 11:00:00+08:00,29945,29950,29860,29941,0,0,664,0,6,17,32,1,18,5,10,0,6,69,14,16,0,0,0,0,0,0,0,0,2019,4,3,11,2,2,False,False,False,False,False,False,93,14,3,0,-0.951057,0.309017,1.22465e-16,-1,2,11,0.587785,0.809017,-1,-1.83697e-16,5,5,-0.587785,-0.809017,0.866025,0.5,0,1,0.951057,-0.309017,-0.5,0.866025,3,2,-0.951057,0.309017,1.22465e-16,-1,4,1,1.22465e-16,-1,-0.5,0.866025,7,1,0,1,1.22465e-16,-1,0,0,0.951057,-0.309017,0.5,0.866025,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,3,2,2,4,11,2,5,1,6,2,0,2,8,1,5,3,11,2,6,2,10,3,9,3,10,4,8,6,1,1,2,2,4,4,1,29945,29950,29860,29941,0,0,664,0,29969
248,2019-04-03 13:00:00+08:00,29938,30020,29909,29969,0,0,1915,0,17,17,32,18,18,5,10,0,17,33,14,16,0,0,0,0,0,0,0,0,2019,4,3,13,2,2,False,False,False,False,False,False,93,14,8,2,-0.587785,0.809017,-0.5,-0.866025,2,11,0.587785,0.809017,-1,-1.83697e-16,5,5,-0.587785,-0.809017,0.866025,0.5,6,3,0.587785,-0.809017,0,1,3,2,-0.951057,0.309017,1.22465e-16,-1,4,1,1.22465e-16,-1,-0.5,0.866025,7,1,0,1,1.22465e-16,-1,0,0,0.951057,-0.309017,0.5,0.866025,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,3,3,3,2,4,11,0,5,3,6,2,0,3,8,4,5,3,11,3,6,3,10,3,9,0,10,3,8,6,1,0,2,1,4,4,1,29938,30020,29909,29969,0,0,1915,0,29963
249,2019-04-03 15:00:00+08:00,29969,30059,29952,29963,0,0,3319,0,15,17,32,12,18,5,10,0,15,35,14,16,0,0,0,0,0,0,0,0,2019,4,3,15,2,2,False,False,False,False,False,False,93,14,7,3,0,1,-0.866025,-0.5,2,11,0.587785,0.809017,-1,-1.83697e-16,5,5,-0.587785,-0.809017,0.866025,0.5,4,0,1.22465e-16,-1,0.5,0.866025,3,2,-0.951057,0.309017,1.22465e-16,-1,4,1,1.22465e-16,-1,-0.5,0.866025,7,1,0,1,1.22465e-16,-1,0,0,0.951057,-0.309017,0.5,0.866025,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,1,3,5,2,4,11,1,5,0,6,2,0,0,8,5,5,3,11,1,6,5,10,3,9,2,10,0,8,6,1,2,2,0,4,4,1,29969,30059,29952,29963,0,0,3319,0,29911
250,2019-04-04 09:00:00+08:00,30020,30104,29899,29911,0,0,1480,0,16,58,7,20,18,5,10,0,16,117,14,16,0,0,0,0,0,0,0,0,2019,4,4,9,3,2,False,False,False,False,False,False,94,14,8,1,-0.587785,0.809017,0.5,-0.866025,9,8,-0.951057,-0.309017,-0.5,-0.866025,1,4,0.951057,0.309017,0,1,6,5,0.587785,-0.809017,-0.866025,0.5,3,2,-0.951057,0.309017,1.22465e-16,-1,4,1,1.22465e-16,-1,-0.5,0.866025,7,1,0,1,1.22465e-16,-1,0,0,0.951057,-0.309017,0.5,0.866025,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,2,9,0,2,4,11,3,1,4,6,2,0,1,9,0,5,3,11,0,11,0,10,3,9,1,0,5,8,6,1,3,0,5,4,4,1,30020,30104,29899,29911,0,0,1480,0,29888
251,2019-04-04 11:00:00+08:00,29910,29916,29810,29888,0,0,5446,0,14,9,56,13,18,5,10,0,14,119,14,16,0,0,0,0,0,0,0,0,2019,4,4,11,3,2,False,False,False,False,False,False,94,14,7,0,0,1,1.22465e-16,-1,1,7,0.951057,0.309017,-0.866025,0.5,9,3,-0.951057,-0.309017,1,6.12323e-17,4,1,1.22465e-16,-1,-0.5,0.866025,3,2,-0.951057,0.309017,1.22465e-16,-1,4,1,1.22465e-16,-1,-0.5,0.866025,7,1,0,1,1.22465e-16,-1,0,0,0.951057,-0.309017,0.5,0.866025,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,1,2,2,4,11,2,9,1,6,2,0,2,0,1,5,3,11,2,1,2,10,3,9,3,11,4,8,6,1,1,9,2,4,4,1,29910,29916,29810,29888,0,0,5446,0,29915
252,2019-04-04 13:00:00+08:00,29888,29940,29862,29915,0,0,3914,0,5,9,56,15,18,5,10,0,5,23,14,16,0,0,0,0,0,0,0,0,2019,4,4,13,3,2,False,False,False,False,False,False,94,14,2,2,0.587785,0.809017,-0.5,-0.866025,1,7,0.951057,0.309017,-0.866025,0.5,9,3,-0.951057,-0.309017,1,6.12323e-17,5,3,-0.587785,-0.809017,0,1,3,2,-0.951057,0.309017,1.22465e-16,-1,4,1,1.22465e-16,-1,-0.5,0.866025,7,1,0,1,1.22465e-16,-1,0,0,0.951057,-0.309017,0.5,0.866025,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,3,1,3,2,4,11,0,9,3,6,2,0,3,0,4,5,3,11,3,1,3,10,3,9,0,11,3,8,6,1,0,9,1,4,4,1,29888,29940,29862,29915,0,0,3914,0,30003
253,2019-04-04 15:00:00+08:00,29916,30044,29893,30003,0,0,2339,0,3,9,56,27,18,5,10,0,3,19,14,16,0,0,0,0,0,0,0,0,2019,4,4,15,3,2,False,False,False,False,False,False,94,14,1,3,0.951057,0.309017,-0.866025,-0.5,1,7,0.951057,0.309017,-0.866025,0.5,9,3,-0.951057,-0.309017,1,6.12323e-17,9,0,-0.951057,-0.309017,0.5,0.866025,3,2,-0.951057,0.309017,1.22465e-16,-1,4,1,1.22465e-16,-1,-0.5,0.866025,7,1,0,1,1.22465e-16,-1,0,0,0.951057,-0.309017,0.5,0.866025,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,1,1,5,2,4,11,1,9,0,6,2,0,0,0,5,5,3,11,1,1,5,10,3,9,2,11,0,8,6,1,2,9,0,4,4,1,29916,30044,29893,30003,0,0,2339,0,30138
254,2019-04-08 09:00:00+08:00,30155,30220,30047,30138,0,0,470,0,18,13,35,5,41,5,10,48,18,28,82,18,0,0,0,0,0,0,0,0,2019,4,8,9,0,2,False,False,False,False,False,False,98,15,9,1,-0.951057,-0.309017,0.5,-0.866025,2,1,0.587785,0.809017,-0.5,0.866025,5,10,-0.587785,-0.809017,0.866025,-0.5,1,5,0.951057,0.309017,-0.866025,0.5,6,10,0.587785,-0.809017,0.866025,-0.5,4,1,1.22465e-16,-1,-0.5,0.866025,7,1,0,1,1.22465e-16,-1,8,1,-0.587785,0.809017,-0.5,0.866025,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,2,6,0,0,4,6,3,2,4,11,2,2,1,4,0,1,3,4,0,3,0,0,3,3,1,7,5,9,6,7,3,5,5,11,4,5,30155,30220,30047,30138,0,0,470,0,30058
255,2019-04-08 11:00:00+08:00,30138,30149,30026,30058,0,0,5845,0,6,32,16,1,41,5,10,48,6,24,106,18,0,0,0,0,0,0,0,0,2019,4,8,11,0,2,False,False,False,False,False,False,98,15,3,0,-0.951057,0.309017,1.22465e-16,-1,5,5,-0.587785,-0.809017,0.866025,0.5,2,8,0.587785,0.809017,-0.5,-0.866025,0,1,0.951057,-0.309017,-0.5,0.866025,6,10,0.587785,-0.809017,0.866025,-0.5,4,1,1.22465e-16,-1,-0.5,0.866025,7,1,0,1,1.22465e-16,-1,8,1,-0.587785,0.809017,-0.5,0.866025,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,10,2,0,4,6,2,4,1,11,2,2,2,7,1,1,3,4,2,2,2,0,3,3,3,3,4,9,6,7,1,6,2,11,4,5,30138,30149,30026,30058,0,0,5845,0,30086
256,2019-04-08 13:00:00+08:00,30059,30119,29965,30086,0,0,3401,0,17,32,16,18,41,5,10,48,17,60,106,18,0,0,0,0,0,0,0,0,2019,4,8,13,0,2,False,False,False,False,False,False,98,15,8,2,-0.587785,0.809017,-0.5,-0.866025,5,5,-0.587785,-0.809017,0.866025,0.5,2,8,0.587785,0.809017,-0.5,-0.866025,6,3,0.587785,-0.809017,0,1,6,10,0.587785,-0.809017,0.866025,-0.5,4,1,1.22465e-16,-1,-0.5,0.866025,7,1,0,1,1.22465e-16,-1,8,1,-0.587785,0.809017,-0.5,0.866025,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,3,10,3,0,4,6,0,4,3,11,2,2,3,7,4,1,3,4,3,2,3,0,3,3,0,3,3,9,6,7,0,6,1,11,4,5,30059,30119,29965,30086,0,0,3401,0,30127
257,2019-04-08 15:00:00+08:00,30088,30143,30062,30127,0,0,1687,0,15,32,16,12,41,5,10,48,15,65,106,18,0,0,0,0,0,0,0,0,2019,4,8,15,0,2,False,False,False,False,False,False,98,15,7,3,0,1,-0.866025,-0.5,5,5,-0.587785,-0.809017,0.866025,0.5,2,8,0.587785,0.809017,-0.5,-0.866025,4,0,1.22465e-16,-1,0.5,0.866025,6,10,0.587785,-0.809017,0.866025,-0.5,4,1,1.22465e-16,-1,-0.5,0.866025,7,1,0,1,1.22465e-16,-1,8,1,-0.587785,0.809017,-0.5,0.866025,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,1,10,5,0,4,6,1,4,0,11,2,2,0,7,5,1,3,4,1,2,5,0,3,3,2,3,0,9,6,7,2,6,0,11,4,5,30088,30143,30062,30127,0,0,1687,0,30222
258,2019-04-09 09:00:00+08:00,30150,30226,30071,30222,0,0,467,0,16,7,57,20,41,5,10,48,16,12,106,18,0,0,0,0,0,0,0,0,2019,4,9,9,1,2,False,False,False,False,False,False,99,15,8,1,-0.587785,0.809017,0.5,-0.866025,1,4,0.951057,0.309017,0,1,9,6,-0.951057,-0.309017,0.5,-0.866025,6,5,0.587785,-0.809017,-0.866025,0.5,6,10,0.587785,-0.809017,0.866025,-0.5,4,1,1.22465e-16,-1,-0.5,0.866025,7,1,0,1,1.22465e-16,-1,8,1,-0.587785,0.809017,-0.5,0.866025,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,2,7,0,0,4,6,3,8,4,11,2,2,1,10,0,1,3,4,0,5,0,0,3,3,1,6,5,9,6,7,3,3,5,11,4,5,30150,30226,30071,30222,0,0,467,0,30235
259,2019-04-09 11:00:00+08:00,30223,30295,30188,30235,0,0,815,0,14,56,10,13,41,5,10,48,14,17,106,18,0,0,0,0,0,0,0,0,2019,4,9,11,1,2,False,False,False,False,False,False,99,15,7,0,0,1,1.22465e-16,-1,9,3,-0.951057,-0.309017,1,6.12323e-17,1,9,0.951057,0.309017,-0.866025,-0.5,4,1,1.22465e-16,-1,-0.5,0.866025,6,10,0.587785,-0.809017,0.866025,-0.5,4,1,1.22465e-16,-1,-0.5,0.866025,7,1,0,1,1.22465e-16,-1,8,1,-0.587785,0.809017,-0.5,0.866025,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,4,2,0,4,6,2,10,1,11,2,2,2,6,1,1,3,4,2,8,2,0,3,3,3,5,4,9,6,7,1,7,2,11,4,5,30223,30295,30188,30235,0,0,815,0,30205
260,2019-04-09 13:00:00+08:00,30234,30248,30125,30205,0,0,4599,0,5,56,10,15,41,5,10,48,5,113,106,18,0,0,0,0,0,0,0,0,2019,4,9,13,1,2,False,False,False,False,False,False,99,15,2,2,0.587785,0.809017,-0.5,-0.866025,9,3,-0.951057,-0.309017,1,6.12323e-17,1,9,0.951057,0.309017,-0.866025,-0.5,5,3,-0.587785,-0.809017,0,1,6,10,0.587785,-0.809017,0.866025,-0.5,4,1,1.22465e-16,-1,-0.5,0.866025,7,1,0,1,1.22465e-16,-1,8,1,-0.587785,0.809017,-0.5,0.866025,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,3,4,3,0,4,6,0,10,3,11,2,2,3,6,4,1,3,4,3,8,3,0,3,3,0,5,3,9,6,7,0,7,1,11,4,5,30234,30248,30125,30205,0,0,4599,0,30204
261,2019-04-09 15:00:00+08:00,30205,30224,30165,30204,0,0,2747,0,3,56,10,27,41,5,10,48,3,111,106,18,0,0,0,0,0,0,0,0,2019,4,9,15,1,2,False,False,False,False,False,False,99,15,1,3,0.951057,0.309017,-0.866025,-0.5,9,3,-0.951057,-0.309017,1,6.12323e-17,1,9,0.951057,0.309017,-0.866025,-0.5,9,0,-0.951057,-0.309017,0.5,0.866025,6,10,0.587785,-0.809017,0.866025,-0.5,4,1,1.22465e-16,-1,-0.5,0.866025,7,1,0,1,1.22465e-16,-1,8,1,-0.587785,0.809017,-0.5,0.866025,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,1,4,5,0,4,6,1,10,0,11,2,2,0,6,5,1,3,4,1,8,5,0,3,3,2,5,0,9,6,7,2,7,0,11,4,5,30205,30224,30165,30204,0,0,2747,0,30066
262,2019-04-10 09:00:00+08:00,30094,30145,29944,30066,0,0,2223,0,4,0,18,17,41,5,10,48,4,5,106,18,0,0,0,0,0,0,0,0,2019,4,10,9,2,2,False,False,False,False,False,False,100,15,2,1,0.587785,0.809017,0.5,-0.866025,0,0,0.951057,-0.309017,0.5,0.866025,3,2,-0.951057,0.309017,1.22465e-16,-1,5,5,-0.587785,-0.809017,-0.866025,0.5,6,10,0.587785,-0.809017,0.866025,-0.5,4,1,1.22465e-16,-1,-0.5,0.866025,7,1,0,1,1.22465e-16,-1,8,1,-0.587785,0.809017,-0.5,0.866025,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,2,11,0,0,4,6,3,0,4,11,2,2,1,11,0,1,3,4,0,9,0,0,3,3,1,1,5,9,6,7,3,1,5,11,4,5,30094,30145,29944,30066,0,0,2223,0,30084
263,2019-04-10 11:00:00+08:00,30067,30120,30037,30084,0,0,2799,0,2,23,5,28,41,5,10,48,2,3,106,18,0,0,0,0,0,0,0,0,2019,4,10,11,2,2,False,False,False,False,False,False,100,15,1,0,0.951057,0.309017,1.22465e-16,-1,3,10,-0.951057,0.309017,0.866025,-0.5,0,11,0.951057,-0.309017,-1,-1.83697e-16,9,1,-0.951057,-0.309017,-0.5,0.866025,6,10,0.587785,-0.809017,0.866025,-0.5,4,1,1.22465e-16,-1,-0.5,0.866025,7,1,0,1,1.22465e-16,-1,8,1,-0.587785,0.809017,-0.5,0.866025,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,0,2,0,4,6,2,11,1,11,2,2,2,1,1,1,3,4,2,0,2,0,3,3,3,9,4,9,6,7,1,11,2,11,4,5,30067,30120,30037,30084,0,0,2799,0,30152
264,2019-04-10 13:00:00+08:00,30085,30192,30073,30152,0,0,1567,0,1,23,5,9,41,5,10,48,1,39,106,18,0,0,0,0,0,0,0,0,2019,4,10,13,2,2,False,False,False,False,False,False,100,15,0,2,0.951057,-0.309017,-0.5,-0.866025,3,10,-0.951057,0.309017,0.866025,-0.5,0,11,0.951057,-0.309017,-1,-1.83697e-16,3,3,-0.951057,0.309017,0,1,6,10,0.587785,-0.809017,0.866025,-0.5,4,1,1.22465e-16,-1,-0.5,0.866025,7,1,0,1,1.22465e-16,-1,8,1,-0.587785,0.809017,-0.5,0.866025,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,3,0,3,0,4,6,0,11,3,11,2,2,3,1,4,1,3,4,3,0,3,0,3,3,0,9,3,9,6,7,0,11,1,11,4,5,30085,30192,30073,30152,0,0,1567,0,30121
265,2019-04-10 15:00:00+08:00,30151,30186,30097,30121,0,0,5477,0,13,23,5,24,41,5,10,48,13,46,106,18,0,0,0,0,0,0,0,0,2019,4,10,15,2,2,False,False,False,False,False,False,100,15,6,3,0.587785,-0.809017,-0.866025,-0.5,3,10,-0.951057,0.309017,0.866025,-0.5,0,11,0.951057,-0.309017,-1,-1.83697e-16,8,0,-0.587785,0.809017,0.5,0.866025,6,10,0.587785,-0.809017,0.866025,-0.5,4,1,1.22465e-16,-1,-0.5,0.866025,7,1,0,1,1.22465e-16,-1,8,1,-0.587785,0.809017,-0.5,0.866025,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,1,0,5,0,4,6,1,11,0,11,2,2,0,1,5,1,3,4,1,0,5,0,3,3,2,9,0,9,6,7,2,11,0,11,4,5,30151,30186,30097,30121,0,0,5477,0,29911
