,time,Open_x,High_x,Low_x,Close_x,stock_code_x,ric_code_x,uuid_x,last_modified_date_x,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,year,month,day,hour,dayofweek,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,dayofyear,weekofyear,current_hour_pillar_heavenly,current_hour_pillar_earthly,current_hour_pillar_heavenly_sin,current_hour_pillar_heavenly_cos,current_hour_pillar_earthly_sin,current_hour_pillar_earthly_cos,current_day_pillar_heavenly,current_day_pillar_earthly,current_day_pillar_heavenly_sin,current_day_pillar_heavenly_cos,current_day_pillar_earthly_sin,current_day_pillar_earthly_cos,current_day_pillar_minus_heavenly,current_day_pillar_minus_earthly,current_day_pillar_minus_heavenly_sin,current_day_pillar_minus_heavenly_cos,current_day_pillar_minus_earthly_sin,current_day_pillar_minus_earthly_cos,current_hour_pillar_minus_heavenly,current_hour_pillar_minus_earthly,current_hour_pillar_minus_heavenly_sin,current_hour_pillar_minus_heavenly_cos,current_hour_pillar_minus_earthly_sin,current_hour_pillar_minus_earthly_cos,current_month_pillar_heavenly,current_month_pillar_earthly,current_month_pillar_heavenly_sin,current_month_pillar_heavenly_cos,current_month_pillar_earthly_sin,current_month_pillar_earthly_cos,current_year_pillar_heavenly,current_year_pillar_earthly,current_year_pillar_heavenly_sin,current_year_pillar_heavenly_cos,current_year_pillar_earthly_sin,current_year_pillar_earthly_cos,current_year_pillar_minus_heavenly,current_year_pillar_minus_earthly,current_year_pillar_minus_heavenly_sin,current_year_pillar_minus_heavenly_cos,current_year_pillar_minus_earthly_sin,current_year_pillar_minus_earthly_cos,current_month_pillar_minus_heavenly,current_month_pillar_minus_earthly,current_month_pillar_minus_heavenly_sin,current_month_pillar_minus_heavenly_cos,current_month_pillar_minus_earthly_sin,current_month_pillar_minus_earthly_cos,base_year_pillar_heavenly,base_year_pillar_earthly,base_year_pillar_heavenly_sin,base_year_pillar_heavenly_cos,base_year_pillar_earthly_sin,base_year_pillar_earthly_cos,base_month_pillar_heavenly,base_month_pillar_earthly,base_month_pillar_heavenly_sin,base_month_pillar_heavenly_cos,base_month_pillar_earthly_sin,base_month_pillar_earthly_cos,base_day_pillar_heavenly,base_day_pillar_earthly,base_day_pillar_heavenly_sin,base_day_pillar_heavenly_cos,base_day_pillar_earthly_sin,base_day_pillar_earthly_cos,base_hour_pillar_heavenly,base_hour_pillar_earthly,base_hour_pillar_heavenly_sin,base_hour_pillar_heavenly_cos,base_hour_pillar_earthly_sin,base_hour_pillar_earthly_cos,base_month_pillar_minus_heavenly,base_month_pillar_minus_earthly,base_month_pillar_minus_heavenly_sin,base_month_pillar_minus_heavenly_cos,base_month_pillar_minus_earthly_sin,base_month_pillar_minus_earthly_cos,base_hour_pillar_minus_heavenly,base_hour_pillar_minus_earthly,base_hour_pillar_minus_heavenly_sin,base_hour_pillar_minus_heavenly_cos,base_hour_pillar_minus_earthly_sin,base_hour_pillar_minus_earthly_cos,base_year_pillar_minus_heavenly,base_year_pillar_minus_earthly,base_year_pillar_minus_heavenly_sin,base_year_pillar_minus_heavenly_cos,base_year_pillar_minus_earthly_sin,base_year_pillar_minus_earthly_cos,base_day_pillar_minus_heavenly,base_day_pillar_minus_earthly,base_day_pillar_minus_heavenly_sin,base_day_pillar_minus_heavenly_cos,base_day_pillar_minus_earthly_sin,base_day_pillar_minus_earthly_cos,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus,Open_y,High_y,Low_y,Close_y,stock_code_y,ric_code_y,uuid_y,last_modified_date_y,target
492,2019-07-08 13:00:00+08:00,28324,28327,28222,28249,0,0,5844,0,5,59,11,16,58,10,4,7,5,117,116,15,0,0,0,0,0,0,0,0,2019,7,8,13,0,3,False,False,False,False,False,False,189,28,2,2,0.587785,0.809017,-0.5,-0.866025,9,11,-0.951057,-0.309017,-1,-1.83697e-16,1,10,0.951057,0.309017,0.866025,-0.5,5,4,-0.587785,-0.809017,0.866025,0.5,9,8,-0.951057,-0.309017,-0.5,-0.866025,7,5,0,1,0.866025,0.5,4,7,1.22465e-16,-1,-0.5,-0.866025,1,4,0.951057,0.309017,0,1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,3,3,4,9,8,7,0,5,2,1,3,8,3,8,3,9,6,10,3,6,1,11,2,5,0,10,1,0,3,6,0,2,3,0,5,3,28324,28327,28222,28249,0,0,5844,0,28360
493,2019-07-08 15:00:00+08:00,28249,28389,28243,28360,0,0,1093,0,3,59,11,29,58,10,4,7,3,119,116,15,0,0,0,0,0,0,0,0,2019,7,8,15,0,3,False,False,False,False,False,False,189,28,1,3,0.951057,0.309017,-0.866025,-0.5,9,11,-0.951057,-0.309017,-1,-1.83697e-16,1,10,0.951057,0.309017,0.866025,-0.5,9,2,-0.951057,-0.309017,1,6.12323e-17,9,8,-0.951057,-0.309017,-0.5,-0.866025,7,5,0,1,0.866025,0.5,4,7,1.22465e-16,-1,-0.5,-0.866025,1,4,0.951057,0.309017,0,1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,1,3,1,9,8,7,1,5,5,1,3,8,0,8,2,9,6,10,1,6,4,11,2,5,2,10,2,0,3,6,2,2,4,0,5,3,28249,28389,28243,28360,0,0,1093,0,28168
494,2019-07-09 09:00:00+08:00,28368,28414,28144,28168,0,0,32,0,4,4,20,15,58,10,4,7,4,9,116,15,0,0,0,0,0,0,0,0,2019,7,9,9,1,3,False,False,False,False,False,False,190,28,2,1,0.587785,0.809017,0.5,-0.866025,0,8,0.951057,-0.309017,-0.5,-0.866025,3,5,-0.951057,0.309017,0.866025,0.5,5,3,-0.587785,-0.809017,0,1,9,8,-0.951057,-0.309017,-0.5,-0.866025,7,5,0,1,0.866025,0.5,4,7,1.22465e-16,-1,-0.5,-0.866025,1,4,0.951057,0.309017,0,1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,2,9,3,9,8,7,3,1,3,1,3,8,1,9,4,9,6,10,0,11,3,11,2,5,1,0,3,0,3,6,3,0,1,0,5,3,28368,28414,28144,28168,0,0,32,0,28129
495,2019-07-09 11:00:00+08:00,28168,28176,28091,28129,0,0,2324,0,2,21,3,27,58,10,4,7,2,11,116,15,0,0,0,0,0,0,0,0,2019,7,9,11,1,3,False,False,False,False,False,False,190,28,1,0,0.951057,0.309017,1.22465e-16,-1,3,7,-0.951057,0.309017,-0.866025,0.5,0,6,0.951057,-0.309017,0.5,-0.866025,9,0,-0.951057,-0.309017,0.5,0.866025,9,8,-0.951057,-0.309017,-0.5,-0.866025,7,5,0,1,0.866025,0.5,4,7,1.22465e-16,-1,-0.5,-0.866025,1,4,0.951057,0.309017,0,1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,1,5,9,8,7,2,9,0,1,3,8,2,0,5,9,6,10,2,1,5,11,2,5,3,11,0,0,3,6,1,9,0,0,5,3,28168,28176,28091,28129,0,0,2324,0,28167
496,2019-07-09 13:00:00+08:00,28127,28207,28117,28167,0,0,5812,0,1,21,3,10,58,10,4,7,1,47,116,15,0,0,0,0,0,0,0,0,2019,7,9,13,1,3,False,False,False,False,False,False,190,28,0,2,0.951057,-0.309017,-0.5,-0.866025,3,7,-0.951057,0.309017,-0.866025,0.5,0,6,0.951057,-0.309017,0.5,-0.866025,3,4,-0.951057,0.309017,0.866025,0.5,9,8,-0.951057,-0.309017,-0.5,-0.866025,7,5,0,1,0.866025,0.5,4,7,1.22465e-16,-1,-0.5,-0.866025,1,4,0.951057,0.309017,0,1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,3,1,4,9,8,7,0,9,2,1,3,8,3,0,3,9,6,10,3,1,1,11,2,5,0,11,1,0,3,6,0,9,3,0,5,3,28127,28207,28117,28167,0,0,5812,0,28103
497,2019-07-09 15:00:00+08:00,28166,28174,28101,28103,0,0,142,0,13,21,3,26,58,10,4,7,13,43,116,15,0,0,0,0,0,0,0,0,2019,7,9,15,1,3,False,False,False,False,False,False,190,28,6,3,0.587785,-0.809017,-0.866025,-0.5,3,7,-0.951057,0.309017,-0.866025,0.5,0,6,0.951057,-0.309017,0.5,-0.866025,8,2,-0.587785,0.809017,1,6.12323e-17,9,8,-0.951057,-0.309017,-0.5,-0.866025,7,5,0,1,0.866025,0.5,4,7,1.22465e-16,-1,-0.5,-0.866025,1,4,0.951057,0.309017,0,1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,1,1,1,9,8,7,1,9,5,1,3,8,0,0,2,9,6,10,1,1,4,11,2,5,2,11,2,0,3,6,2,9,4,0,5,3,28166,28174,28101,28103,0,0,142,0,28247
498,2019-07-10 09:00:00+08:00,28299,28345,28147,28247,0,0,4391,0,0,40,50,9,58,10,4,7,0,83,116,15,0,0,0,0,0,0,0,0,2019,7,10,9,2,3,False,False,False,False,False,False,191,28,0,1,0.951057,-0.309017,0.5,-0.866025,6,9,0.587785,-0.809017,-0.866025,-0.5,8,3,-0.587785,0.809017,1,6.12323e-17,3,3,-0.951057,0.309017,0,1,9,8,-0.951057,-0.309017,-0.5,-0.866025,7,5,0,1,0.866025,0.5,4,7,1.22465e-16,-1,-0.5,-0.866025,1,4,0.951057,0.309017,0,1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,2,5,3,9,8,7,3,3,3,1,3,8,1,2,4,9,6,10,0,7,3,11,2,5,1,4,3,0,3,6,3,8,1,0,5,3,28299,28345,28147,28247,0,0,4391,0,28213
499,2019-07-10 11:00:00+08:00,28247,28277,28204,28213,0,0,1005,0,12,49,36,24,58,10,4,7,12,79,116,15,0,0,0,0,0,0,0,0,2019,7,10,11,2,3,False,False,False,False,False,False,191,28,6,0,0.587785,-0.809017,1.22465e-16,-1,8,1,-0.587785,0.809017,-0.5,0.866025,6,2,0.587785,-0.809017,1.22465e-16,-1,8,0,-0.587785,0.809017,0.5,0.866025,9,8,-0.951057,-0.309017,-0.5,-0.866025,7,5,0,1,0.866025,0.5,4,7,1.22465e-16,-1,-0.5,-0.866025,1,4,0.951057,0.309017,0,1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,6,5,9,8,7,2,2,0,1,3,8,2,4,5,9,6,10,2,3,5,11,2,5,3,7,0,0,3,6,1,5,0,0,5,3,28247,28277,28204,28213,0,0,1005,0,28211
500,2019-07-10 13:00:00+08:00,28208,28250,28160,28211,0,0,4765,0,9,49,36,22,58,10,4,7,9,103,116,15,0,0,0,0,0,0,0,0,2019,7,10,13,2,3,False,False,False,False,False,False,191,28,4,2,1.22465e-16,-1,-0.5,-0.866025,8,1,-0.587785,0.809017,-0.5,0.866025,6,2,0.587785,-0.809017,1.22465e-16,-1,7,4,0,1,0.866025,0.5,9,8,-0.951057,-0.309017,-0.5,-0.866025,7,5,0,1,0.866025,0.5,4,7,1.22465e-16,-1,-0.5,-0.866025,1,4,0.951057,0.309017,0,1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,3,6,4,9,8,7,0,2,2,1,3,8,3,4,3,9,6,10,3,3,1,11,2,5,0,7,1,0,3,6,0,5,3,0,5,3,28208,28250,28160,28211,0,0,4765,0,28202
501,2019-07-10 15:00:00+08:00,28209,28247,28188,28202,0,0,3902,0,11,49,36,8,58,10,4,7,11,97,116,15,0,0,0,0,0,0,0,0,2019,7,10,15,2,3,False,False,False,False,False,False,191,28,5,3,-0.587785,-0.809017,-0.866025,-0.5,8,1,-0.587785,0.809017,-0.5,0.866025,6,2,0.587785,-0.809017,1.22465e-16,-1,2,2,0.587785,0.809017,1,6.12323e-17,9,8,-0.951057,-0.309017,-0.5,-0.866025,7,5,0,1,0.866025,0.5,4,7,1.22465e-16,-1,-0.5,-0.866025,1,4,0.951057,0.309017,0,1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,1,6,1,9,8,7,1,2,5,1,3,8,0,4,2,9,6,10,1,3,4,11,2,5,2,7,2,0,3,6,2,5,4,0,5,3,28209,28247,28188,28202,0,0,3902,0,28592
502,2019-07-11 09:00:00+08:00,28405,28614,28367,28592,0,0,47,0,8,29,47,21,58,10,4,7,8,55,20,15,0,0,0,0,0,0,0,0,2019,7,11,9,3,3,False,False,False,False,False,False,192,28,4,1,1.22465e-16,-1,0.5,-0.866025,4,11,1.22465e-16,-1,-1,-1.83697e-16,7,10,0,1,0.866025,-0.5,7,3,0,1,0,1,9,8,-0.951057,-0.309017,-0.5,-0.866025,7,5,0,1,0.866025,0.5,4,7,1.22465e-16,-1,-0.5,-0.866025,1,4,0.951057,0.309017,0,1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,2,3,3,9,8,7,3,5,3,1,3,8,1,8,4,9,6,10,0,6,3,11,2,5,1,10,3,0,3,6,3,2,1,0,5,3,28405,28614,28367,28592,0,0,47,0,28553
503,2019-07-11 11:00:00+08:00,28592,28599,28527,28553,0,0,441,0,10,43,28,6,58,10,4,7,10,49,20,15,0,0,0,0,0,0,0,0,2019,7,11,11,3,3,False,False,False,False,False,False,192,28,5,0,-0.587785,-0.809017,1.22465e-16,-1,7,4,0,1,0,1,4,8,1.22465e-16,-1,-0.5,-0.866025,2,0,0.587785,0.809017,0.5,0.866025,9,8,-0.951057,-0.309017,-0.5,-0.866025,7,5,0,1,0.866025,0.5,4,7,1.22465e-16,-1,-0.5,-0.866025,1,4,0.951057,0.309017,0,1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,7,5,9,8,7,2,8,0,1,3,8,2,10,5,9,6,10,2,5,5,11,2,5,3,6,0,0,3,6,1,3,0,0,5,3,28592,28599,28527,28553,0,0,441,0,28439
504,2019-07-11 13:00:00+08:00,28553,28563,28394,28439,0,0,2960,0,19,43,28,4,58,10,4,7,19,85,20,15,0,0,0,0,0,0,0,0,2019,7,11,13,3,3,False,False,False,False,False,False,192,28,9,2,-0.951057,-0.309017,-0.5,-0.866025,7,4,0,1,0,1,4,8,1.22465e-16,-1,-0.5,-0.866025,1,4,0.951057,0.309017,0.866025,0.5,9,8,-0.951057,-0.309017,-0.5,-0.866025,7,5,0,1,0.866025,0.5,4,7,1.22465e-16,-1,-0.5,-0.866025,1,4,0.951057,0.309017,0,1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,3,7,4,9,8,7,0,8,2,1,3,8,3,10,3,9,6,10,3,5,1,11,2,5,0,6,1,0,3,6,0,3,3,0,5,3,28553,28563,28394,28439,0,0,2960,0,28454
505,2019-07-11 15:00:00+08:00,28439,28478,28414,28454,0,0,3605,0,7,43,28,2,58,10,4,7,7,88,20,15,0,0,0,0,0,0,0,0,2019,7,11,15,3,3,False,False,False,False,False,False,192,28,3,3,-0.951057,0.309017,-0.866025,-0.5,7,4,0,1,0,1,4,8,1.22465e-16,-1,-0.5,-0.866025,0,2,0.951057,-0.309017,1,6.12323e-17,9,8,-0.951057,-0.309017,-0.5,-0.866025,7,5,0,1,0.866025,0.5,4,7,1.22465e-16,-1,-0.5,-0.866025,1,4,0.951057,0.309017,0,1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,1,7,1,9,8,7,1,8,5,1,3,8,0,10,2,9,6,10,1,5,4,11,2,5,2,6,2,0,3,6,2,3,4,0,5,3,28439,28478,28414,28454,0,0,3605,0,28516
506,2019-07-12 09:00:00+08:00,28407,28584,28363,28516,0,0,1465,0,18,33,15,3,58,10,4,7,18,61,20,15,0,0,0,0,0,0,0,0,2019,7,12,9,4,3,False,False,False,False,False,False,193,28,9,1,-0.951057,-0.309017,0.5,-0.866025,5,7,-0.587785,-0.809017,-0.866025,0.5,2,6,0.587785,0.809017,0.5,-0.866025,1,3,0.951057,0.309017,0,1,9,8,-0.951057,-0.309017,-0.5,-0.866025,7,5,0,1,0.866025,0.5,4,7,1.22465e-16,-1,-0.5,-0.866025,1,4,0.951057,0.309017,0,1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,2,1,3,9,8,7,3,9,3,1,3,8,1,0,4,9,6,10,0,1,3,11,2,5,1,11,3,0,3,6,3,9,1,0,5,3,28407,28584,28363,28516,0,0,1465,0,28570
507,2019-07-12 11:00:00+08:00,28517,28609,28516,28570,0,0,2264,0,6,12,34,0,58,10,4,7,6,64,20,15,0,0,0,0,0,0,0,0,2019,7,12,11,4,3,False,False,False,False,False,False,193,28,3,0,-0.951057,0.309017,1.22465e-16,-1,2,0,0.587785,0.809017,0.5,0.866025,5,9,-0.587785,-0.809017,-0.866025,-0.5,0,0,0.951057,-0.309017,0.5,0.866025,9,8,-0.951057,-0.309017,-0.5,-0.866025,7,5,0,1,0.866025,0.5,4,7,1.22465e-16,-1,-0.5,-0.866025,1,4,0.951057,0.309017,0,1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,11,5,9,8,7,2,0,0,1,3,8,2,11,5,9,6,10,2,9,5,11,2,5,3,1,0,0,3,6,1,1,0,0,5,3,28517,28609,28516,28570,0,0,2264,0,28498
508,2019-07-12 13:00:00+08:00,28571,28574,28494,28498,0,0,29,0,17,12,34,19,58,10,4,7,17,28,20,15,0,0,0,0,0,0,0,0,2019,7,12,13,4,3,False,False,False,False,False,False,193,28,8,2,-0.587785,0.809017,-0.5,-0.866025,2,0,0.587785,0.809017,0.5,0.866025,5,9,-0.587785,-0.809017,-0.866025,-0.5,6,4,0.587785,-0.809017,0.866025,0.5,9,8,-0.951057,-0.309017,-0.5,-0.866025,7,5,0,1,0.866025,0.5,4,7,1.22465e-16,-1,-0.5,-0.866025,1,4,0.951057,0.309017,0,1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,3,11,4,9,8,7,0,0,2,1,3,8,3,11,3,9,6,10,3,9,1,11,2,5,0,1,1,0,3,6,0,1,3,0,5,3,28571,28574,28494,28498,0,0,29,0,28539
509,2019-07-12 15:00:00+08:00,28498,28545,28481,28539,0,0,1201,0,15,12,34,14,58,10,4,7,15,24,20,15,0,0,0,0,0,0,0,0,2019,7,12,15,4,3,False,False,False,False,False,False,193,28,7,3,0,1,-0.866025,-0.5,2,0,0.587785,0.809017,0.5,0.866025,5,9,-0.587785,-0.809017,-0.866025,-0.5,4,2,1.22465e-16,-1,1,6.12323e-17,9,8,-0.951057,-0.309017,-0.5,-0.866025,7,5,0,1,0.866025,0.5,4,7,1.22465e-16,-1,-0.5,-0.866025,1,4,0.951057,0.309017,0,1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,1,11,1,9,8,7,1,0,5,1,3,8,0,11,2,9,6,10,1,9,4,11,2,5,2,1,2,0,3,6,2,1,4,0,5,3,28498,28545,28481,28539,0,0,1201,0,28470
510,2019-07-15 09:00:00+08:00,28358,28535,28052,28470,0,0,4772,0,0,48,40,9,58,10,4,7,0,101,8,15,0,0,0,0,0,0,0,0,2019,7,15,9,0,3,False,False,False,False,False,False,196,29,0,1,0.951057,-0.309017,0.5,-0.866025,8,0,-0.587785,0.809017,0.5,0.866025,6,9,0.587785,-0.809017,-0.866025,-0.5,3,3,-0.951057,0.309017,0,1,9,8,-0.951057,-0.309017,-0.5,-0.866025,7,5,0,1,0.866025,0.5,4,7,1.22465e-16,-1,-0.5,-0.866025,1,4,0.951057,0.309017,0,1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,2,11,3,9,8,7,3,0,3,1,3,8,1,11,4,9,6,10,0,9,3,11,2,5,1,1,3,0,3,6,3,1,1,0,5,3,28358,28535,28052,28470,0,0,4772,0,28564
