,time,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus
0,1749001859128389000,2,0,0,5,8,4,3,11,4,3,7,10,1,1,0,2,3,6,0,0,0,7,4,8,1,9,5,4,2,5,3,11,5,8,10,7
1,1749005459128389000,2,0,0,5,8,4,3,11,4,3,7,10,1,1,0,2,3,6,0,0,0,7,4,8,1,9,5,4,2,5,3,11,5,8,10,7
2,1749009059128389000,0,9,2,5,8,4,2,1,1,3,7,10,2,9,1,2,3,6,2,11,2,7,4,8,3,0,4,4,2,5,1,0,2,8,10,7
3,1749012659128389000,0,9,2,5,8,4,2,1,1,3,7,10,2,9,1,2,3,6,2,11,2,7,4,8,3,0,4,4,2,5,1,0,2,8,10,7
4,1749016259128389000,3,9,3,5,8,4,0,1,3,3,7,10,3,9,4,2,3,6,3,11,3,7,4,8,0,0,3,4,2,5,0,0,1,8,10,7
5,1749019859128389000,3,9,3,5,8,4,0,1,3,3,7,10,3,9,4,2,3,6,3,11,3,7,4,8,0,0,3,4,2,5,0,0,1,8,10,7
6,1749023459128389000,1,9,5,5,8,4,1,1,0,3,7,10,0,9,5,2,3,6,1,11,5,7,4,8,2,0,0,4,2,5,2,0,0,8,10,7
7,1749027059128389000,1,9,5,5,8,4,1,1,0,3,7,10,0,9,5,2,3,6,1,11,5,7,4,8,2,0,0,4,2,5,2,0,0,8,10,7
8,1749088259128389000,2,8,0,5,8,4,3,7,4,3,7,10,1,3,0,2,3,6,0,4,0,7,4,8,1,2,5,4,2,5,3,10,5,8,10,7
9,1749091859128389000,2,8,0,5,8,4,3,7,4,3,7,10,1,3,0,2,3,6,0,4,0,7,4,8,1,2,5,4,2,5,3,10,5,8,10,7
10,1749095459128389000,0,5,2,5,8,4,2,3,1,3,7,10,2,2,1,2,3,6,2,7,2,7,4,8,3,4,4,4,2,5,1,8,2,8,10,7
