,feature,importance
0,time,0.95033
11,cs_base_day_current_year,0.0330171
22,cs_base_month_current_month,0.00369985
35,cs_base_month_minus_current_year,0.00172384
12,cs_base_day_current_month_minus,0.00170258
23,cs_base_month_current_year,0.00143667
4,cs_base_hour_current_month,0.000891372
34,cs_base_month_minus_current_month,0.000758129
28,cs_base_year_current_month,0.000731422
16,cs_base_hour_minus_current_month,0.000701393
10,cs_base_day_current_month,0.000674129
6,cs_base_hour_current_month_minus,0.000584516
36,cs_base_month_minus_current_month_minus,0.000546122
30,cs_base_year_current_month_minus,0.000482401
18,cs_base_hour_minus_current_month_minus,0.00046651
24,cs_base_month_current_month_minus,0.000431417
5,cs_base_hour_current_year,0.000366036
17,cs_base_hour_minus_current_year,0.000315875
29,cs_base_year_current_year,0.000251507
8,cs_base_day_current_day,0.000170404
20,cs_base_month_current_day,0.000155126
26,cs_base_year_current_day,0.000122953
2,cs_base_hour_current_day,0.000116933
32,cs_base_month_minus_current_day,0.000111963
14,cs_base_hour_minus_current_day,9.64703e-05
27,cs_base_year_current_hour_minus,1.28916e-05
13,cs_base_hour_minus_current_hour,1.1886e-05
15,cs_base_hour_minus_current_hour_minus,9.66536e-06
19,cs_base_month_current_hour,9.63679e-06
33,cs_base_month_minus_current_hour_minus,9.63509e-06
7,cs_base_day_current_hour,9.54063e-06
25,cs_base_year_current_hour,9.48116e-06
3,cs_base_hour_current_hour_minus,9.20523e-06
21,cs_base_month_current_hour_minus,9.08994e-06
31,cs_base_month_minus_current_hour,8.73612e-06
9,cs_base_day_current_hour_minus,8.3958e-06
1,cs_base_hour_current_hour,7.2363e-06
