,time,date,stock_code_x,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,stock_code_y,uuid,last_modified_date
0,2024-12-06 21:43:38.385519+08:00,2024-12-06 21:43:38.385519+08:00,HSI,乙亥,己未,甲子,庚辰,庚寅,己未,甲寅,乙酉,乙亥,己申,甲寅,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,6459946898844953147,2025-06-03 13:43:46.968794+08:00
1,2024-12-09 21:43:38.385519+08:00,2024-12-09 21:43:38.385519+08:00,HSI,辛亥,壬戌,丁卯,丙辰,丙子,己未,甲寅,辛未,辛亥,壬亥,丙子,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,7370559917595508371,2025-06-03 13:43:46.968794+08:00
2,2024-12-10 21:43:38.385519+08:00,2024-12-10 21:43:38.385519+08:00,HSI,癸亥,癸亥,戊辰,戊辰,丙子,己未,甲寅,辛未,癸亥,癸子,辛子,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,8471368574752909052,2025-06-03 13:43:46.968794+08:00
3,2024-12-11 21:43:38.385519+08:00,2024-12-11 21:43:38.385519+08:00,HSI,乙亥,甲子,己巳,庚辰,丙子,己未,甲寅,辛未,乙亥,甲丑,辛子,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,2945715120393293399,2025-06-03 13:43:46.968794+08:00
4,2024-12-12 21:43:38.385519+08:00,2024-12-12 21:43:38.385519+08:00,HSI,丁亥,乙丑,庚午,壬辰,丙子,己未,甲寅,辛未,丁亥,乙寅,辛子,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,15112351674868764432,2025-06-03 13:43:46.968794+08:00
5,2024-12-13 21:43:38.385519+08:00,2024-12-13 21:43:38.385519+08:00,HSI,己亥,丙寅,辛未,甲辰,丙子,己未,甲寅,辛未,己亥,丙卯,壬子,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,34561287484839159,2025-06-03 13:43:46.968794+08:00
6,2024-12-16 21:43:38.385519+08:00,2024-12-16 21:43:38.385519+08:00,HSI,乙亥,己巳,甲戌,庚辰,丙子,己未,甲寅,辛未,乙亥,己午,丁子,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,10293221098070956525,2025-06-03 13:43:46.968794+08:00
7,2024-12-17 21:43:38.385519+08:00,2024-12-17 21:43:38.385519+08:00,HSI,丁亥,庚午,乙亥,壬辰,丙子,己未,甲寅,辛未,丁亥,庚未,丁子,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,3219573557738574728,2025-06-03 13:43:46.968794+08:00
8,2024-12-18 21:43:38.385519+08:00,2024-12-18 21:43:38.385519+08:00,HSI,己亥,辛未,丙子,甲辰,丙子,己未,甲寅,辛未,己亥,辛申,戊子,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,16346846129319643758,2025-06-03 13:43:46.968794+08:00
9,2024-12-19 21:43:38.385519+08:00,2024-12-19 21:43:38.385519+08:00,HSI,辛亥,壬申,丁丑,丙辰,丙子,己未,甲寅,辛未,辛亥,壬酉,戊子,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,13415187992004988063,2025-06-03 13:43:46.968794+08:00
10,2024-12-20 21:43:38.385519+08:00,2024-12-20 21:43:38.385519+08:00,HSI,癸亥,癸酉,戊寅,戊辰,丙子,己未,甲寅,辛未,癸亥,癸戌,戊子,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,5574777437051079243,2025-06-03 13:43:46.968794+08:00
11,2024-12-23 21:43:38.385519+08:00,2024-12-23 21:43:38.385519+08:00,HSI,己亥,丙子,辛巳,甲辰,辛卯,己未,甲寅,丙戌,己亥,丙丑,癸卯,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,9952694589490691850,2025-06-03 13:43:46.968794+08:00
12,2024-12-24 21:43:38.385519+08:00,2024-12-24 21:43:38.385519+08:00,HSI,辛亥,丁丑,壬午,丙辰,辛卯,己未,甲寅,丙戌,辛亥,丁寅,甲卯,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,8846351641959505924,2025-06-03 13:43:46.968794+08:00
13,2024-12-25 21:43:38.385519+08:00,2024-12-25 21:43:38.385519+08:00,HSI,癸亥,戊寅,癸未,戊辰,辛卯,己未,甲寅,丙戌,癸亥,戊卯,甲卯,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,13892702353976594884,2025-06-03 13:43:46.968794+08:00
14,2024-12-26 21:43:38.385519+08:00,2024-12-26 21:43:38.385519+08:00,HSI,乙亥,己卯,甲申,庚辰,辛卯,己未,甲寅,丙戌,乙亥,己辰,甲卯,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,6272700174590793686,2025-06-03 13:43:46.968794+08:00
15,2024-12-27 21:43:38.385519+08:00,2024-12-27 21:43:38.385519+08:00,HSI,丁亥,庚辰,乙酉,壬辰,辛卯,己未,甲寅,丙戌,丁亥,庚巳,己卯,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,7911180663552510581,2025-06-03 13:43:46.968794+08:00
16,2024-12-30 21:43:38.385519+08:00,2024-12-30 21:43:38.385519+08:00,HSI,癸亥,癸未,戊子,戊辰,辛卯,己未,甲寅,丙戌,癸亥,癸申,庚卯,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,13042466770513762140,2025-06-03 13:43:46.968794+08:00
17,2024-12-31 21:43:38.385519+08:00,2024-12-31 21:43:38.385519+08:00,HSI,乙亥,甲申,己丑,庚辰,辛卯,己未,甲寅,丙戌,乙亥,甲酉,庚卯,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,3458697418875258272,2025-06-03 13:43:46.968794+08:00
18,2025-01-01 21:43:38.385519+08:00,2025-01-01 21:43:38.385519+08:00,HSI,丁亥,乙酉,庚寅,壬辰,辛卯,己未,甲寅,丙戌,丁亥,乙戌,丙子,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,14620475420621239139,2025-06-03 13:43:46.968794+08:00
19,2025-01-02 21:43:38.385519+08:00,2025-01-02 21:43:38.385519+08:00,HSI,己亥,丙戌,辛卯,甲辰,辛卯,己未,甲寅,丙戌,己亥,丙亥,丙子,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,7981327324659235504,2025-06-03 13:43:46.968794+08:00
20,2025-01-03 21:43:38.385519+08:00,2025-01-03 21:43:38.385519+08:00,HSI,辛亥,丁亥,壬辰,丙辰,辛卯,己未,甲寅,丙戌,辛亥,丁子,丙子,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,16940814575103928416,2025-06-03 13:43:46.968794+08:00
21,2025-01-06 21:43:38.385519+08:00,2025-01-06 21:43:38.385519+08:00,HSI,丁亥,庚寅,乙未,壬辰,丁丑,己未,甲寅,壬申,丁亥,庚卯,丙辰,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,2010244748575997853,2025-06-03 13:43:46.968794+08:00
22,2025-01-07 21:43:38.385519+08:00,2025-01-07 21:43:38.385519+08:00,HSI,己亥,辛卯,丙申,甲辰,丁丑,己未,甲寅,壬申,己亥,辛辰,丙辰,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,5134328077371458168,2025-06-03 13:43:46.968794+08:00
23,2025-01-08 21:43:38.385519+08:00,2025-01-08 21:43:38.385519+08:00,HSI,辛亥,壬辰,丁酉,丙辰,丁丑,己未,甲寅,壬申,辛亥,壬巳,丙辰,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,8605789888443132287,2025-06-03 13:43:46.968794+08:00
24,2025-01-09 21:43:38.385519+08:00,2025-01-09 21:43:38.385519+08:00,HSI,癸亥,癸巳,戊戌,戊辰,丁丑,己未,甲寅,壬申,癸亥,癸午,丙辰,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,13938696253253640668,2025-06-03 13:43:46.968794+08:00
25,2025-01-10 21:43:38.385519+08:00,2025-01-10 21:43:38.385519+08:00,HSI,乙亥,甲午,己亥,庚辰,丁丑,己未,甲寅,壬申,乙亥,甲未,丙辰,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,15830077226366977095,2025-06-03 13:43:46.968794+08:00
26,2025-01-13 21:43:38.385519+08:00,2025-01-13 21:43:38.385519+08:00,HSI,辛亥,丁酉,壬寅,丙辰,丁丑,己未,甲寅,壬申,辛亥,丁戌,丙辰,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,8516897531874699214,2025-06-03 13:43:46.968794+08:00
27,2025-01-14 21:43:38.385519+08:00,2025-01-14 21:43:38.385519+08:00,HSI,癸亥,戊戌,癸卯,戊辰,丁丑,己未,甲寅,壬申,癸亥,戊亥,丙辰,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,1701773544449197007,2025-06-03 13:43:46.968794+08:00
28,2025-01-15 21:43:38.385519+08:00,2025-01-15 21:43:38.385519+08:00,HSI,乙亥,己亥,甲辰,庚辰,丁丑,己未,甲寅,壬申,乙亥,己子,丙辰,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,4391559013027790773,2025-06-03 13:43:46.968794+08:00
29,2025-01-16 21:43:38.385519+08:00,2025-01-16 21:43:38.385519+08:00,HSI,丁亥,庚子,乙巳,壬辰,丁丑,己未,甲寅,壬申,丁亥,庚丑,丙辰,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,1032317573415321847,2025-06-03 13:43:46.968794+08:00
30,2025-01-17 21:43:38.385519+08:00,2025-01-17 21:43:38.385519+08:00,HSI,己亥,辛丑,丙午,甲辰,丁丑,己未,甲寅,壬申,己亥,辛寅,丙辰,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,11273466186932386729,2025-06-03 13:43:46.968794+08:00
31,2025-01-20 21:43:38.385519+08:00,2025-01-20 21:43:38.385519+08:00,HSI,乙亥,甲辰,己亥,庚午,壬辰,甲辰,己酉,丁酉,乙亥,甲巳,甲辰,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,1214892484880556695,2025-06-03 13:43:46.968794+08:00
32,2025-01-21 21:43:38.385519+08:00,2025-01-21 21:43:38.385519+08:00,HSI,丁亥,乙巳,庚子,壬午,壬辰,甲辰,己酉,丁酉,丁亥,乙午,甲辰,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,9937181265138481014,2025-06-03 13:43:46.968794+08:00
33,2025-01-22 21:43:38.385519+08:00,2025-01-22 21:43:38.385519+08:00,HSI,己亥,丙午,辛丑,甲午,壬辰,甲辰,己酉,丁酉,己亥,丙未,甲辰,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,3014344256599552713,2025-06-03 13:43:46.968794+08:00
34,2025-01-23 21:43:38.385519+08:00,2025-01-23 21:43:38.385519+08:00,HSI,辛亥,丁未,壬寅,丙午,壬辰,甲辰,己酉,丁酉,辛亥,丁申,乙辰,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,10034077786735102380,2025-06-03 13:43:46.968794+08:00
35,2025-01-24 21:43:38.385519+08:00,2025-01-24 21:43:38.385519+08:00,HSI,癸亥,戊申,癸卯,戊午,壬辰,甲辰,己酉,丁酉,癸亥,戊酉,乙辰,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,1011485332920860794,2025-06-03 13:43:46.968794+08:00
36,2025-01-27 21:43:38.385519+08:00,2025-01-27 21:43:38.385519+08:00,HSI,己亥,辛亥,丙午,甲午,壬辰,甲辰,己酉,丁酉,己亥,辛子,庚辰,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,3518754861362302283,2025-06-03 13:43:46.968794+08:00
37,2025-01-28 21:43:38.385519+08:00,2025-01-28 21:43:38.385519+08:00,HSI,辛亥,壬子,丁未,丙午,壬辰,甲辰,己酉,丁酉,辛亥,壬丑,庚辰,己卯,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,17143455912601338018,2025-06-03 13:43:46.968794+08:00
