,time,Open,High,Low,Close,Volume,stock_code,ric_code,uuid,last_modified_date
0,2019-01-02 09:00:00+08:00,25856,25868,25011,25165,2056092,HSI,^HSI,16458017992764653757,2025-06-03 11:13:37.070916+08:00
1,2019-01-02 11:00:00+08:00,25165,25202,25079,25140,7889821,HSI,^HSI,6126681909319528708,2025-06-03 11:13:37.070916+08:00
2,2019-01-02 13:00:00+08:00,25141,25223,25067,25089,2161734,HSI,^HSI,12652042886075027209,2025-06-03 11:13:37.070916+08:00
3,2019-01-02 15:00:00+08:00,25089,25113,24975,24975,2109182,HSI,^HSI,8172520725566451792,2025-06-03 11:13:37.070916+08:00
4,2019-01-02 17:00:00+08:00,25030,25090,25027,25063,5142154,HSI,^HSI,1985095937782024208,2025-06-03 11:13:37.070916+08:00
5,2019-01-02 19:00:00+08:00,25064,25147,25055,25106,6212853,HSI,^HSI,12005385258226026924,2025-06-03 11:13:37.070916+08:00
6,2019-01-02 21:00:00+08:00,25104,25198,25076,25168,6406110,HSI,^HSI,5205897955175815543,2025-06-03 11:13:37.070916+08:00
7,2019-01-02 23:00:00+08:00,25168,25363,25141,25308,6062377,HSI,^HSI,15531131056265267778,2025-06-03 11:13:37.070916+08:00
8,2019-01-03 09:00:00+08:00,25056,25238,24978,25042,2793449,HSI,^HSI,9218626591291278742,2025-06-03 11:13:37.070916+08:00
9,2019-01-03 11:00:00+08:00,25042,25048,24907,25023,6450921,HSI,^HSI,4134056751267177907,2025-06-03 11:13:37.070916+08:00
10,2019-01-03 13:00:00+08:00,25023,25058,24876,25031,3810546,HSI,^HSI,4426603644557688130,2025-06-03 11:13:37.070916+08:00
11,2019-01-03 15:00:00+08:00,25032,25092,24993,25057,8514355,HSI,^HSI,9244907241502210046,2025-06-03 11:13:37.070916+08:00
12,2019-01-03 17:00:00+08:00,25055,25081,25000,25033,2006482,HSI,^HSI,5835878441709024545,2025-06-03 11:13:37.070916+08:00
13,2019-01-03 19:00:00+08:00,25035,25112,24964,25094,1062074,HSI,^HSI,1979514269453226565,2025-06-03 11:13:37.070916+08:00
14,2019-01-03 21:00:00+08:00,25097,25177,25094,25119,7775316,HSI,^HSI,6078700899514217600,2025-06-03 11:13:37.070916+08:00
15,2019-01-03 23:00:00+08:00,25118,25153,25005,25110,7741164,HSI,^HSI,15107069891873873108,2025-06-03 11:13:37.070916+08:00
16,2019-01-04 09:00:00+08:00,24920,25412,24893,25410,9523108,HSI,^HSI,16304795482789104785,2025-06-03 11:13:37.070916+08:00
17,2019-01-04 11:00:00+08:00,25410,25466,25357,25416,2719181,HSI,^HSI,6669392043501001366,2025-06-03 11:13:37.070916+08:00
18,2019-01-04 13:00:00+08:00,25410,25564,25373,25551,6818140,HSI,^HSI,17058671038974600178,2025-06-03 11:13:37.070916+08:00
19,2019-01-04 15:00:00+08:00,25552,25659,25535,25601,8690860,HSI,^HSI,7020401475217726654,2025-06-03 11:13:37.070916+08:00
20,2019-01-04 17:00:00+08:00,25600,25767,25588,25666,6055304,HSI,^HSI,3926582381299204612,2025-06-03 11:13:37.070916+08:00
21,2019-01-04 19:00:00+08:00,25667,25715,25635,25657,5984245,HSI,^HSI,2569123951537255320,2025-06-03 11:13:37.070916+08:00
22,2019-01-04 21:00:00+08:00,25655,25729,25594,25721,5213152,HSI,^HSI,17862291773624676847,2025-06-03 11:13:37.070916+08:00
23,2019-01-04 23:00:00+08:00,25720,25981,25679,25949,2746767,HSI,^HSI,8573981571479901304,2025-06-03 11:13:37.070916+08:00
24,2019-01-07 09:00:00+08:00,26020,26098,25847,25927,3652915,HSI,^HSI,633464898255402238,2025-06-03 11:13:37.070916+08:00
25,2019-01-07 11:00:00+08:00,25927,25934,25773,25822,6632313,HSI,^HSI,15404122525285844315,2025-06-03 11:13:37.070916+08:00
26,2019-01-07 13:00:00+08:00,25822,25886,25753,25806,5292377,HSI,^HSI,17270247935082798515,2025-06-03 11:13:37.070916+08:00
27,2019-01-07 15:00:00+08:00,25805,25874,25785,25865,9422908,HSI,^HSI,9565838998024025568,2025-06-03 11:13:37.070916+08:00
28,2019-01-07 17:00:00+08:00,25835,25835,25734,25780,3037668,HSI,^HSI,7810817155904161819,2025-06-03 11:13:37.070916+08:00
29,2019-01-07 19:00:00+08:00,25779,25838,25753,25822,9909259,HSI,^HSI,14864477189071531602,2025-06-03 11:13:37.070916+08:00
30,2019-01-07 21:00:00+08:00,25820,25833,25744,25819,8695252,HSI,^HSI,13649350981121250110,2025-06-03 11:13:37.070916+08:00
31,2019-01-07 23:00:00+08:00,25817,25903,25759,25896,5669030,HSI,^HSI,6400687179594531415,2025-06-03 11:13:37.070916+08:00
32,2019-01-08 09:00:00+08:00,25925,26006,25713,25932,7038447,HSI,^HSI,11485519877029077096,2025-06-03 11:13:37.070916+08:00
33,2019-01-08 11:00:00+08:00,25933,25976,25875,25945,1027497,HSI,^HSI,18018964698975259519,2025-06-03 11:13:37.070916+08:00
34,2019-01-08 13:00:00+08:00,25945,25981,25793,25880,3805031,HSI,^HSI,6400217083236425842,2025-06-03 11:13:37.070916+08:00
35,2019-01-08 15:00:00+08:00,25881,25938,25833,25903,1288023,HSI,^HSI,195892559751052693,2025-06-03 11:13:37.070916+08:00
36,2019-01-08 17:00:00+08:00,25917,25990,25915,25986,6354590,HSI,^HSI,9729452723648812759,2025-06-03 11:13:37.070916+08:00
37,2019-01-08 19:00:00+08:00,25986,26058,25974,26044,3455478,HSI,^HSI,8056162850387786371,2025-06-03 11:13:37.070916+08:00
38,2019-01-08 21:00:00+08:00,26044,26181,26028,26133,5813988,HSI,^HSI,1288323433457602190,2025-06-03 11:13:37.070916+08:00
