,target
269,19560.4
25,16345.9
86,16353.4
144,18425
137,18827.3
256,19576.6
19,16993.4
177,17311.1
139,18477
15,17910.8
10,17832.8
101,16931.5
37,16624.8
16,17559.4
113,16224.1
283,20090.5
67,15878.1
114,16511.7
211,17108.7
164,17799.6
111,16251.8
200,17798.7
237,20498.9
18,17354.1
124,18479.4
216,18013.2
84,16438.1
152,17915.6
274,20397.1
182,17344.6
55,15354
112,16385.9
221,19924.6
38,17043.5
231,21092.9
97,16473.6
57,16212
282,20098.3
147,18176.3
197,17391
146,18366.9
31,16792.2
263,19603.1
78,16790.8
227,23099.8
268,19742.5
251,20426.9
119,17746.9
165,17524.1
116,17201.3
280,19720.7
117,17284.5
172,17739.4
69,15879.4
125,18313.9
2,17966.6
104,16732.8
76,16725.9
115,16828.9
120,17763
155,18028.5
159,17716.5
96,16499.5
127,18963.7
194,17430.2
215,17660
265,19423.6
118,17651.2
277,19700.5
74,16503.1
181,17002.9
29,16228.8
236,20478.5
213,17369.1
107,17095
173,17778.4
183,17305
220,19129.1
247,21007
192,17113.4
65,16136.9
229,20637.2
85,16229.8
204,17989.1
12,17778.1
35,16621.1
28,16374.5
142,18403
222,20632.3
148,17937.8
51,15276.9
95,16863.1
184,16945.5
196,17511.1
41,16646.4
239,20489.6
193,17109.1
136,18608.9
26,16334.4
278,19864.6
141,18079.6
176,17469.4
0,17230.6
253,19823.4
100,16541.4
266,19550.3
223,21133.7
98,16618.3
36,16340.4
61,15485.1
150,17941.8
207,17457.3
178,17021.9
212,17240.4
11,17454.2
281,19883.1
250,20728.2
27,16201.5
195,17569.6
4,17568.5
122,18475.9
32,16629.2
180,17238.3
162,17978.6
185,16698.4
226,22736.9
138,18821.2
62,15566.2
135,18868.7
128,19115.1
275,19971.2
240,20590.2
70,15944.6
244,20317.3
64,15510
44,16224.5
206,17651.5
156,18027.7
40,16788.6
123,18578.3
233,20286.8
153,18430.4
23,16327.9
238,20760.2
234,20079.1
81,16589.4
39,17047.4
210,17234.1
199,17612.1
14,17734.6
47,16302
94,16543.1
242,20701.1
260,19230
201,17874.7
161,17769.1
43,16535.3
145,18476.8
190,17111.7
219,19000.6
3,17670.2
105,16828.1
53,15308.7
133,19220.6
1,17664.1
245,20506.4
103,16723.9
49,16216.3
163,18028.3
80,16511.4
205,17692
34,16613.8
259,19601.1
7,17426.2
171,17728
198,17641
261,19151
110,16249
91,16720.9
83,16162.6
129,19073.7
52,15391.8
89,17082.1
8,17396.9
241,20599.4
13,17733.9
59,16077.2
88,17093.5
131,19553.6
17,17525.1
166,17523.2
72,16155.6
279,19752.5
134,19195.6
258,19705
228,20926.8
272,20311.3
248,20538.4
63,15533.6
243,20380.6
54,14961.2
50,15865.9
174,17417.7
189,17090.2
187,16877.9
169,18293.4
58,15952.2
48,16244.6
235,20804.1
252,19846.9
21,16830.3
160,17718.6
191,17174.1
257,19663.7
149,18112.6
130,19376.5
151,17936.1
99,16392.8
87,16587.6
214,17422.1
121,18207.1
284,20041.4
20,17042.9
188,16891.8
71,16340
106,17139.2
270,19865.8
102,16725.1
