,time,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,stock_code,uuid,last_modified_date
0,2025-06-04 01:07:15.248821+08:00,乙丑,甲辰,己酉,庚午,丙申,乙巳,庚子,辛卯,乙丑,甲卯,庚申,乙未,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,4779873018403546851,2025-06-02 17:07:18.013705+08:00
1,2025-06-05 01:07:15.248821+08:00,丁丑,乙巳,庚戌,壬午,丙申,乙巳,庚子,辛卯,丁丑,乙辰,庚申,乙未,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,15676785367429292576,2025-06-02 17:07:18.013705+08:00
2,2025-06-06 01:07:15.248821+08:00,己丑,丙午,辛丑,甲申,壬午,庚申,乙丑,丁亥,己丑,丙巳,壬午,乙未,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,16092350864240927408,2025-06-02 17:07:18.013705+08:00
3,2025-06-09 01:07:15.248821+08:00,乙丑,己酉,甲辰,庚申,壬午,庚申,乙丑,丁亥,乙丑,己申,丁午,乙未,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,10862930334359663733,2025-06-02 17:07:18.013705+08:00
4,2025-06-10 01:07:15.248821+08:00,丁丑,庚戌,乙巳,壬申,壬午,庚申,乙丑,丁亥,丁丑,庚酉,丁午,乙未,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,11520209467170068868,2025-06-02 17:07:18.013705+08:00
5,2025-06-11 01:07:15.248821+08:00,己丑,辛亥,丙午,甲申,壬午,庚申,乙丑,丁亥,己丑,辛戌,丁午,乙未,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,17136641466426844485,2025-06-02 17:07:18.013705+08:00
6,2025-06-12 01:07:15.248821+08:00,辛丑,壬子,丁未,丙申,壬午,庚申,乙丑,丁亥,辛丑,壬亥,戊午,乙未,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,2623980873908917552,2025-06-02 17:07:18.013705+08:00
7,2025-06-13 01:07:15.248821+08:00,癸丑,癸丑,戊申,戊申,壬午,庚申,乙丑,丁亥,癸丑,癸子,戊午,乙未,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,5436689069404028893,2025-06-02 17:07:18.013705+08:00
8,2025-06-16 01:07:15.248821+08:00,己丑,丙辰,辛亥,甲申,壬午,庚申,乙丑,丁亥,己丑,丙卯,癸午,乙未,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,8650057605022891769,2025-06-02 17:07:18.013705+08:00
9,2025-06-17 01:07:15.248821+08:00,辛丑,丁巳,壬子,丙申,壬午,庚申,乙丑,丁亥,辛丑,丁辰,癸午,乙未,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,3559940571265369130,2025-06-02 17:07:18.013705+08:00
10,2025-06-18 01:07:15.248821+08:00,癸丑,戊午,癸丑,戊申,壬午,庚申,乙丑,丁亥,癸丑,戊巳,癸午,乙未,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,17219737587799116343,2025-06-02 17:07:18.013705+08:00
11,2025-06-19 01:07:15.248821+08:00,乙丑,己未,甲寅,庚申,壬午,庚申,乙丑,丁亥,乙丑,己午,甲午,乙未,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,7858842600630492734,2025-06-02 17:07:18.013705+08:00
12,2025-06-20 01:07:15.248821+08:00,丁丑,庚申,乙卯,壬申,壬午,庚申,乙丑,丁亥,丁丑,庚未,甲午,乙未,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,7973463608536220283,2025-06-02 17:07:18.013705+08:00
13,2025-06-23 01:07:15.248821+08:00,癸丑,癸亥,戊午,戊申,丁酉,庚申,乙丑,壬寅,癸丑,癸戌,己酉,乙未,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,2664445496761004166,2025-06-02 17:07:18.013705+08:00
14,2025-06-24 01:07:15.248821+08:00,乙丑,甲子,己未,庚申,丁酉,庚申,乙丑,壬寅,乙丑,甲亥,己酉,乙未,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,7527002993040911768,2025-06-02 17:07:18.013705+08:00
15,2025-06-25 01:07:15.248821+08:00,丁丑,乙丑,庚申,壬申,丁酉,庚申,乙丑,壬寅,丁丑,乙子,庚酉,乙未,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,7398248085226659936,2025-06-02 17:07:18.013705+08:00
16,2025-06-26 01:07:15.248821+08:00,己丑,丙寅,辛酉,甲申,丁酉,庚申,乙丑,壬寅,己丑,丙丑,庚酉,乙未,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,9017839640868850188,2025-06-02 17:07:18.013705+08:00
17,2025-06-27 01:07:15.248821+08:00,辛丑,丁卯,壬戌,丙申,丁酉,庚申,乙丑,壬寅,辛丑,丁寅,庚酉,乙未,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,1897461728284745294,2025-06-02 17:07:18.013705+08:00
18,2025-06-30 01:07:15.248821+08:00,丁丑,庚午,乙丑,壬申,丁酉,庚申,乙丑,壬寅,丁丑,庚巳,乙酉,乙未,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,3247977983364269749,2025-06-02 17:07:18.013705+08:00
19,2025-07-01 01:07:15.248821+08:00,己丑,辛未,丙寅,甲申,丁酉,庚申,乙丑,壬寅,己丑,辛午,丙酉,乙未,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,6058136037258532923,2025-06-02 17:07:18.013705+08:00
20,2025-07-02 01:07:15.248821+08:00,辛丑,壬申,丁卯,丙申,丁酉,庚申,乙丑,壬寅,辛丑,壬未,丙酉,乙未,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,14146335544656178135,2025-06-02 17:07:18.013705+08:00
21,2025-07-03 01:07:15.248821+08:00,癸丑,癸酉,戊辰,戊申,丁酉,庚申,乙丑,壬寅,癸丑,癸申,丙酉,乙未,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,7273019282213378580,2025-06-02 17:07:18.013705+08:00
22,2025-07-04 01:07:15.248821+08:00,乙丑,甲戌,己巳,庚申,丁酉,庚申,乙丑,壬寅,乙丑,甲酉,辛酉,乙未,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,18174118382617683026,2025-06-02 17:07:18.013705+08:00
23,2025-07-07 01:07:15.248821+08:00,辛丑,丁丑,壬申,丙申,丁酉,庚申,乙丑,壬寅,辛丑,丁子,辛酉,乙未,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,HSI,9497379563866708419,2025-06-02 17:07:18.013705+08:00
