time,Predicted_Open,Predicted_High,Predicted_Low,Predicted_Close,Predicted_Volume
2019-11-28 09:00:00+08:00,26706.9,26713.39,26698.59,26740.72,0
2019-11-28 10:00:00+08:00,26706.9,26713.39,26698.59,26740.72,0
2019-11-28 11:00:00+08:00,26761.69,26738.57,26757.34,26757.94,0
2019-11-28 12:00:00+08:00,26761.69,26738.57,26757.34,26757.94,0
2019-11-28 13:00:00+08:00,26935.45,26950.76,26884.21,26933.92,0
2019-11-28 14:00:00+08:00,26935.45,26950.76,26884.21,26933.92,0
2019-11-28 15:00:00+08:00,26941.5,26937.98,26869.23,26881.02,0
2019-11-28 16:00:00+08:00,26941.5,26937.98,26869.23,26881.02,0
2019-11-28 17:00:00+08:00,26876.68,26905.55,26854.6,26895.8,0
2019-11-28 18:00:00+08:00,26876.68,26905.55,26854.6,26895.8,0
2019-11-28 19:00:00+08:00,26892.19,26900.43,26863.05,26890.41,0
2019-11-28 20:00:00+08:00,26892.19,26900.43,26863.05,26890.41,0
2019-11-28 21:00:00+08:00,26883.12,26892.71,26857.74,26889.53,0
2019-11-28 22:00:00+08:00,26883.12,26892.71,26857.74,26889.53,0
2019-11-28 23:00:00+08:00,26886.53,26874.29,26852.67,26871.02,0
2019-11-29 00:00:00+08:00,26727.11,26726.67,26418.0,26468.33,0
2019-11-29 01:00:00+08:00,26577.61,26608.3,26343.94,26386.96,0
2019-11-29 02:00:00+08:00,26577.61,26608.3,26343.94,26386.96,0
2019-11-29 03:00:00+08:00,26704.26,26724.64,26404.28,26467.52,0
2019-11-29 04:00:00+08:00,26704.26,26724.64,26404.28,26467.52,0
2019-11-29 05:00:00+08:00,26715.79,26710.83,26399.01,26461.22,0
2019-11-29 06:00:00+08:00,26715.79,26710.83,26399.01,26461.22,0
2019-11-29 07:00:00+08:00,26697.93,26698.71,26412.62,26444.46,0
2019-11-29 08:00:00+08:00,26697.93,26698.71,26412.62,26444.46,0
2019-11-29 09:00:00+08:00,26748.26,26754.94,26417.33,26479.41,0
2019-11-29 10:00:00+08:00,26748.26,26754.94,26417.33,26479.41,0
2019-11-29 11:00:00+08:00,26616.34,26630.28,26390.48,26447.83,0
2019-11-29 12:00:00+08:00,26616.34,26630.28,26390.48,26447.83,0
2019-11-29 13:00:00+08:00,26398.56,26443.95,26355.39,26398.83,0
2019-11-29 14:00:00+08:00,26398.56,26443.95,26355.39,26398.83,0
2019-11-29 15:00:00+08:00,26415.31,26447.92,26369.77,26421.76,0
2019-11-29 16:00:00+08:00,26415.31,26447.92,26369.77,26421.76,0
2019-11-29 17:00:00+08:00,26393.55,26440.77,26381.97,26413.78,0
2019-11-29 18:00:00+08:00,26393.55,26440.77,26381.97,26413.78,0
2019-11-29 19:00:00+08:00,26396.32,26437.23,26382.41,26410.14,0
2019-11-29 20:00:00+08:00,26396.32,26437.23,26382.41,26410.14,0
2019-11-29 21:00:00+08:00,26421.15,26430.0,26354.58,26417.51,0
2019-11-29 22:00:00+08:00,26421.15,26430.0,26354.58,26417.51,0
2019-11-29 23:00:00+08:00,26416.86,26433.17,26383.07,26414.1,0
2019-11-30 00:00:00+08:00,26519.24,26498.05,26423.53,26476.85,0
2019-11-30 01:00:00+08:00,26459.39,26431.84,26361.74,26418.62,0
2019-11-30 02:00:00+08:00,26459.39,26431.84,26361.74,26418.62,0
2019-11-30 03:00:00+08:00,26501.36,26490.27,26419.0,26471.51,0
2019-11-30 04:00:00+08:00,26501.36,26490.27,26419.0,26471.51,0
2019-11-30 05:00:00+08:00,26510.93,26508.82,26417.02,26485.19,0
2019-11-30 06:00:00+08:00,26510.93,26508.82,26417.02,26485.19,0
2019-11-30 07:00:00+08:00,26497.6,26491.78,26403.84,26467.22,0
2019-11-30 08:00:00+08:00,26497.6,26491.78,26403.84,26467.22,0
2019-11-30 09:00:00+08:00,26494.29,26512.18,26416.02,26475.84,0
2019-11-30 10:00:00+08:00,26494.29,26512.18,26416.02,26475.84,0
2019-11-30 11:00:00+08:00,26518.86,26515.83,26427.32,26482.03,0
2019-11-30 12:00:00+08:00,26518.86,26515.83,26427.32,26482.03,0
2019-11-30 13:00:00+08:00,26360.83,26382.58,26268.42,26342.01,0
2019-11-30 14:00:00+08:00,26360.83,26382.58,26268.42,26342.01,0
2019-11-30 15:00:00+08:00,26364.26,26396.58,26278.82,26369.28,0
2019-11-30 16:00:00+08:00,26364.26,26396.58,26278.82,26369.28,0
2019-11-30 17:00:00+08:00,26345.47,26388.48,26264.16,26352.51,0
2019-11-30 18:00:00+08:00,26345.47,26388.48,26264.16,26352.51,0
2019-11-30 19:00:00+08:00,26361.48,26395.2,26241.68,26361.84,0
2019-11-30 20:00:00+08:00,26361.48,26395.2,26241.68,26361.84,0
2019-11-30 21:00:00+08:00,26372.2,26396.38,26278.39,26373.46,0
2019-11-30 22:00:00+08:00,26372.2,26396.38,26278.39,26373.46,0
2019-11-30 23:00:00+08:00,26362.4,26397.21,26275.75,26368.22,0
2019-12-01 00:00:00+08:00,26839.69,26804.58,26766.95,26801.78,0
2019-12-01 01:00:00+08:00,26716.1,26714.38,26668.41,26710.54,0
2019-12-01 02:00:00+08:00,26716.1,26714.38,26668.41,26710.54,0
2019-12-01 03:00:00+08:00,26832.18,26807.94,26764.53,26824.75,0
2019-12-01 04:00:00+08:00,26832.18,26807.94,26764.53,26824.75,0
2019-12-01 05:00:00+08:00,26830.33,26815.7,26763.86,26818.26,0
2019-12-01 06:00:00+08:00,26830.33,26815.7,26763.86,26818.26,0
2019-12-01 07:00:00+08:00,26824.61,26808.64,26768.35,26822.11,0
2019-12-01 08:00:00+08:00,26824.61,26808.64,26768.35,26822.11,0
2019-12-01 09:00:00+08:00,26850.12,26832.29,26778.63,26835.27,0
2019-12-01 10:00:00+08:00,26850.12,26832.29,26778.63,26835.27,0
2019-12-01 11:00:00+08:00,26782.79,26781.6,26786.5,26830.67,0
2019-12-01 12:00:00+08:00,26782.79,26781.6,26786.5,26830.67,0
2019-12-01 13:00:00+08:00,26393.59,26472.99,26336.05,26419.27,0
2019-12-01 14:00:00+08:00,26393.59,26472.99,26336.05,26419.27,0
2019-12-01 15:00:00+08:00,26427.63,26501.18,26391.15,26454.01,0
2019-12-01 16:00:00+08:00,26427.63,26501.18,26391.15,26454.01,0
2019-12-01 17:00:00+08:00,26405.62,26472.92,26376.49,26424.78,0
2019-12-01 18:00:00+08:00,26405.62,26472.92,26376.49,26424.78,0
2019-12-01 19:00:00+08:00,26413.47,26464.81,26393.28,26424.69,0
2019-12-01 20:00:00+08:00,26413.47,26464.81,26393.28,26424.69,0
2019-12-01 21:00:00+08:00,26424.98,26519.12,26408.51,26452.9,0
2019-12-01 22:00:00+08:00,26424.98,26519.12,26408.51,26452.9,0
2019-12-01 23:00:00+08:00,26427.67,26507.72,26415.58,26459.86,0
2019-12-02 00:00:00+08:00,26494.0,26548.33,26484.53,26506.46,0
2019-12-02 01:00:00+08:00,26454.36,26505.82,26461.86,26469.62,0
2019-12-02 02:00:00+08:00,26454.36,26505.82,26461.86,26469.62,0
2019-12-02 03:00:00+08:00,26482.64,26534.4,26471.76,26480.12,0
2019-12-02 04:00:00+08:00,26482.64,26534.4,26471.76,26480.12,0
2019-12-02 05:00:00+08:00,26487.32,26549.45,26463.58,26503.24,0
2019-12-02 06:00:00+08:00,26487.32,26549.45,26463.58,26503.24,0
2019-12-02 07:00:00+08:00,26477.33,26552.85,26467.29,26484.47,0
2019-12-02 08:00:00+08:00,26477.33,26552.85,26467.29,26484.47,0
2019-12-02 09:00:00+08:00,26465.54,26556.69,26463.05,26478.01,0
2019-12-02 10:00:00+08:00,26465.54,26556.69,26463.05,26478.01,0
2019-12-02 11:00:00+08:00,26481.33,26527.03,26470.03,26494.42,0
2019-12-02 12:00:00+08:00,26481.33,26527.03,26470.03,26494.42,0
2019-12-02 13:00:00+08:00,26479.3,26492.98,26434.5,26476.05,0
2019-12-02 14:00:00+08:00,26479.3,26492.98,26434.5,26476.05,0
2019-12-02 15:00:00+08:00,26487.55,26502.52,26448.82,26477.59,0
2019-12-02 16:00:00+08:00,26487.55,26502.52,26448.82,26477.59,0
2019-12-02 17:00:00+08:00,26482.01,26506.25,26448.91,26463.69,0
2019-12-02 18:00:00+08:00,26482.01,26506.25,26448.91,26463.69,0
2019-12-02 19:00:00+08:00,26485.57,26501.45,26463.6,26467.26,0
2019-12-02 20:00:00+08:00,26485.57,26501.45,26463.6,26467.26,0
2019-12-02 21:00:00+08:00,26432.28,26459.31,26406.94,26434.79,0
2019-12-02 22:00:00+08:00,26432.28,26459.31,26406.94,26434.79,0
2019-12-02 23:00:00+08:00,26342.85,26374.77,26264.8,26308.35,0
2019-12-03 00:00:00+08:00,26366.56,26432.32,26299.3,26385.1,0
2019-12-03 01:00:00+08:00,26321.96,26381.29,26285.55,26325.67,0
2019-12-03 02:00:00+08:00,26321.96,26381.29,26285.55,26325.67,0
2019-12-03 03:00:00+08:00,26372.33,26432.4,26299.47,26388.11,0
2019-12-03 04:00:00+08:00,26372.33,26432.4,26299.47,26388.11,0
2019-12-03 05:00:00+08:00,26378.86,26440.25,26287.97,26400.05,0
2019-12-03 06:00:00+08:00,26378.86,26440.25,26287.97,26400.05,0
2019-12-03 07:00:00+08:00,26363.79,26436.67,26274.6,26375.26,0
2019-12-03 08:00:00+08:00,26363.79,26436.67,26274.6,26375.26,0
2019-12-03 09:00:00+08:00,26353.37,26436.93,26211.5,26384.75,0
2019-12-03 10:00:00+08:00,26353.37,26436.93,26211.5,26384.75,0
2019-12-03 11:00:00+08:00,26387.77,26490.33,26329.14,26435.67,0
2019-12-03 12:00:00+08:00,26387.77,26490.33,26329.14,26435.67,0
2019-12-03 13:00:00+08:00,26373.44,26369.45,26331.43,26307.19,0
2019-12-03 14:00:00+08:00,26373.44,26369.45,26331.43,26307.19,0
2019-12-03 15:00:00+08:00,26366.78,26351.61,26311.96,26308.89,0
2019-12-03 16:00:00+08:00,26366.78,26351.61,26311.96,26308.89,0
2019-12-03 17:00:00+08:00,26289.05,26309.12,26257.23,26249.05,0
2019-12-03 18:00:00+08:00,26289.05,26309.12,26257.23,26249.05,0
2019-12-03 19:00:00+08:00,26247.99,26295.62,26194.07,26191.3,0
2019-12-03 20:00:00+08:00,26247.99,26295.62,26194.07,26191.3,0
2019-12-03 21:00:00+08:00,26242.57,26238.6,26206.38,26214.81,0
2019-12-03 22:00:00+08:00,26242.57,26238.6,26206.38,26214.81,0
2019-12-03 23:00:00+08:00,26137.2,26175.4,26066.44,26134.1,0
2019-12-04 00:00:00+08:00,26133.0,26249.73,26104.0,26204.61,0
2019-12-04 01:00:00+08:00,26109.81,26179.6,26100.65,26130.85,0
2019-12-04 02:00:00+08:00,26109.81,26179.6,26100.65,26130.85,0
2019-12-04 03:00:00+08:00,26140.96,26251.6,26106.85,26209.14,0
2019-12-04 04:00:00+08:00,26140.96,26251.6,26106.85,26209.14,0
2019-12-04 05:00:00+08:00,26151.69,26255.52,26087.06,26195.18,0
2019-12-04 06:00:00+08:00,26151.69,26255.52,26087.06,26195.18,0
2019-12-04 07:00:00+08:00,26122.46,26252.26,26069.19,26170.21,0
2019-12-04 08:00:00+08:00,26122.46,26252.26,26069.19,26170.21,0
2019-12-04 09:00:00+08:00,26103.78,26252.44,26045.82,26148.54,0
