time,Predicted_Open,Predicted_High,Predicted_Low,Predicted_Close,Predicted_Volume
2019-12-04 10:00:00+08:00,26103.78,26252.44,26045.82,26148.54,0
2019-12-04 11:00:00+08:00,26133.58,26261.11,26151.72,26174.39,0
2019-12-04 12:00:00+08:00,26133.58,26261.11,26151.72,26174.39,0
2019-12-04 13:00:00+08:00,26152.22,26212.79,26119.01,26167.97,0
2019-12-04 14:00:00+08:00,26152.22,26212.79,26119.01,26167.97,0
2019-12-04 15:00:00+08:00,26166.82,26259.19,26151.02,26219.31,0
2019-12-04 16:00:00+08:00,26166.82,26259.19,26151.02,26219.31,0
2019-12-04 17:00:00+08:00,26136.17,26281.74,26129.65,26213.02,0
2019-12-04 18:00:00+08:00,26136.17,26281.74,26129.65,26213.02,0
2019-12-04 19:00:00+08:00,26156.05,26287.21,26170.58,26221.23,0
2019-12-04 20:00:00+08:00,26156.05,26287.21,26170.58,26221.23,0
2019-12-04 21:00:00+08:00,26234.75,26290.01,26209.63,26249.15,0
2019-12-04 22:00:00+08:00,26234.75,26290.01,26209.63,26249.15,0
2019-12-04 23:00:00+08:00,26243.2,26287.9,26226.25,26246.4,0
2019-12-05 00:00:00+08:00,26302.24,26314.08,26239.72,26275.49,0
2019-12-05 01:00:00+08:00,26250.91,26271.93,26234.39,26268.43,0
2019-12-05 02:00:00+08:00,26250.91,26271.93,26234.39,26268.43,0
2019-12-05 03:00:00+08:00,26265.27,26291.96,26225.3,26249.24,0
2019-12-05 04:00:00+08:00,26265.27,26291.96,26225.3,26249.24,0
2019-12-05 05:00:00+08:00,26269.44,26290.68,26220.32,26248.59,0
2019-12-05 06:00:00+08:00,26269.44,26290.68,26220.32,26248.59,0
2019-12-05 07:00:00+08:00,26258.96,26294.7,26210.94,26233.99,0
2019-12-05 08:00:00+08:00,26258.96,26294.7,26210.94,26233.99,0
2019-12-05 09:00:00+08:00,26264.42,26304.34,26188.36,26202.51,0
2019-12-05 10:00:00+08:00,26264.42,26304.34,26188.36,26202.51,0
2019-12-05 11:00:00+08:00,26225.83,26257.52,26193.75,26203.23,0
2019-12-05 12:00:00+08:00,26225.83,26257.52,26193.75,26203.23,0
2019-12-05 13:00:00+08:00,26238.94,26245.76,26204.12,26230.15,0
2019-12-05 14:00:00+08:00,26238.94,26245.76,26204.12,26230.15,0
2019-12-05 15:00:00+08:00,26255.42,26278.78,26223.98,26271.36,0
2019-12-05 16:00:00+08:00,26255.42,26278.78,26223.98,26271.36,0
2019-12-05 17:00:00+08:00,26239.73,26280.88,26210.31,26268.29,0
2019-12-05 18:00:00+08:00,26239.73,26280.88,26210.31,26268.29,0
2019-12-05 19:00:00+08:00,26252.49,26283.2,26229.43,26258.0,0
2019-12-05 20:00:00+08:00,26252.49,26283.2,26229.43,26258.0,0
2019-12-05 21:00:00+08:00,26268.03,26275.18,26231.58,26267.64,0
2019-12-05 22:00:00+08:00,26268.03,26275.18,26231.58,26267.64,0
2019-12-05 23:00:00+08:00,26256.85,26270.93,26222.64,26267.91,0
2019-12-06 00:00:00+08:00,26202.2,26248.56,26153.99,26211.96,0
2019-12-06 01:00:00+08:00,26247.28,26278.39,26238.82,26270.42,0
2019-12-06 02:00:00+08:00,26247.28,26278.39,26238.82,26270.42,0
2019-12-06 03:00:00+08:00,26257.57,26283.94,26259.4,26261.92,0
2019-12-06 04:00:00+08:00,26257.57,26283.94,26259.4,26261.92,0
2019-12-06 05:00:00+08:00,26293.15,26337.79,26268.05,26308.77,0
2019-12-06 06:00:00+08:00,26293.15,26337.79,26268.05,26308.77,0
2019-12-06 07:00:00+08:00,26311.49,26466.89,26304.66,26376.98,0
2019-12-06 08:00:00+08:00,26311.49,26466.89,26304.66,26376.98,0
2019-12-06 09:00:00+08:00,26338.24,26504.77,26329.12,26400.18,0
2019-12-06 10:00:00+08:00,26338.24,26504.77,26329.12,26400.18,0
2019-12-06 11:00:00+08:00,26366.95,26469.68,26368.16,26403.63,0
2019-12-06 12:00:00+08:00,26366.95,26469.68,26368.16,26403.63,0
2019-12-06 13:00:00+08:00,26441.12,26501.06,26398.84,26471.0,0
2019-12-06 14:00:00+08:00,26441.12,26501.06,26398.84,26471.0,0
2019-12-06 15:00:00+08:00,26482.47,26550.67,26460.46,26504.48,0
2019-12-06 16:00:00+08:00,26482.47,26550.67,26460.46,26504.48,0
2019-12-06 17:00:00+08:00,26476.39,26521.09,26466.43,26490.21,0
2019-12-06 18:00:00+08:00,26476.39,26521.09,26466.43,26490.21,0
2019-12-06 19:00:00+08:00,26486.28,26520.71,26483.46,26491.67,0
2019-12-06 20:00:00+08:00,26486.28,26520.71,26483.46,26491.67,0
2019-12-06 21:00:00+08:00,26480.46,26558.38,26482.07,26528.28,0
2019-12-06 22:00:00+08:00,26480.46,26558.38,26482.07,26528.28,0
2019-12-06 23:00:00+08:00,26494.01,26559.87,26495.96,26524.95,0
2019-12-07 00:00:00+08:00,26470.78,26522.64,26477.41,26502.58,0
2019-12-07 01:00:00+08:00,26499.26,26539.71,26493.46,26501.73,0
2019-12-07 02:00:00+08:00,26499.26,26539.71,26493.46,26501.73,0
2019-12-07 03:00:00+08:00,26459.76,26503.54,26457.31,26479.46,0
2019-12-07 04:00:00+08:00,26459.76,26503.54,26457.31,26479.46,0
2019-12-07 05:00:00+08:00,26472.19,26522.78,26429.19,26499.81,0
2019-12-07 06:00:00+08:00,26472.19,26522.78,26429.19,26499.81,0
2019-12-07 07:00:00+08:00,26462.58,26518.09,26447.01,26479.14,0
2019-12-07 08:00:00+08:00,26462.58,26518.09,26447.01,26479.14,0
2019-12-07 09:00:00+08:00,26453.9,26522.18,26429.44,26475.2,0
2019-12-07 10:00:00+08:00,26453.9,26522.18,26429.44,26475.2,0
2019-12-07 11:00:00+08:00,26445.55,26504.61,26433.1,26475.94,0
2019-12-07 12:00:00+08:00,26445.55,26504.61,26433.1,26475.94,0
2019-12-07 13:00:00+08:00,26645.12,26651.0,26566.35,26689.79,0
2019-12-07 14:00:00+08:00,26645.12,26651.0,26566.35,26689.79,0
2019-12-07 15:00:00+08:00,26660.1,26663.57,26588.19,26702.02,0
2019-12-07 16:00:00+08:00,26660.1,26663.57,26588.19,26702.02,0
2019-12-07 17:00:00+08:00,26646.01,26653.81,26591.71,26688.15,0
2019-12-07 18:00:00+08:00,26646.01,26653.81,26591.71,26688.15,0
2019-12-07 19:00:00+08:00,27526.3,27526.12,27452.33,27468.37,0
2019-12-07 20:00:00+08:00,27526.3,27526.12,27452.33,27468.37,0
2019-12-07 21:00:00+08:00,27571.49,27580.43,27482.44,27497.23,0
2019-12-07 22:00:00+08:00,27571.49,27580.43,27482.44,27497.23,0
2019-12-07 23:00:00+08:00,27523.5,27693.81,27533.48,27580.35,0
2019-12-08 00:00:00+08:00,26736.03,26780.31,26697.4,26791.41,0
2019-12-08 01:00:00+08:00,26792.31,26784.62,26726.01,26802.92,0
2019-12-08 02:00:00+08:00,26792.31,26784.62,26726.01,26802.92,0
2019-12-08 03:00:00+08:00,26716.77,26775.74,26665.36,26746.2,0
2019-12-08 04:00:00+08:00,26716.77,26775.74,26665.36,26746.2,0
2019-12-08 05:00:00+08:00,26727.42,26796.54,26670.29,26763.76,0
2019-12-08 06:00:00+08:00,26727.42,26796.54,26670.29,26763.76,0
2019-12-08 07:00:00+08:00,26712.61,26806.08,26660.9,26788.38,0
2019-12-08 08:00:00+08:00,26712.61,26806.08,26660.9,26788.38,0
2019-12-08 09:00:00+08:00,26660.48,26802.28,26613.45,26802.05,0
2019-12-08 10:00:00+08:00,26660.48,26802.28,26613.45,26802.05,0
2019-12-08 11:00:00+08:00,26755.76,26796.86,26669.76,26762.98,0
2019-12-08 12:00:00+08:00,26755.76,26796.86,26669.76,26762.98,0
2019-12-08 13:00:00+08:00,27742.51,27804.37,27673.5,27628.87,0
2019-12-08 14:00:00+08:00,27742.51,27804.37,27673.5,27628.87,0
2019-12-08 15:00:00+08:00,27749.84,27809.44,27699.33,27737.81,0
2019-12-08 16:00:00+08:00,27749.84,27809.44,27699.33,27737.81,0
2019-12-08 17:00:00+08:00,27767.89,27804.76,27713.46,27704.16,0
2019-12-08 18:00:00+08:00,27767.89,27804.76,27713.46,27704.16,0
2019-12-08 19:00:00+08:00,27746.15,27793.18,27695.5,27658.94,0
2019-12-08 20:00:00+08:00,27746.15,27793.18,27695.5,27658.94,0
2019-12-08 21:00:00+08:00,27735.32,27734.14,27676.53,27734.6,0
2019-12-08 22:00:00+08:00,27735.32,27734.14,27676.53,27734.6,0
2019-12-08 23:00:00+08:00,27774.76,27686.33,27701.26,27688.7,0
2019-12-09 00:00:00+08:00,26694.42,26652.68,26625.19,26676.31,0
2019-12-09 01:00:00+08:00,26727.46,26723.17,26702.55,26746.55,0
2019-12-09 02:00:00+08:00,26727.46,26723.17,26702.55,26746.55,0
2019-12-09 03:00:00+08:00,26657.01,26661.74,26570.48,26679.75,0
2019-12-09 04:00:00+08:00,26657.01,26661.74,26570.48,26679.75,0
2019-12-09 05:00:00+08:00,26691.68,26669.12,26577.17,26671.08,0
2019-12-09 06:00:00+08:00,26691.68,26669.12,26577.17,26671.08,0
2019-12-09 07:00:00+08:00,26691.95,26653.57,26580.32,26662.6,0
2019-12-09 08:00:00+08:00,26691.95,26653.57,26580.32,26662.6,0
2019-12-09 09:00:00+08:00,26548.3,26673.18,26468.46,26631.67,0
2019-12-09 10:00:00+08:00,26548.3,26673.18,26468.46,26631.67,0
2019-12-09 11:00:00+08:00,26655.23,26670.86,26547.03,26604.65,0
2019-12-09 12:00:00+08:00,26655.23,26670.86,26547.03,26604.65,0
2019-12-09 13:00:00+08:00,26569.91,26592.32,26494.13,26579.82,0
2019-12-09 14:00:00+08:00,26569.91,26592.32,26494.13,26579.82,0
2019-12-09 15:00:00+08:00,26531.23,26601.01,26490.1,26555.11,0
2019-12-09 16:00:00+08:00,26531.23,26601.01,26490.1,26555.11,0
2019-12-09 17:00:00+08:00,26542.75,26554.71,26478.65,26569.91,0
2019-12-09 18:00:00+08:00,26542.75,26554.71,26478.65,26569.91,0
2019-12-09 19:00:00+08:00,26534.09,26504.23,26470.67,26526.92,0
2019-12-09 20:00:00+08:00,26534.09,26504.23,26470.67,26526.92,0
2019-12-09 21:00:00+08:00,26510.2,26551.15,26480.98,26518.66,0
2019-12-09 22:00:00+08:00,26510.2,26551.15,26480.98,26518.66,0
2019-12-09 23:00:00+08:00,26541.27,26522.51,26481.62,26489.07,0
2019-12-10 00:00:00+08:00,26577.25,26576.48,26471.32,26552.06,0
2019-12-10 01:00:00+08:00,26535.47,26545.87,26463.32,26528.44,0
2019-12-10 02:00:00+08:00,26535.47,26545.87,26463.32,26528.44,0
2019-12-10 03:00:00+08:00,26595.48,26572.68,26509.8,26555.67,0
2019-12-10 04:00:00+08:00,26595.48,26572.68,26509.8,26555.67,0
2019-12-10 05:00:00+08:00,26590.44,26585.25,26483.81,26567.16,0
2019-12-10 06:00:00+08:00,26590.44,26585.25,26483.81,26567.16,0
2019-12-10 07:00:00+08:00,26577.38,26598.5,26472.45,26560.19,0
2019-12-10 08:00:00+08:00,26577.38,26598.5,26472.45,26560.19,0
2019-12-10 09:00:00+08:00,26472.72,26584.75,26384.53,26552.03,0
2019-12-10 10:00:00+08:00,26472.72,26584.75,26384.53,26552.03,0
2019-12-10 11:00:00+08:00,26624.27,26594.63,26521.99,26576.95,0
2019-12-10 12:00:00+08:00,26624.27,26594.63,26521.99,26576.95,0
2019-12-10 13:00:00+08:00,26513.24,26551.3,26458.14,26507.18,0
2019-12-10 14:00:00+08:00,26513.24,26551.3,26458.14,26507.18,0
2019-12-10 15:00:00+08:00,26481.71,26538.35,26412.59,26464.76,0
2019-12-10 16:00:00+08:00,26481.71,26538.35,26412.59,26464.76,0
2019-12-10 17:00:00+08:00,26459.65,26518.52,26404.72,26451.24,0
2019-12-10 18:00:00+08:00,26459.65,26518.52,26404.72,26451.24,0
2019-12-10 19:00:00+08:00,26428.22,26432.36,26378.25,26407.75,0
2019-12-10 20:00:00+08:00,26428.22,26432.36,26378.25,26407.75,0
2019-12-10 21:00:00+08:00,26418.71,26518.73,26383.48,26462.38,0
2019-12-10 22:00:00+08:00,26418.71,26518.73,26383.48,26462.38,0
2019-12-10 23:00:00+08:00,26465.57,26489.23,26412.35,26451.69,0
2019-12-11 00:00:00+08:00,26647.9,26584.68,26588.94,26641.49,0
2019-12-11 01:00:00+08:00,26571.85,26594.91,26588.55,26644.88,0
2019-12-11 02:00:00+08:00,26571.85,26594.91,26588.55,26644.88,0
2019-12-11 03:00:00+08:00,26598.52,26602.22,26569.04,26615.1,0
2019-12-11 04:00:00+08:00,26598.52,26602.22,26569.04,26615.1,0
2019-12-11 05:00:00+08:00,26648.85,26610.91,26568.01,26659.45,0
2019-12-11 06:00:00+08:00,26648.85,26610.91,26568.01,26659.45,0
2019-12-11 07:00:00+08:00,26642.8,26620.01,26567.76,26664.96,0
2019-12-11 08:00:00+08:00,26642.8,26620.01,26567.76,26664.96,0
2019-12-11 09:00:00+08:00,26597.29,26632.9,26528.42,26656.48,0
2019-12-11 10:00:00+08:00,26597.29,26632.9,26528.42,26656.48,0
2019-12-11 11:00:00+08:00,26568.33,26602.85,26508.12,26616.72,0
2019-12-11 12:00:00+08:00,26568.33,26602.85,26508.12,26616.72,0
2019-12-11 13:00:00+08:00,26569.99,26673.76,26540.45,26670.2,0
2019-12-11 14:00:00+08:00,26569.99,26673.76,26540.45,26670.2,0
2019-12-11 15:00:00+08:00,26630.54,26671.15,26578.98,26663.16,0
2019-12-11 16:00:00+08:00,26630.54,26671.15,26578.98,26663.16,0
2019-12-11 17:00:00+08:00,26634.43,26660.29,26594.16,26641.5,0
2019-12-11 18:00:00+08:00,26634.43,26660.29,26594.16,26641.5,0
2019-12-11 19:00:00+08:00,26649.26,26647.84,26598.36,26642.83,0
2019-12-11 20:00:00+08:00,26649.26,26647.84,26598.36,26642.83,0
2019-12-11 21:00:00+08:00,26633.73,26681.0,26603.69,26666.61,0
2019-12-11 22:00:00+08:00,26633.73,26681.0,26603.69,26666.61,0
2019-12-11 23:00:00+08:00,26661.56,26680.01,26625.51,26670.03,0
2019-12-12 00:00:00+08:00,26682.05,26663.98,26622.87,26688.69,0
2019-12-12 01:00:00+08:00,26764.47,26798.29,26737.98,26807.05,0
2019-12-12 02:00:00+08:00,26764.47,26798.29,26737.98,26807.05,0
2019-12-12 03:00:00+08:00,26756.59,26865.68,26749.54,26803.63,0
2019-12-12 04:00:00+08:00,26756.59,26865.68,26749.54,26803.63,0
2019-12-12 05:00:00+08:00,26752.21,26873.27,26755.16,26818.16,0
2019-12-12 06:00:00+08:00,26752.21,26873.27,26755.16,26818.16,0
2019-12-12 07:00:00+08:00,26788.2,26880.79,26725.44,26866.47,0
2019-12-12 08:00:00+08:00,26788.2,26880.79,26725.44,26866.47,0
2019-12-12 09:00:00+08:00,26770.63,26990.88,26757.4,26991.8,0
2019-12-12 10:00:00+08:00,26770.63,26990.88,26757.4,26991.8,0
2019-12-12 11:00:00+08:00,26990.83,27050.96,26955.45,27033.99,0
2019-12-12 12:00:00+08:00,26990.83,27050.96,26955.45,27033.99,0
2019-12-12 13:00:00+08:00,27319.31,27462.84,27284.88,27308.65,0
2019-12-12 14:00:00+08:00,27319.31,27462.84,27284.88,27308.65,0
2019-12-12 15:00:00+08:00,27287.67,27376.58,27263.36,27278.55,0
2019-12-12 16:00:00+08:00,27287.67,27376.58,27263.36,27278.55,0
2019-12-12 17:00:00+08:00,27200.62,27231.88,27167.12,27184.66,0
2019-12-12 18:00:00+08:00,27200.62,27231.88,27167.12,27184.66,0
2019-12-12 19:00:00+08:00,27306.82,27346.29,27261.13,27261.57,0
2019-12-12 20:00:00+08:00,27306.82,27346.29,27261.13,27261.57,0
2019-12-12 21:00:00+08:00,27256.36,27388.35,27212.61,27235.8,0
2019-12-12 22:00:00+08:00,27256.36,27388.35,27212.61,27235.8,0
2019-12-12 23:00:00+08:00,27336.86,27625.58,27282.42,27314.93,0
2019-12-13 00:00:00+08:00,26833.76,26858.94,26758.26,26902.53,0
2019-12-13 01:00:00+08:00,26989.84,27030.64,26945.21,27050.87,0
2019-12-13 02:00:00+08:00,26989.84,27030.64,26945.21,27050.87,0
2019-12-13 03:00:00+08:00,26904.42,27086.04,26861.15,26988.05,0
2019-12-13 04:00:00+08:00,26904.42,27086.04,26861.15,26988.05,0
