,date,weekday
0,2024-12-06 21:05:20.243036+08:00,Friday
1,2024-12-09 21:05:20.243036+08:00,Monday
2,2024-12-10 21:05:20.243036+08:00,Tuesday
3,2024-12-11 21:05:20.243036+08:00,Wednesday
4,2024-12-12 21:05:20.243036+08:00,Thursday
5,2024-12-13 21:05:20.243036+08:00,Friday
6,2024-12-16 21:05:20.243036+08:00,Monday
7,2024-12-17 21:05:20.243036+08:00,Tuesday
8,2024-12-18 21:05:20.243036+08:00,Wednesday
9,2024-12-19 21:05:20.243036+08:00,Thursday
10,2024-12-20 21:05:20.243036+08:00,Friday
11,2024-12-23 21:05:20.243036+08:00,Monday
12,2024-12-24 21:05:20.243036+08:00,Tuesday
13,2024-12-25 21:05:20.243036+08:00,Wednesday
14,2024-12-26 21:05:20.243036+08:00,Thursday
15,2024-12-27 21:05:20.243036+08:00,Friday
16,2024-12-30 21:05:20.243036+08:00,Monday
17,2024-12-31 21:05:20.243036+08:00,Tuesday
18,2025-01-01 21:05:20.243036+08:00,Wednesday
19,2025-01-02 21:05:20.243036+08:00,Thursday
20,2025-01-03 21:05:20.243036+08:00,Friday
21,2025-01-06 21:05:20.243036+08:00,Monday
22,2025-01-07 21:05:20.243036+08:00,Tuesday
23,2025-01-08 21:05:20.243036+08:00,Wednesday
24,2025-01-09 21:05:20.243036+08:00,Thursday
25,2025-01-10 21:05:20.243036+08:00,Friday
26,2025-01-13 21:05:20.243036+08:00,Monday
27,2025-01-14 21:05:20.243036+08:00,Tuesday
28,2025-01-15 21:05:20.243036+08:00,Wednesday
29,2025-01-16 21:05:20.243036+08:00,Thursday
30,2025-01-17 21:05:20.243036+08:00,Friday
31,2025-01-20 21:05:20.243036+08:00,Monday
32,2025-01-21 21:05:20.243036+08:00,Tuesday
33,2025-01-22 21:05:20.243036+08:00,Wednesday
34,2025-01-23 21:05:20.243036+08:00,Thursday
35,2025-01-24 21:05:20.243036+08:00,Friday
36,2025-01-27 21:05:20.243036+08:00,Monday
37,2025-01-28 21:05:20.243036+08:00,Tuesday
38,2025-01-29 21:05:20.243036+08:00,Wednesday
39,2025-01-30 21:05:20.243036+08:00,Thursday
40,2025-01-31 21:05:20.243036+08:00,Friday
41,2025-02-03 21:05:20.243036+08:00,Monday
42,2025-02-04 21:05:20.243036+08:00,Tuesday
43,2025-02-05 21:05:20.243036+08:00,Wednesday
44,2025-02-06 21:05:20.243036+08:00,Thursday
45,2025-02-07 21:05:20.243036+08:00,Friday
46,2025-02-10 21:05:20.243036+08:00,Monday
47,2025-02-11 21:05:20.243036+08:00,Tuesday
48,2025-02-12 21:05:20.243036+08:00,Wednesday
49,2025-02-13 21:05:20.243036+08:00,Thursday
50,2025-02-14 21:05:20.243036+08:00,Friday
51,2025-02-17 21:05:20.243036+08:00,Monday
52,2025-02-18 21:05:20.243036+08:00,Tuesday
53,2025-02-19 21:05:20.243036+08:00,Wednesday
54,2025-02-20 21:05:20.243036+08:00,Thursday
55,2025-02-21 21:05:20.243036+08:00,Friday
56,2025-02-24 21:05:20.243036+08:00,Monday
57,2025-02-25 21:05:20.243036+08:00,Tuesday
58,2025-02-26 21:05:20.243036+08:00,Wednesday
59,2025-02-27 21:05:20.243036+08:00,Thursday
60,2025-02-28 21:05:20.243036+08:00,Friday
61,2025-03-03 21:05:20.243036+08:00,Monday
62,2025-03-04 21:05:20.243036+08:00,Tuesday
63,2025-03-05 21:05:20.243036+08:00,Wednesday
64,2025-03-06 21:05:20.243036+08:00,Thursday
65,2025-03-07 21:05:20.243036+08:00,Friday
66,2025-03-10 21:05:20.243036+08:00,Monday
67,2025-03-11 21:05:20.243036+08:00,Tuesday
68,2025-03-12 21:05:20.243036+08:00,Wednesday
69,2025-03-13 21:05:20.243036+08:00,Thursday
70,2025-03-14 21:05:20.243036+08:00,Friday
71,2025-03-17 21:05:20.243036+08:00,Monday
72,2025-03-18 21:05:20.243036+08:00,Tuesday
73,2025-03-19 21:05:20.243036+08:00,Wednesday
74,2025-03-20 21:05:20.243036+08:00,Thursday
75,2025-03-21 21:05:20.243036+08:00,Friday
76,2025-03-24 21:05:20.243036+08:00,Monday
77,2025-03-25 21:05:20.243036+08:00,Tuesday
