,time,stock_code_x,ric_code_x,uuid_x,last_modified_date_x,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,month,day,hour,dayofweek,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,dayofyear,weekofyear,current_hour_pillar_heavenly,current_hour_pillar_earthly,current_hour_pillar_heavenly_sin,current_hour_pillar_heavenly_cos,current_hour_pillar_earthly_sin,current_hour_pillar_earthly_cos,current_day_pillar_heavenly,current_day_pillar_earthly,current_day_pillar_heavenly_sin,current_day_pillar_heavenly_cos,current_day_pillar_earthly_sin,current_day_pillar_earthly_cos,current_day_pillar_minus_heavenly,current_day_pillar_minus_earthly,current_day_pillar_minus_heavenly_sin,current_day_pillar_minus_heavenly_cos,current_day_pillar_minus_earthly_sin,current_day_pillar_minus_earthly_cos,current_hour_pillar_minus_heavenly,current_hour_pillar_minus_earthly,current_hour_pillar_minus_heavenly_sin,current_hour_pillar_minus_heavenly_cos,current_hour_pillar_minus_earthly_sin,current_hour_pillar_minus_earthly_cos,current_month_pillar_heavenly,current_month_pillar_earthly,current_month_pillar_heavenly_sin,current_month_pillar_heavenly_cos,current_month_pillar_earthly_sin,current_month_pillar_earthly_cos,current_year_pillar_heavenly,current_year_pillar_earthly,current_year_pillar_heavenly_sin,current_year_pillar_heavenly_cos,current_year_pillar_earthly_sin,current_year_pillar_earthly_cos,current_year_pillar_minus_heavenly,current_year_pillar_minus_earthly,current_year_pillar_minus_heavenly_sin,current_year_pillar_minus_heavenly_cos,current_year_pillar_minus_earthly_sin,current_year_pillar_minus_earthly_cos,current_month_pillar_minus_heavenly,current_month_pillar_minus_earthly,current_month_pillar_minus_heavenly_sin,current_month_pillar_minus_heavenly_cos,current_month_pillar_minus_earthly_sin,current_month_pillar_minus_earthly_cos,base_year_pillar_heavenly,base_year_pillar_earthly,base_year_pillar_heavenly_sin,base_year_pillar_heavenly_cos,base_year_pillar_earthly_sin,base_year_pillar_earthly_cos,base_month_pillar_heavenly,base_month_pillar_earthly,base_month_pillar_heavenly_sin,base_month_pillar_heavenly_cos,base_month_pillar_earthly_sin,base_month_pillar_earthly_cos,base_day_pillar_heavenly,base_day_pillar_earthly,base_day_pillar_heavenly_sin,base_day_pillar_heavenly_cos,base_day_pillar_earthly_sin,base_day_pillar_earthly_cos,base_hour_pillar_heavenly,base_hour_pillar_earthly,base_hour_pillar_heavenly_sin,base_hour_pillar_heavenly_cos,base_hour_pillar_earthly_sin,base_hour_pillar_earthly_cos,base_month_pillar_minus_heavenly,base_month_pillar_minus_earthly,base_month_pillar_minus_heavenly_sin,base_month_pillar_minus_heavenly_cos,base_month_pillar_minus_earthly_sin,base_month_pillar_minus_earthly_cos,base_hour_pillar_minus_heavenly,base_hour_pillar_minus_earthly,base_hour_pillar_minus_heavenly_sin,base_hour_pillar_minus_heavenly_cos,base_hour_pillar_minus_earthly_sin,base_hour_pillar_minus_earthly_cos,base_year_pillar_minus_heavenly,base_year_pillar_minus_earthly,base_year_pillar_minus_heavenly_sin,base_year_pillar_minus_heavenly_cos,base_year_pillar_minus_earthly_sin,base_year_pillar_minus_earthly_cos,base_day_pillar_minus_heavenly,base_day_pillar_minus_earthly,base_day_pillar_minus_heavenly_sin,base_day_pillar_minus_heavenly_cos,base_day_pillar_minus_earthly_sin,base_day_pillar_minus_earthly_cos,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus,stock_code_y,ric_code_y,uuid_y,last_modified_date_y,target
is_quarter_start,-0.0154943,,,0.0220847,,0.0239001,0.0273606,0.0131395,-0.00209886,-0.00299249,0.0062714,-0.0421855,0.0025209,0.0566463,0.0267501,0.0115888,-0.00695521,,,,,,,,,-0.038585,-0.0979182,,-0.000340967,-0.0227065,0.379859,-0.01062,1,-0.00617839,,-0.00289928,-0.0466855,-0.0460488,0.0239001,,-0.000451017,0.0586765,,,0.0258203,0.0182118,0.00014804,-0.00971728,0.00164988,0.00799378,0.0102516,0.0245623,-0.00014804,0.00971728,0.00244611,-0.0357056,-0.000443851,-0.00951659,0.000451017,-0.0586765,0.00951659,0.0204157,0.00520265,-0.0571957,0.00981767,0.0290695,-0.000511358,-0.0799094,0.006706,-0.0341069,-0.0485712,-0.0168911,-0.0186548,0.0492391,-0.0459458,-0.00746508,0.0485712,0.0168911,0.0168365,-0.0421196,0.0101082,-0.0829396,-0.00981767,-0.0290695,0.00819346,0.0683324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0349175,-0.00951659,-0.0581862,0.0366403,0.0571438,,0.0445823,0.00951659,0.00886242,-0.0340834,-0.0770469,,-0.0285367,-0.00951659,-0.0077572,0.0246423,0.0430553,,-0.0216748,-0.00951659,0.074143,-0.00551341,0.0175368,,0.0252409,0.00951659,0.0421416,-0.0160466,-0.0345446,,0.0348327,0.00951659,-0.025341,-0.0198147,-0.0470682,,,0.0220847,,0.0353619
is_quarter_end,-0.00206544,,,0.0403042,,0.0293242,0.0227995,0.0478619,-0.0402234,0.0381614,-0.0280635,0.00235646,-0.00302603,0.0261894,0.0201125,-0.0221206,-0.0102231,,,,,,,,,0.0303766,0.182791,,0.00794058,-0.000586251,-0.0162649,0.58177,-0.00617839,1,,0.469261,0.0450362,0.00456292,0.0293242,,-0.0364633,0.0360343,,,0.0211296,0.0245985,0.00336874,-0.0208681,-0.0117941,0.00218607,0.0446213,0.0328653,-0.00336874,0.0208681,0.0301004,-0.00582575,-0.039326,-0.0084833,0.0364633,-0.0360343,0.0084833,-0.00640445,0.0427629,-0.0215925,-0.0158885,-0.00158228,-0.00097435,0.000890992,-0.0286628,0.0149094,0.0182292,0.01766,0.023727,-0.00910988,0.00166321,0.0193275,-0.0182292,-0.01766,-0.00769785,0.0124058,-0.00411386,0.003596,0.0158885,0.00158228,0.000237749,-0.00246131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022131,-0.0084833,-0.0465923,0.00451341,0.0356518,,-0.0154307,0.0084833,0.0553087,0.0129305,-0.0412042,,0.021811,-0.0084833,0.0566638,0.00117425,-0.0108075,,-0.00913652,-0.0084833,0.0556456,-0.00132214,-0.0101136,,-0.00631615,0.0084833,0.0558871,-0.0146948,-0.0417286,,-0.018829,0.0084833,-0.0500288,0.0120698,0.00537497,,,0.0403042,,0.0187804
is_year_start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
is_year_end,-0.00402079,,,-0.0111446,,-0.00025629,0.0125745,0.0149716,-0.0445709,0.0418078,-0.016103,0.0232545,-0.0187881,0.000302205,0.0133516,0.000303116,-0.0247255,,,,,,,,,0.0825114,0.0887145,,0.00876505,0.0698216,-0.0076325,0.273002,-0.00289928,0.469261,,1,0.0896136,0.00298064,-0.00025629,,-0.0453223,0.0150035,,,0.0133557,-0.00725651,-0.0169321,-0.0122385,0.0175659,-4.48233e-05,0.0135811,0.0182835,0.0169321,0.0122385,-0.0399565,0.0157693,-0.0455401,0.00167943,0.0453223,-0.0150035,-0.00167943,-0.00386601,0.0437824,-0.0363778,-0.0343533,0.0180196,0.0716906,0.000418108,-0.0144847,0.0260517,0.0190209,0.0167596,0.0103336,-0.00602049,0.0233641,0.0242085,-0.0190209,-0.0167596,-0.00197996,-0.00331846,-0.0223719,0.0376493,0.0343533,-0.0180196,-0.0623679,-0.001155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0439651,0.00167943,-0.0226792,-0.000828521,-0.0372712,,-0.0293209,-0.00167943,0.0669315,0.00557925,0.00764985,,0.00326531,0.00167943,0.00778278,0.00455044,-0.0668482,,-0.00018611,0.00167943,0.0367728,-0.00404829,-0.0228659,,-0.0441458,-0.00167943,-0.0065022,-0.00744364,0.029575,,0.0112367,-0.00167943,0.0215254,-0.000181365,0.0453193,,,-0.0111446,,0.022744
dayofyear,0.0546118,,,-0.028355,,-0.006,0.00415092,-0.00109884,0.011086,-0.0223351,-0.334038,0.277849,0.0427444,0.000673302,0.00572208,-0.0347943,-0.235882,,,,,,,,,0.996661,0.0800336,,-0.000302342,0.969564,-0.00487372,0.0227645,-0.0466855,0.0450362,,0.0896136,1,0.984837,-0.006,,0.00579454,-0.00104148,,,0.00411302,0.000115722,-0.0018966,-0.00587056,-0.0104916,-0.00826136,-0.00128868,0.00338541,0.0018966,0.00587056,-0.0163447,0.0091341,0.00546707,0.0326468,-0.00579454,0.00104148,-0.0326468,-0.122686,-0.00899671,-0.0871302,0.0140921,0.0276839,-0.389182,0.467973,-0.308725,0.213284,0.498012,-0.0336753,0.0232224,-0.395211,0.293837,-0.0888442,-0.498012,0.0336753,0.0107038,0.294255,0.0330789,0.0729494,-0.0140921,-0.0276839,0.333211,-0.419459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0135042,0.0326468,0.0496886,-0.0653427,0.0325144,,0.00869998,-0.0326468,-0.12445,0.0198617,0.126605,,-0.0134534,0.0326468,0.132506,-0.129262,-0.0495352,,0.000872389,0.0326468,-0.10078,0.0923074,0.103919,,0.00995576,-0.0326468,0.189046,-0.0401234,-0.232508,,0.00577032,-0.0326468,-0.224047,0.0523656,0.13802,,,-0.028355,,-0.15297
weekofyear,0.0493787,,,-0.0272535,,-0.00921905,0.00111939,-0.00069634,0.0138916,-0.0354434,-0.336717,0.275931,0.0534412,0.00211405,0.00293212,-0.0333011,-0.238339,,,,,,,,,0.982661,0.0650395,,-0.00413751,0.957756,-0.00416339,-0.000198762,-0.0460488,0.00456292,,0.00298064,0.984837,1,-0.00921905,,0.00885034,-0.000218572,,,0.00105872,0.00083833,0.00215418,-7.27509e-05,-0.01911,-0.00844448,6.47998e-06,-0.00683651,-0.00215418,7.27509e-05,-0.00466376,0.00930957,0.00868852,0.0305386,-0.00885034,0.000218572,-0.0305386,-0.116761,-0.0224918,-0.0810998,0.0263249,0.031408,-0.401482,0.468372,-0.31078,0.205745,0.499617,-0.0309363,0.0251582,-0.391348,0.292378,-0.0931537,-0.499617,0.0309363,0.00739466,0.295732,0.0443131,0.0671424,-0.0263249,-0.031408,0.342889,-0.420074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0182029,0.0305386,0.0535318,-0.0728486,0.0382142,,0.00876003,-0.0305386,-0.135807,0.0285187,0.125105,,-0.0135116,0.0305386,0.13098,-0.132921,-0.0381457,,0.0055034,0.0305386,-0.107553,0.091826,0.10852,,0.0145573,-0.0305386,0.190403,-0.0329151,-0.237026,,0.00191325,-0.0305386,-0.227528,0.0569843,0.129753,,,-0.0272535,,-0.153865
current_hour_pillar_heavenly,0.00529043,,,0.0256767,,1,0.101447,0.101329,-0.102575,-0.00228458,-0.000352691,-0.00455113,0.011624,0.0963485,0.100932,-0.00920999,-0.00352252,,,,,,,,,-0.00538269,-0.00765242,,0.00453482,-0.00362722,-0.0475728,0.042224,0.0239001,0.0293242,,-0.00025629,-0.006,-0.00921905,1,,-0.0738743,0.0489631,,,0.101224,0.00562976,-7.64184e-05,0.00435014,-0.00248642,-0.00698206,0.10042,0.0105028,7.64184e-05,-0.00435014,0.000452966,0.00394525,-0.101959,-0.0121961,0.0738743,-0.0489631,0.0121961,0.00672558,-0.0015863,-0.0057194,0.00882935,0.00134758,-0.0030966,-0.00265208,-0.00235238,0.00711633,-0.00483801,-0.000450947,-0.00156992,-0.00119041,-0.00530906,0.00590376,0.00483801,0.000450947,0.00556189,0.000595128,0.011379,0.00239993,-0.00882935,-0.00134758,-0.000597066,0.0061038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00446462,-0.0121961,-0.00276968,0.00937214,0.00213934,,0.00113628,0.0121961,-0.00359185,-0.00683821,-0.00995932,,-0.00329197,-0.0121961,0.00632548,0.00169769,0.0047002,,0.000313349,-0.0121961,0.00350284,0.00011471,0.000404302,,0.00316396,0.0121961,0.00756383,-0.0133681,-0.00032334,,-0.000579,0.0121961,-0.00978514,-0.000963556,-0.00743612,,,0.0256767,,-0.00311749
current_hour_pillar_earthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_hour_pillar_heavenly_sin,0.00101912,,,0.0294223,,-0.0738743,-0.114838,-0.121643,0.980511,-0.00925687,0.00403488,0.00274939,-0.0192398,0.306605,-0.114024,0.0166343,0.00181402,,,,,,,,,0.00649633,-0.00870275,,0.00494085,0.00884266,-0.0277655,-0.047975,-0.000451017,-0.0364633,,-0.0453223,0.00579454,0.00885034,-0.0738743,,1,-0.000720998,,,-0.11526,-0.00125638,-0.00503292,-0.000670831,-0.0075816,0.015607,-0.12196,-0.00300964,0.00503292,0.000670831,0.018308,-0.0106456,0.995908,-0.00351033,-1,0.000720998,0.00351033,0.00309262,-0.00825822,-0.010803,-0.00971281,0.00105122,0.011571,0.00188533,0.00426426,-0.00740299,-0.00337393,0.00448368,0.00354944,0.00106903,0.00270317,0.000781127,0.00337393,-0.00448368,-0.00609608,0.00135738,-0.0196298,0.000625882,0.00971281,-0.00105122,-0.0135395,-0.000446344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00180245,-0.00351033,0.00073556,0.00126306,0.000464109,,0.00190179,0.00351033,0.00686029,-0.00173691,-0.00921777,,-0.00217883,-0.00351033,0.00701274,0.00491286,-0.00655822,,-0.0102367,-0.00351033,0.00870943,0.00555226,0.00133542,,0.00915239,0.00351033,-0.00435613,-0.00212794,0.000404587,,0.000913412,0.00351033,-0.000404001,-0.0032751,0.00033101,,,0.0294223,,-0.00241921
current_hour_pillar_heavenly_cos,-0.00177744,,,0.00657326,,0.0489631,0.335894,0.342048,0.0011371,-0.00204917,0.00944836,-0.0144655,0.00714932,0.947348,0.335624,-0.0151054,0.00107194,,,,,,,,,2.10659e-05,-0.0122605,,0.00318135,-0.00200122,0.0369037,0.0131833,0.0586765,0.0360343,,0.0150035,-0.00104148,-0.000218572,0.0489631,,-0.000720998,1,,,0.338031,-0.00816377,0.00294419,-0.00166176,0.0166178,0.00862764,0.341905,0.0172867,-0.00294419,0.00166176,-0.0119411,-0.0196749,-0.000145917,0.00733592,0.000720998,-1,-0.00733592,-0.00450653,-0.00142439,-0.00480087,0.00171869,-0.00292065,0.00177687,0.00146315,0.00958541,-0.00517514,-0.0121766,0.0102587,0.00859731,0.00953664,-0.0136779,0.00569804,0.0121766,-0.0102587,-0.00549535,-0.0102932,0.00926919,-0.02314,-0.00171869,0.00292065,0.00159606,-4.67479e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024399,0.00733592,0.00720844,0.00980433,0.014449,,0.00619407,-0.00733592,-0.0064847,-0.00444038,-0.0190725,,0.000383274,0.00733592,-0.00244613,0.00676581,0.00424485,,-0.00774206,0.00733592,-0.00327367,-0.00549889,0.014639,,-0.00162562,-0.00733592,-0.00640087,-0.00302434,-0.0202344,,0.00590425,-0.00733592,0.00590123,-3.58244e-05,-0.00992053,,,0.00657326,,-0.000108903
current_hour_pillar_earthly_sin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_hour_pillar_earthly_cos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current_day_pillar_heavenly,-0.00455402,,,0.0464687,,0.101224,0.995105,-0.159575,-0.160437,0.00464629,0.00364579,-0.00842587,0.00987202,0.318661,0.995185,-0.00424881,-0.00421935,,,,,,,,,0.0062717,-0.0252803,,0.00201085,0.00355451,0.0125097,-0.000932136,0.0258203,0.0211296,,0.0133557,0.00411302,0.00105872,0.101224,,-0.11526,0.338031,,,1,-0.0120604,-0.661234,0.0257561,0.00438938,0.0103025,-0.160368,0.0100821,0.661234,-0.0257561,0.00502408,-0.0176612,-0.162586,-0.00151646,0.11526,-0.338031,0.00151646,0.00513022,0.00427974,0.00563269,-0.0118987,0.00935351,-0.010278,-0.00727762,0.00419629,-0.00721153,-0.00314592,0.00854027,0.00736284,0.0058044,-0.00743289,0.00454889,0.00314592,-0.00854027,-0.010716,-0.00539369,0.0104307,-0.00134313,0.0118987,-0.00935351,0.0163146,0.00451237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0184966,-0.00151646,0.00298389,-7.00812e-05,0.0259566,,-0.018691,0.00151646,0.00094183,0.00042644,-0.0114876,,0.0181653,-0.00151646,-0.00577718,0.00035987,0.0239657,,0.00725295,-0.00151646,0.00353712,-0.00392016,0.0203136,,-0.0128145,0.00151646,-0.00514535,0.0020413,-0.0310859,,-0.0158647,0.00151646,0.00588296,0.0028685,-0.0135093,,,0.0464687,,0.00258758
current_day_pillar_earthly,0.00113709,,,-0.0322984,,0.00562976,0.0829939,0.00493516,0.00204323,0.0168456,-0.001344,-0.00390705,-0.0151292,-0.00812561,0.0143836,-0.0459474,0.00308777,,,,,,,,,-0.000522272,0.00781304,,-0.00338226,-0.00227631,0.00793833,0.0252392,0.0182118,0.0245985,,-0.00725651,0.000115722,0.00083833,0.00562976,,-0.00125638,-0.00816377,,,-0.0120604,1,0.00207827,-0.00707259,-0.350257,-0.440301,-0.00116291,-0.000117246,-0.00207827,0.00707259,0.295264,0.385871,-0.000713422,0.0157277,0.00125638,0.00816377,-0.0157277,-0.0158569,0.0164539,0.00985036,-0.0117147,-0.0224742,-0.0134833,-0.0184527,0.00074581,0.00220182,0.00625097,-0.00243128,-0.000402134,-0.00623459,-0.00587416,-0.0041816,-0.00625097,0.00243128,-0.00351427,0.00297768,-0.0153943,0.000303808,0.0117147,0.0224742,0.00519932,0.0113422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.409805,0.0157277,0.0083833,-0.00754028,-0.00988372,,0.26832,-0.0157277,-0.0113186,0.00240633,0.0210354,,-0.356587,0.0157277,0.00547803,-0.00561774,0.00472217,,-0.269703,0.0157277,0.0172117,-0.00174389,-0.00385109,,0.275077,-0.0157277,-0.011177,0.0113503,0.00934298,,0.286829,-0.0157277,-0.00901503,0.0016153,-0.00127019,,,-0.0322984,,-0.0046819
current_day_pillar_heavenly_sin,-0.00147311,,,-0.0312584,,-7.64184e-05,-0.658055,0.661782,-0.00475311,-0.00365399,-0.0088653,0.00435363,-0.00520101,0.00129806,-0.658694,-0.0102599,0.00112158,,,,,,,,,-0.00489588,0.036338,,0.00281149,-0.00410833,0.00490517,0.0238244,0.00014804,0.00336874,,-0.0169321,-0.0018966,0.00215418,-7.64184e-05,,-0.00503292,0.00294419,,,-0.661234,0.00207827,1,0.0055763,0.00648755,-0.015409,0.665043,-0.00492321,-1,-0.0055763,-0.0179147,0.0188475,-0.00515315,0.00185306,0.00503292,-0.00294419,-0.00185306,-0.00147871,-0.00271252,-0.0112778,0.0130688,-0.00603151,0.0100079,0.00635009,-0.00885777,0.00466777,0.00610968,-0.00471033,-0.00273338,-0.00178804,0.00404303,-0.00112004,-0.00610968,0.00471033,0.00352874,0.000291828,-0.00509243,-0.00952261,-0.0130688,0.00603151,-0.0217296,-0.000867367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00124821,0.00185306,0.00650348,-0.00198703,-0.024969,,0.00087614,-0.00185306,-0.00323647,0.00166747,0.0107077,,-0.00113677,0.00185306,0.00736004,-0.00469127,-0.0412144,,0.0080474,0.00185306,0.00240523,-0.00383586,-0.026952,,-0.00562946,-0.00185306,-0.00536019,0.00234586,0.0225528,,0.0010526,-0.00185306,-0.0038898,0.00305014,0.0263673,,,-0.0312584,,0.00415038
current_day_pillar_heavenly_cos,0.00116611,,,-0.00421587,,0.00435014,0.0249302,-0.0292133,-0.00450894,0.0500952,-0.0102289,0.00297916,-0.0291342,-0.00160042,0.0262648,0.00399745,0.000250383,,,,,,,,,-0.00691491,0.0125671,,-0.00530659,-0.00593309,-0.0234009,-0.0200731,-0.00971728,-0.0208681,,-0.0122385,-0.00587056,-7.27509e-05,0.00435014,,-0.000670831,-0.00166176,,,0.0257561,-0.00707259,0.0055763,1,0.00267067,0.00874155,-0.0288485,-0.00649986,-0.0055763,-1,-0.00554365,-0.0201292,-0.000566198,-0.0226297,0.000670831,0.00166176,0.0226297,0.0156887,0.0508973,-0.0005612,0.0017649,0.00889542,0.00102008,0.00604947,-0.00923593,-0.0143272,0.00182646,0.00935808,0.00801805,-0.00247791,0.00332116,-0.0033998,-0.00182646,-0.00935808,-0.0122267,0.00444341,-0.0313506,0.010961,-0.0017649,-0.00889542,0.00420205,0.021828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00442707,-0.0226297,0.00936653,0.00840514,0.00476066,,0.00370808,0.0226297,-0.00504592,-0.0100655,-0.00710889,,-0.00884006,-0.0226297,0.00761339,0.00301842,-0.0181508,,-0.0113949,-0.0226297,-0.00265845,0.0087189,-0.0260877,,0.00829875,0.0226297,-0.00542998,-0.0136397,-0.00192187,,0.00819153,0.0226297,-0.00419911,-0.00151312,0.0184255,,,-0.00421587,,0.00188981
current_day_pillar_earthly_sin,-0.00392899,,,0.0313261,,-0.00248642,-0.0225418,0.0373322,-0.00876357,-0.0201171,0.00928735,0.00470582,0.00719628,0.0134091,-0.03999,0.00414833,-0.00801793,,,,,,,,,-0.00998705,-0.00756404,,0.00323051,-0.00926594,0.0117537,-0.00879093,0.00164988,-0.0117941,,0.0175659,-0.0104916,-0.01911,-0.00248642,,-0.0075816,0.0166178,,,0.00438938,-0.350257,0.00648755,0.00267067,1,0.00615028,0.0136619,0.307941,-0.00648755,-0.00267067,-0.865465,-0.0171025,-0.00787717,-0.00574641,0.0075816,-0.0166178,0.00574641,0.0138945,-0.0211781,0.00803419,0.00544006,0.0079964,0.0089746,-0.00117811,0.00888128,-0.00613198,-0.0110211,-0.00322848,-0.00786389,0.0102248,0.00533161,-0.00101045,0.0110211,0.00322848,0.00345667,-0.011871,0.00739025,0.00362525,-0.00544006,-0.0079964,-0.000368169,0.00631466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.211842,-0.00574641,-0.0129049,0.00758452,0.0154792,,0.334792,0.00574641,0.0145923,-0.0119999,-0.0115871,,0.119484,-0.00574641,-0.0164225,0.00470057,0.0188631,,-0.137248,-0.00574641,-0.0192625,-0.00108687,0.00782834,,-0.318084,0.00574641,0.0115133,-0.00413076,-0.00850976,,0.277874,0.00574641,0.0196434,-0.00706774,-0.0115208,,,0.0313261,,0.00752933
current_day_pillar_earthly_cos,0.00362083,,,0.0465982,,-0.00698206,-0.0324911,0.0269168,0.0145486,-0.00435832,0.00901167,0.00567604,0.0110481,0.0125126,-0.0134503,0.0663691,0.00916896,,,,,,,,,-0.00799975,-0.00326515,,-0.00342663,-0.00689562,-0.00697106,-0.00912138,0.00799378,0.00218607,,-4.48233e-05,-0.00826136,-0.00844448,-0.00698206,,0.015607,0.00862764,,,0.0103025,-0.440301,-0.015409,0.00874155,0.00615028,1,-0.00907977,0.373484,0.015409,-0.00874155,0.0158367,-0.866587,0.0157284,-0.00541994,-0.015607,-0.00862764,0.00541994,-0.00103369,-0.00365468,-0.00661219,0.00394853,-0.00358162,0.00336004,0.00149196,0.00692838,-0.00102495,-0.00537863,0.00649524,0.00946165,0.00209622,0.0075321,0.011141,0.00537863,-0.00649524,-0.0108139,0.000284964,0.0133163,-0.0265831,-0.00394853,0.00358162,0.00890897,0.00732971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.285465,-0.00541994,-0.0119637,-0.00782439,0.0282134,,-0.130898,0.00541994,0.0045422,0.0107697,-0.0302553,,0.341837,-0.00541994,-0.00712908,0.000941532,-0.0163985,,-0.320012,-0.00541994,-0.00483088,-0.000823933,-0.016963,,0.115436,0.00541994,0.0126549,0.0031973,-0.0219924,,-0.229684,0.00541994,0.00323282,0.004001,0.0139469,,,0.0465982,,0.00339
